Feb 19 00:47:59 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 19 00:47:59 ubuntu dstat.sh[59131]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 19 00:47:59 ubuntu dstat.sh[59131]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 19 00:53:07 ubuntu dstat.sh[59131]: 19-02 00:53:07| 29  26  45   0   0|4473M  169M  162M 2985M|  14k   11k|  80k 1144k|7.00  35.0 |7056  7129 |1.99 1.64 0.97|3.0   0 396|   0     0 |           | 17  230    0   23    0
Feb 19 00:53:08 ubuntu dstat.sh[59131]: 19-02 00:53:08| 39  24  35   0   0|4482M  159M  162M 2987M|6165B 2583B|   0  9361k|   0  77.8 |7372  9614 |1.99 1.64 0.97|2.0   0 303|   0     0 |           | 17  233    0   24    0
Feb 19 00:53:09 ubuntu dstat.sh[59131]: 19-02 00:53:09| 50  27  22   1   0|4531M  148M  162M 2951M|  12k 9599B|4115B  213k|1.00  16.1 |6467  6531 |2.07 1.66 0.98|3.0   0 413|   0     0 |           | 17  234    0   24    0
Feb 19 00:53:10 ubuntu dstat.sh[59131]: 19-02 00:53:10| 53  25  20   0   0|4543M  168M  162M 2919M|8751B 4767B|1264k 1523k|51.8  80.7 |7227  9616 |2.07 1.66 0.98|6.0   0 353|   0     0 |           | 17  237    0   23    0
Feb 19 00:53:11 ubuntu dstat.sh[59131]: 19-02 00:53:11| 53  24  22   0   0|4615M  174M  162M 2842M|  12k 7354B| 108k 1861k|9.03   158 |7953    12k|2.07 1.66 0.98|6.0   0 349|   0     0 |           | 17  242    0   25    0
Feb 19 00:53:12 ubuntu dstat.sh[59131]: 19-02 00:53:12| 50  27  21   0   0|4615M  209M  162M 2810M|  11k 6775B| 341k  942k|19.8  62.4 |9583    14k|2.07 1.66 0.98| 17 1.0 457|   0     0 |           | 17  245    0   27    0
Feb 19 00:53:13 ubuntu dstat.sh[59131]: 19-02 00:53:13| 48  22  29   0   0|4668M  153M  162M 2812M|6468B 3619B| 319k  658k|21.2  48.4 |6568  9003 |2.07 1.66 0.98|2.0   0 237|   0     0 |           | 17  250    0   27    0
Feb 19 00:53:14 ubuntu dstat.sh[59131]: 19-02 00:53:14| 61  17  20   0   0|4803M  142M  162M 2691M|  14k   10k| 334k  884k|7.96  43.8 |8763    14k|2.14 1.69 0.99|9.0   0  46|   0     0 |           | 17  249    0   26    0
Feb 19 00:53:15 ubuntu dstat.sh[59131]: 19-02 00:53:15| 63  14  22   1   0|4857M  158M  162M 2622M|  11k 8039B|1130k  597k|89.1  45.1 |6424    18k|2.14 1.69 0.99|3.0   0  55|   0     0 |           | 17  254    0   31    0
Feb 19 00:53:16 ubuntu dstat.sh[59131]: 19-02 00:53:16| 57   9  33   1   0|4826M  221M  162M 2590M|  18k   14k|1401k  665k|31.0  70.1 |5251  4695 |2.14 1.69 0.99|3.0   0  15|   0     0 |           | 17  261    0   33    0
Feb 19 00:53:17 ubuntu dstat.sh[59131]: 19-02 00:53:17| 49  29  21   1   0|4872M  171M  163M 2593M|4964B 1662B|4673k 1419k|76.0  62.0 |8361    10k|2.14 1.69 0.99|3.0   0 467|   0     0 |           | 17  261    0   33    0
Feb 19 00:53:18 ubuntu dstat.sh[59131]: 19-02 00:53:18| 43  24  31   0   0|4908M  135M  163M 2594M|  15k   12k| 810k 3380k|11.0  66.1 |7435  8801 |2.14 1.69 0.99|3.0   0 406|   0     0 |           | 17  261    0   34    0
Feb 19 00:53:19 ubuntu dstat.sh[59131]: 19-02 00:53:19| 66  22  11   0   0|4905M  137M  163M 2594M|4491B 1617B| 627k 2827k|15.0   143 |5849  6679 |2.37 1.74 1.01|4.0   0 253|   0     0 |           | 18  264    0   31    0
Feb 19 00:53:20 ubuntu dstat.sh[59131]: 19-02 00:53:20| 74  15   9   1   0|4995M  167M  162M 2479M|  14k   11k|3599k  999k| 185  80.9 |6552  6612 |2.37 1.74 1.01|3.0   0  12|   0     0 |           | 18  269    0   31    0
Feb 19 00:53:21 ubuntu dstat.sh[59131]: 19-02 00:53:21| 82  15   3   0   0|5048M  138M  162M 2456M|6002B 2670B|1501k 2732k|71.2   285 |7952    11k|2.37 1.74 1.01|3.0   0  40|   0     0 |           | 18  271    0   34    0
Feb 19 00:53:22 ubuntu dstat.sh[59131]: 19-02 00:53:22| 36  15  47   0   0|5103M  148M  162M 2392M|  12k   10k| 916k  585k|16.9  33.9 |5136  4695 |2.37 1.74 1.01|2.0   0 196|   0     0 |           | 18  276    0   34    0
Feb 19 00:53:23 ubuntu dstat.sh[59131]: 19-02 00:53:23| 38   9  51   0   0|5101M  150M  162M 2392M|  15k 6527B| 836k  828k|14.0  76.0 |4808  4644 |2.37 1.74 1.01|2.0   0  14|   0     0 |           | 18  281    0   33    0
Feb 19 00:53:24 ubuntu dstat.sh[59131]: 19-02 00:53:24| 39  10  50   0   0|5093M  180M  162M 2371M|  10M   96k| 512k  372k|4.00  22.0 |7034  3617 |2.42 1.76 1.02|1.0   0 8.0|   0     0 |           | 18  281    0   33    0
Feb 19 00:53:25 ubuntu dstat.sh[59131]: 19-02 00:53:25| 26  18  54   0   0|5061M  204M  162M 2379M|5820k   45k|2565k  760k|30.2  61.3 |7420  5986 |2.42 1.76 1.02|4.0   0 265|   0     0 |           | 18  281    0   34    0
Feb 19 00:53:26 ubuntu dstat.sh[59131]: 19-02 00:53:26| 40   8  52   0   0|5138M  157M  162M 2350M|  11k 9301B|4097B   15M|1.00  1156 |3434  2391 |2.42 1.76 1.02|2.0   0 1.0|   0     0 |           | 18  285    0   34    0
Feb 19 00:53:27 ubuntu dstat.sh[59131]: 19-02 00:53:27| 29   5  63   0   0|5076M  219M  162M 2350M|  17k   14k|4076B  625k|1.00  64.7 |5091  6217 |2.42 1.76 1.02|2.0   0  37|   0     0 |           | 18  289    0   33    0
Feb 19 00:53:28 ubuntu dstat.sh[59131]: 19-02 00:53:28|  7   3  85   1   0|5080M  214M  162M 2351M| 402k   16M| 480k   11M|27.0  84.9 |4109  3815 |2.42 1.76 1.02|  0   0 3.0|   0     0 |           | 18  287    0   34    0
Feb 19 00:53:29 ubuntu dstat.sh[59131]: 19-02 00:53:29|  2   1  96   0   0|5080M  214M  162M 2351M|4624B 1622B|   0   721k|   0  30.0 |1164  1777 |2.23 1.73 1.01|1.0   0   0|   0     0 |           | 18  287    0   34    0
Feb 19 00:53:30 ubuntu dstat.sh[59131]: 19-02 00:53:30|  2   1  95   0   0|5080M  214M  162M 2351M|5043B 1714B|   0   772k|   0  32.0 |1458  2116 |2.23 1.73 1.01|  0   0   0|   0     0 |           | 18  287    0   34    0
Feb 19 00:53:31 ubuntu dstat.sh[59131]: 19-02 00:53:31| 21   4  72   1   0|5061M  222M  162M 2362M|  15M   97k|  32k 4132k|1.00   333 |  10k 9825 |2.23 1.73 1.01|2.0   0 1.0|   0     0 |           | 18  292    0   33    0
Feb 19 00:53:32 ubuntu dstat.sh[59131]: 19-02 00:53:32| 14  14  69   0   0|5016M  262M  162M 2367M|1220k   16k|  64k  340k|4.00  29.0 |5173  4305 |2.23 1.73 1.01|2.0   0 196|   0     0 |           | 18  289    0   36    0
Feb 19 00:53:33 ubuntu dstat.sh[59131]: 19-02 00:53:33| 15  14  68   0   0|5038M  240M  162M 2367M|4894B 1612B|  28k  979k|1.99  18.9 |4561  4048 |2.23 1.73 1.01|2.0   0 269|   0     0 |           | 18  289    0   36    0
Feb 19 00:53:34 ubuntu dstat.sh[59131]: 19-02 00:53:34| 20   8  72   0   0|5053M  225M  162M 2367M|5064B 1628B|   0   153k|   0  9.04 |2812  2197 |2.13 1.72 1.01|1.0   0  70|   0     0 |           | 18  289    0   36    0
Feb 19 00:53:35 ubuntu dstat.sh[59131]: 19-02 00:53:35|  9  19  69   0   0|5053M  225M  162M 2367M|5151B 1617B|4089B  511k|1.00  38.9 |5508  4457 |2.13 1.72 1.01|2.0   0 277|   0     0 |           | 18  293    0   35    0
Feb 19 00:53:36 ubuntu dstat.sh[59131]: 19-02 00:53:36| 10  21  67   0   0|5053M  225M  162M 2367M|5706B 1622B|  16k 3215k|1.00  15.0 |5423  4185 |2.13 1.72 1.01|1.0 1.0 289|   0     0 |           | 18  293    0   35    0
Feb 19 00:53:37 ubuntu dstat.sh[59131]: 19-02 00:53:37|  4   2  93   0   0|5046M  232M  162M 2367M|4923B 1615B|  16k   13M|1.00  51.9 |1758  2123 |2.13 1.72 1.01|  0   0  34|   0     0 |           | 18  293    0   35    0
Feb 19 00:53:38 ubuntu dstat.sh[59131]: 19-02 00:53:38| 21   5  73   0   0|5070M  208M  162M 2367M|4820B 1458B|  48k  100k|2.00  12.0 |2268  1960 |2.13 1.72 1.01|1.0   0 9.0|   0     0 |           | 18  293    0   35    0
Feb 19 00:53:39 ubuntu dstat.sh[59131]: 19-02 00:53:39| 19   2  77   0   0|5079M  198M  162M 2367M|  13k   10k|  32k    0 |2.00     0 |2461  2339 |2.04 1.71 1.01|2.0   0 3.0|   0     0 |           | 18  297    0   34    0
Feb 19 00:53:40 ubuntu dstat.sh[59131]: 19-02 00:53:40| 11  18  69   1   0|5036M  242M  162M 2367M|4654B 1625B|  16k  144k|4.01  12.0 |5541  4420 |2.04 1.71 1.01|1.0   0 222|   0     0 |           | 18  297    0   34    0
Feb 19 00:53:41 ubuntu dstat.sh[59131]: 19-02 00:53:41| 13  16  69   0   0|5032M  246M  162M 2368M|4082B 1691B|  80k  268k|3.00  21.0 |5389  4499 |2.04 1.71 1.01|3.0   0 211|   0     0 |           | 18  297    0   34    0
Feb 19 00:53:42 ubuntu dstat.sh[59131]: 19-02 00:53:42| 18  11  70   0   0|5069M  208M  162M 2368M|4200B 1614B|4080B  482k|1.00  25.9 |4271  3691 |2.04 1.71 1.01|1.0   0 167|   0     0 |           | 18  301    0   34    0
Feb 19 00:53:43 ubuntu dstat.sh[59131]: 19-02 00:53:43| 24   5  70   0   0|5126M  151M  162M 2368M|4322B 1621B|   0   316k|   0  35.0 |2583  2549 |2.04 1.71 1.01|2.0   0 4.0|   0     0 |           | 18  301    0   34    0
Feb 19 00:53:44 ubuntu dstat.sh[59131]: 19-02 00:53:44| 24   3  71   0   0|5156M  152M  162M 2338M|4318B 1619B| 392k  556k|12.0  51.0 |2715  2713 |1.95 1.70 1.01|3.0   0 4.0|   0     0 |           | 18  303    0   34    0
Feb 19 00:53:45 ubuntu dstat.sh[59131]: 19-02 00:53:45| 24   4  72   0   0|5081M  227M  162M 2338M|5043B 1621B|  24k  132k|4.00  8.01 |2321  2089 |1.95 1.70 1.01|2.0   0 5.0|   0     0 |           | 18  301    0   34    0
Feb 19 00:53:46 ubuntu dstat.sh[59131]: 19-02 00:53:46| 23   4  72   0   0|5135M  173M  162M 2338M|4802B 1701B|   0   240k|   0  12.0 |2326  2049 |1.95 1.70 1.01|  0   0 3.0|   0     0 |           | 18  304    0   34    0
Feb 19 00:53:47 ubuntu dstat.sh[59131]: 19-02 00:53:47| 19   4  76   0   0|5102M  206M  162M 2338M|  11k 8526B|   0   264k|   0  18.0 |2624  2478 |1.95 1.70 1.01|2.0   0  16|   0     0 |           | 18  301    0   35    0
Feb 19 00:53:48 ubuntu dstat.sh[59131]: 19-02 00:53:48| 23   4  72   0   0|5105M  203M  162M 2338M|4320B 1620B|   0   140k|   0  13.0 |2076  1745 |1.95 1.70 1.01|1.0   0   0|   0     0 |           | 18  301    0   35    0
Feb 19 00:53:49 ubuntu dstat.sh[59131]: 19-02 00:53:49| 18  10  71   0   0|5047M  261M  162M 2338M|4458B 1627B| 390k  369k|4.02  18.1 |3840  3202 |1.88 1.68 1.01|1.0   0 172|   0     0 |           | 18  301    0   35    0
Feb 19 00:53:50 ubuntu dstat.sh[59131]: 19-02 00:53:50| 12  18  69   0   0|5049M  259M  162M 2338M|4190B 1616B|  56k  164k|2.99  12.0 |6217  5521 |1.88 1.68 1.01|2.0   0 411|   0     0 |           | 18  301    0   35    0
Feb 19 00:53:51 ubuntu dstat.sh[59131]: 19-02 00:53:51| 23   5  71   1   0|5101M  206M  162M 2338M|4270B 1624B| 225k  369k|22.1  23.1 |2845  2565 |1.88 1.68 1.01|1.0   0  35|   0     0 |           | 18  301    0   35    0
Feb 19 00:53:52 ubuntu dstat.sh[59131]: 19-02 00:53:52| 20   2  77   0   0|5093M  209M  163M 2344M|  10k 3903B|  20k 4063k|5.00   456 |2251  1844 |1.88 1.68 1.01|1.0   0 1.0|   0     0 |           | 18  301    0   35    0
Feb 19 00:53:53 ubuntu dstat.sh[59131]: 19-02 00:53:53| 20   3  75   0   0|5127M  174M  163M 2344M|  11k 4545B|   0   769k|   0  29.9 |2489  2292 |1.88 1.68 1.01|4.0   0  19|   0     0 |           | 18  302    0   35    0
Feb 19 00:53:54 ubuntu dstat.sh[59131]: 19-02 00:53:54| 23   6  68   0   0|5145M  151M  163M 2349M|4919B 1632B|4095B 3479k|1.00   144 |  10k   19k|1.81 1.67 1.01|1.0   0  14|   0     0 |           | 18  301    0   35    0
Feb 19 00:53:55 ubuntu dstat.sh[59131]: 19-02 00:53:55| 19   5  76   0   0|5141M  154M  163M 2350M|  11k 4580B|  40k  438k|4.02  7.03 |6548    11k|1.81 1.67 1.01|2.0   0 5.0|   0     0 |           | 18  302    0   35    0
Feb 19 00:53:56 ubuntu dstat.sh[59131]: 19-02 00:53:56| 22   5  70   0   0|5132M  163M  164M 2350M|5523B 1618B|   0   168k|   0  2.00 |6335    10k|1.81 1.67 1.01|1.0   0  15|   0     0 |           | 18  302    0   35    0
Feb 19 00:53:57 ubuntu dstat.sh[59131]: 19-02 00:53:57| 15  15  70   1   0|5077M  228M  164M 2340M|5945B 1796B|   0    17M|   0  44.0 |4871  4162 |1.81 1.67 1.01|1.0   0 269|   0     0 |           | 18  301    0   35    0
Feb 19 00:53:58 ubuntu dstat.sh[59131]: 19-02 00:53:58| 24   4  70   0   0|5124M  180M  164M 2340M|4602B 1656B|   0   518k|   0  24.9 |2672  2560 |1.81 1.67 1.01|1.0   0 2.0|   0     0 |           | 18  301    0   35    0
Feb 19 00:53:59 ubuntu dstat.sh[59131]: 19-02 00:53:59| 20   2  78   0   0|5136M  168M  164M 2340M|  15k   12k|  16k  268k|1.00  17.0 |2489  2263 |1.66 1.64 1.01|2.0   0   0|   0     0 |           | 18  301    0   38    0
Feb 19 00:54:00 ubuntu dstat.sh[59131]: 19-02 00:54:00| 21   9  68   1   0|5109M  194M  164M 2340M|4618B 1619B|  48k  276k|3.00  33.0 |3750  3711 |1.66 1.64 1.01|1.0   0 117|   0     0 |           | 18  307    0   38    0
Feb 19 00:54:01 ubuntu dstat.sh[59131]: 19-02 00:54:01| 21   2  75   0   0|5124M  179M  164M 2340M|  13k   10k|   0   236k|   0  23.0 |2533  2466 |1.66 1.64 1.01|3.0   0   0|   0     0 |           | 18  307    0   39    0
Feb 19 00:54:02 ubuntu dstat.sh[59131]: 19-02 00:54:02| 21   9  70   0   0|5103M  201M  164M 2340M|4831B 1689B|   0  1350k|   0   107 |2985  2450 |1.66 1.64 1.01|2.0   0  70|   0     0 |           | 18  307    0   39    0
Feb 19 00:54:03 ubuntu dstat.sh[59131]: 19-02 00:54:03| 20   2  76   0   0|5117M  187M  164M 2341M|  17k   14k|  32k  168k|2.00  11.0 |2452  2262 |1.66 1.64 1.01|2.0   0 1.0|   0     0 |           | 18  307    0   40    0
Feb 19 00:54:04 ubuntu dstat.sh[59131]: 19-02 00:54:04| 20   8  71   0   0|5144M  160M  164M 2341M|4633B 1667B|   0   233k|   0  12.0 |2785  2264 |1.61 1.63 1.01|1.0   0  56|   0     0 |           | 18  307    0   39    0
Feb 19 00:54:05 ubuntu dstat.sh[59131]: 19-02 00:54:05| 19   2  77   0   0|5142M  161M  164M 2341M|  14k   12k| 112k 8167B|6.98  1.99 |2338  2181 |1.61 1.63 1.01|3.0   0   0|   0     0 |           | 18  307    0   42    0
Feb 19 00:54:06 ubuntu dstat.sh[59131]: 19-02 00:54:06| 22   6  72   0   0|5120M  184M  164M 2341M|4578B 1626B|   0     0 |   0     0 |2612  2094 |1.61 1.63 1.01|2.0   0  32|   0     0 |           | 18  307    0   42    0
Feb 19 00:54:07 ubuntu dstat.sh[59131]: 19-02 00:54:07| 17   2  80   0   0|5135M  169M  164M 2341M|  13k 9759B|   0  4078B|   0  1.00 |2159  2129 |1.61 1.63 1.01|2.0   0   0|   0     0 |           | 18  308    0   42    0
Feb 19 00:54:08 ubuntu dstat.sh[59131]: 19-02 00:54:08| 18   5  74   1   0|5102M  201M  164M 2341M|7348B 4339B|  32k  573k|2.00  56.1 |3171  3184 |1.61 1.63 1.01|3.0   0  47|   0     0 |           | 18  307    0   37    0
Feb 19 00:54:09 ubuntu dstat.sh[59131]: 19-02 00:54:09| 20   3  77   0   0|5134M  170M  164M 2341M|  11k 7604B|   0   136k|   0  7.99 |2171  1835 |1.56 1.62 1.01|1.0   0   0|   0     0 |           | 18  310    0   37    0
Feb 19 00:54:10 ubuntu dstat.sh[59131]: 19-02 00:54:10| 22   7  70   0   0|5124M  180M  164M 2341M|9535B 5691B|   0   264k|   0  24.0 |3244  2933 |1.56 1.62 1.01|4.0   0  39|   0     0 |           | 18  309    0   40    0
Feb 19 00:54:11 ubuntu dstat.sh[59131]: 19-02 00:54:11| 17   2  79   0   0|5143M  161M  164M 2341M|  13k 9417B| 192k  204k|8.00  20.0 |2373  2307 |1.56 1.62 1.01|2.0   0   0|   0     0 |           | 18  310    0   40    0
Feb 19 00:54:12 ubuntu dstat.sh[59131]: 19-02 00:54:12| 12  10  77   1   0|5131M  172M  164M 2341M|  10k 5866B| 474k  458k|88.3  40.2 |4406  4416 |1.56 1.62 1.01|2.0   0 181|   0     0 |           | 18  311    0   38    0
Feb 19 00:54:13 ubuntu dstat.sh[59131]: 19-02 00:54:13|  4   2  90   1   0|5121M  181M  164M 2342M|  18k 4385B| 636k 2548k| 159   378 |2611  3311 |1.56 1.62 1.01|2.0   0  18|   0     0 |           | 18  309    0   39    0
Feb 19 00:54:14 ubuntu dstat.sh[59131]: 19-02 00:54:14|  4   5  88   0   0|5100M  203M  164M 2342M|  10k 4876B|   0   171k|   0  9.96 |2655  2713 |1.52 1.61 1.00|1.0   0 114|   0     0 |           | 18  309    0   39    2
Feb 19 00:54:15 ubuntu dstat.sh[59131]: 19-02 00:54:15| 19  16  63   1   0|5071M  231M  164M 2343M|5030B 1783B| 884k  200k| 102  10.0 |5639    14k|1.52 1.61 1.00|1.0   0 245|   0     0 |           | 18  309    0   41    0
Feb 19 00:54:16 ubuntu dstat.sh[59131]: 19-02 00:54:16| 23   4  71   1   0|5080M  210M  164M 2353M|4339B 1500B| 196k 1680k|22.0  37.0 |2714  2537 |1.52 1.61 1.00|1.0   0  19|   0     0 |           | 18  309    0   32    0
Feb 19 00:54:17 ubuntu dstat.sh[59131]: 19-02 00:54:17| 16   2  80   0   0|5101M  185M  164M 2357M|  16k 6112B| 868k  836k|10.0  29.0 |2066  1993 |1.52 1.61 1.00|1.0   0 2.0|   0     0 |           | 18  309    0   32    0
Feb 19 00:54:18 ubuntu dstat.sh[59131]: 19-02 00:54:18| 16  14  69   1   0|5089M  194M  164M 2360M|4515B 1625B|1208k 3167k|21.1   100 |5601  5588 |1.52 1.61 1.00|1.0   0 302|   0     0 |           | 18  309    0   32    0
Feb 19 00:54:19 ubuntu dstat.sh[59131]: 19-02 00:54:19| 23   5  71   0   0|5126M  157M  164M 2360M|  11k 7334B|  80k   96k|5.00  3.00 |4003  5419 |1.55 1.62 1.01|1.0   0 1.0|   0     0 |           | 18  310    0   32    0
Feb 19 00:54:20 ubuntu dstat.sh[59131]: 19-02 00:54:20| 24   5  69   0   0|5066M  217M  164M 2360M|  21k   18k|  32k  338k|1.99  33.8 |3721  3570 |1.55 1.62 1.01|2.0   0  47|   0     0 |           | 18  309    0   31    0
Feb 19 00:54:21 ubuntu dstat.sh[59131]: 19-02 00:54:21| 20   4  75   0   0|5106M  177M  164M 2361M|  10k 7310B|  48k  191k|1.99  18.9 |2574  2514 |1.55 1.62 1.01|2.0   0   0|   0     0 |           | 18  310    0   31    0
Feb 19 00:54:22 ubuntu dstat.sh[59131]: 19-02 00:54:22| 22   4  72   0   0|5076M  207M  164M 2361M|8030B 4824B| 112k  300k|6.99  34.0 |2811  2741 |1.55 1.62 1.01|2.0   0  14|   0     0 |           | 18  309    0   33    0
Feb 19 00:54:23 ubuntu dstat.sh[59131]: 19-02 00:54:23| 21   3  76   0   0|5106M  177M  164M 2361M|  10k 7430B|   0   293k|   0  12.0 |2229  2096 |1.55 1.62 1.01|2.0   0 1.0|   0     0 |           | 18  310    0   33    0
Feb 19 00:54:24 ubuntu dstat.sh[59131]: 19-02 00:54:24| 22   6  70   2   0|5095M  186M  164M 2363M|6654B 3544B|2438k 2450k| 105   414 |5564  7861 |1.51 1.61 1.01|2.0   0 7.0|   0     0 |           | 18  311    0   30    0
Feb 19 00:54:25 ubuntu dstat.sh[59131]: 19-02 00:54:25| 21   4  73   0   0|5096M  201M  164M 2347M|6201B 3582B|   0   575k|   0  37.0 |2247  2057 |1.51 1.61 1.01|  0   0   0|   0     0 |           | 18  312    0   30    0
Feb 19 00:54:26 ubuntu dstat.sh[59131]: 19-02 00:54:26| 18   3  77   1   0|5097M  200M  164M 2347M|  12k 9304B| 160k  741k|10.0  79.1 |3747  4769 |1.51 1.61 1.01|1.0   0   0|   0     0 |           | 18  312    0   30    0
Feb 19 00:54:27 ubuntu dstat.sh[59131]: 19-02 00:54:27| 15  15  68   0   0|5047M  250M  164M 2348M|5791B 2924B|   0   787k|   0  82.3 |6418  6749 |1.51 1.61 1.01|1.0   0 385|   0     0 |           | 18  311    0   31    0
Feb 19 00:54:28 ubuntu dstat.sh[59131]: 19-02 00:54:28|  9  23  66   0   0|5047M  250M  164M 2348M|4148B 1619B|   0  2495k|   0  78.0 |7646  7448 |1.51 1.61 1.01|1.0   0 680|   0     0 |           | 18  311    0   27    0
Feb 19 00:54:29 ubuntu dstat.sh[59131]: 19-02 00:54:29| 10  22  68   1   0|5056M  241M  164M 2348M|4203B 1621B|   0   769k|   0  72.1 |7397  6919 |1.47 1.60 1.01|1.0   0 671|   0     0 |           | 18  311    0   27    0
Feb 19 00:54:30 ubuntu dstat.sh[59131]: 19-02 00:54:30| 10  22  66   0   0|5047M  249M  164M 2348M|4801B 1713B|   0   700k|   0  55.0 |6811  6100 |1.47 1.60 1.01|1.0   0 541|   0     0 |           | 18  311    0   27    0
Feb 19 00:54:31 ubuntu dstat.sh[59131]: 19-02 00:54:31|  9  22  66   1   0|5040M  257M  164M 2348M|4037B 1457B|   0  2647k|   0   157 |6387  5673 |1.47 1.60 1.01|1.0   0 422|   0     0 |           | 18  311    0   27    0
Feb 19 00:54:32 ubuntu dstat.sh[59131]: 19-02 00:54:32| 25  27  48   0   0|5060M  237M  164M 2348M|5119B 1620B| 512k  224k|4.00  20.0 |6507  5381 |1.47 1.60 1.01|2.0   0 488|   0     0 |           | 18  311    0   24    0
Feb 19 00:54:33 ubuntu dstat.sh[59131]: 19-02 00:54:33| 20  26  53   0   0|5087M  210M  164M 2348M|4897B 1613B| 510k 1561k|3.98   119 |6708  5685 |1.47 1.60 1.01|2.0   0 506|   0     0 |           | 18  311    0   24    0
Feb 19 00:54:34 ubuntu dstat.sh[59131]: 19-02 00:54:34| 14  15  68   0   0|5079M  306M  164M 2267M|5197B 1613B|  68k 3051k|13.9   154 |4676  4512 |1.51 1.61 1.01|3.0   0 192|   0     0 |           | 18  311    0   24    0
Feb 19 00:54:35 ubuntu dstat.sh[59131]: 19-02 00:54:35| 24   8  68   0   0|5070M  325M  165M 2261M|5110B 1623B|   0  3094k|   0  21.0 |2694  2289 |1.51 1.61 1.01|1.0   0 4.0|   0     0 |           | 18  311    0   24    0
Feb 19 00:54:36 ubuntu dstat.sh[59131]: 19-02 00:54:36| 19   3  76   1   0|5077M  315M  165M 2263M|  15k 6588B| 169k 1324k|21.1  33.1 |2344  2189 |1.51 1.61 1.01|2.0   0  16|   0     0 |           | 18  312    0   24    0
Feb 19 00:54:37 ubuntu dstat.sh[59131]: 19-02 00:54:37| 16   1  79   1   0|5088M  303M  165M 2264M|  24k   14k| 955k 1926k|62.9  74.9 |2218  2257 |1.51 1.61 1.01|  0   0   0|   0     0 |           | 18  312    0   24    0
Feb 19 00:54:38 ubuntu dstat.sh[59131]: 19-02 00:54:38| 20   2  76   1   0|5119M  271M  165M 2265M|  18k 9466B| 889k 1405k|42.0  50.0 |2195  2020 |1.51 1.61 1.01|1.0   0   0|   0     0 |           | 18  312    0   24    0
Feb 19 00:54:39 ubuntu dstat.sh[59131]: 19-02 00:54:39| 18   2  79   1   0|5118M  271M  165M 2266M|  22k   13k| 856k 3109k|57.2   337 |2216  2060 |1.39 1.58 1.01|2.0   0   0|   0     0 |           | 18  312    0   24    0
Feb 19 00:54:40 ubuntu dstat.sh[59131]: 19-02 00:54:40| 19   2  76   1   0|5133M  255M  165M 2267M|  21k   12k| 864k 1584k|55.7  65.7 |2413  2440 |1.39 1.58 1.01|2.0   0   0|   0     0 |           | 18  312    0   23    0
Feb 19 00:54:41 ubuntu dstat.sh[59131]: 19-02 00:54:41| 22   4  72   2   0|5136M  209M  166M 2309M|4986B 1688B|  14M 1862k| 151  72.1 |2663  2478 |1.39 1.58 1.01|1.0   0 1.0|   0     0 |           | 18  312    0   23    0
Feb 19 00:54:42 ubuntu dstat.sh[59131]: 19-02 00:54:42| 24   3  72   0   0|5139M  189M  166M 2325M|5009B 1666B|   0  1456k|   0  34.1 |2409  2161 |1.39 1.58 1.01|3.0   0   0|   0     0 |           | 18  312    0   23    0
Feb 19 00:54:43 ubuntu dstat.sh[59131]: 19-02 00:54:43| 25   3  70   1   0|5156M  152M  167M 2344M|4785B 1615B|   0  1998k|   0  79.8 |3101  3238 |1.39 1.58 1.01|1.0   0 3.0|   0     0 |           | 18  312    0   23    0
Feb 19 00:54:44 ubuntu dstat.sh[59131]: 19-02 00:54:44| 23   3  72   1   0|5153M  140M  168M 2358M|4440B 1620B|   0  2960k|   0   136 |2701  2778 |1.36 1.57 1.01|1.0   0   0|   0     0 |           | 18  312    0   23    0
Feb 19 00:54:45 ubuntu dstat.sh[59131]: 19-02 00:54:45| 23   4  71   1   0|5139M  149M  169M 2363M|4741B 1620B|   0  2257k|   0  83.0 |2574  2490 |1.36 1.57 1.01|  0 1.0   0|   0     0 |           | 18  312    0   23    0
Feb 19 00:54:46 ubuntu dstat.sh[59131]: 19-02 00:54:46| 23   4  72   0   0|5054M  248M  169M 2348M|4905B 1795B|  20k 1293k|2.00  33.0 |2577  2209 |1.36 1.57 1.01|1.0   0  19|   0     0 |           | 18  311    0   23    0
Feb 19 00:54:47 ubuntu dstat.sh[59131]: 19-02 00:54:47| 19   3  76   0   0|5093M  204M  169M 2353M|  10k 3733B|   0  1430k|   0  32.0 |2339  2208 |1.36 1.57 1.01|1.0   0  16|   0     0 |           | 18  311    0   23    0
Feb 19 00:54:48 ubuntu dstat.sh[59131]: 19-02 00:54:48| 21   5  73   0   0|5125M  171M  169M 2354M|8493B 2957B|   0    14M|   0  83.0 |2422  2123 |1.36 1.57 1.01|  0   0  19|   0     0 |           | 18  312    0   23    0
