Feb 20 16:33:33 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 20 16:33:33 ubuntu dstat.sh[59570]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 20 16:33:33 ubuntu dstat.sh[59570]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 20 16:43:59 ubuntu dstat.sh[59570]: 20-02 16:43:59| 11  20  67   0   0|4878M  330M  179M 2418M|8884B 1122B|   0   116k|   0  5.99 |5820  4839 |0.67 1.20 1.03|1.0   0 329|   0     0 |           | 18  275    0   35    0
Feb 20 16:44:00 ubuntu dstat.sh[59570]: 20-02 16:44:00| 21   6  70   0   0|4915M  293M  179M 2418M|  10k 1066B|  88k  432k|7.00  30.0 |2947  2636 |0.67 1.20 1.03|2.0   0  26|   0     0 |           | 18  275    0   30    0
Feb 20 16:44:01 ubuntu dstat.sh[59570]: 20-02 16:44:01| 22   4  72   0   0|4960M  248M  179M 2418M|3435B  539B|  44k  495k|4.99  12.0 |2216  1901 |0.70 1.19 1.03|2.0   0 2.0|   0     0 |           | 18  275    0   30    0
Feb 20 16:44:02 ubuntu dstat.sh[59570]: 20-02 16:44:02| 24   3  70   1   0|4989M  215M  180M 2422M|3215B  540B| 556k 4217k|35.0   245 |2553  2626 |0.70 1.19 1.03|3.0   0 3.0|   0     0 |           | 18  275    0   30    0
Feb 20 16:44:03 ubuntu dstat.sh[59570]: 20-02 16:44:03| 25   4  71   0   0|4992M  211M  180M 2422M|3137B  488B|  32k  120k|2.01  1.00 |2977  3259 |0.70 1.19 1.03|1.0   0   0|   0     0 |           | 18  278    0   30    0
Feb 20 16:44:04 ubuntu dstat.sh[59570]: 20-02 16:44:04| 24   5  67   1   0|4994M  209M  180M 2423M|3076B  539B|  16k 4846k|1.00   585 |7246    10k|0.70 1.19 1.03|1.0   0   0|   0     0 |           | 18  281    0   19    0
Feb 20 16:44:05 ubuntu dstat.sh[59570]: 20-02 16:44:05| 27   3  68   1   0|4999M  203M  180M 2424M|3144B  487B| 929k 1121k|59.1   159 |4081  5517 |0.70 1.19 1.03|2.0   0 1.0|   0     0 |           | 18  287    0   21    0
Feb 20 16:44:06 ubuntu dstat.sh[59570]: 20-02 16:44:06|  5   1  93   0   0|4998M  204M  180M 2424M|2880B  539B|   0   244k|   0  28.9 |1627  2238 |0.64 1.17 1.03|1.0   0 2.0|   0     0 |           | 18  286    0   21    0
Feb 20 16:44:07 ubuntu dstat.sh[59570]: 20-02 16:44:07| 23   5  68   2   0|4988M  213M  180M 2424M|2856B  540B| 112k 4686k|7.00   672 |7576    11k|0.64 1.17 1.03|1.0   0 2.0|   0     0 |           | 18  289    0   22    0
Feb 20 16:44:08 ubuntu dstat.sh[59570]: 20-02 16:44:08| 25   6  66   3   0|4987M  214M  180M 2425M|2772B  487B|  16k 8290k|1.00   641 |8950    14k|0.64 1.17 1.03|2.0   0   0|   0     0 |           | 18  288    0   24    0
Feb 20 16:44:09 ubuntu dstat.sh[59570]: 20-02 16:44:09|  9   4  85   0   0|4974M  227M  180M 2425M|2893B  539B|   0  2155k|   0   131 |3185  9339 |0.64 1.17 1.03|  0   0  36|   0     0 |           | 18  288    0   26    0
Feb 20 16:44:10 ubuntu dstat.sh[59570]: 20-02 16:44:10| 24   5  67   2   0|4975M  226M  180M 2425M|3556B  487B|  16k 2996k|1.00   364 |8306    13k|0.64 1.17 1.03|1.0   0 6.0|   0     0 |           | 18  289    0   27    0
Feb 20 16:44:11 ubuntu dstat.sh[59570]: 20-02 16:44:11| 24   5  67   2   0|4975M  226M  180M 2425M|2958B  540B|   0  2238k|   0   244 |7343    11k|0.67 1.17 1.03|2.0   0   0|   0     0 |           | 18  289    0   30    0
Feb 20 16:44:12 ubuntu dstat.sh[59570]: 20-02 16:44:12|  3   1  95   1   0|4973M  227M  180M 2425M|3626B  486B|   0  1689k|   0   128 |1862  3076 |0.67 1.17 1.03|  0   0   0|   0     0 |           | 18  288    0   29    0
Feb 20 16:44:13 ubuntu dstat.sh[59570]: 20-02 16:44:13| 24   5  67   2   0|4974M  226M  180M 2425M|3666B  538B|   0  3068k|   0   388 |7964    13k|0.67 1.17 1.03|2.0   0 1.0|   0     0 |           | 18  289    0   29    0
Feb 20 16:44:14 ubuntu dstat.sh[59570]: 20-02 16:44:14| 25   5  66   2   0|4974M  226M  180M 2426M|5385B  543B|   0  8471k|   0   573 |9272    14k|0.67 1.17 1.03|1.0   0   0|   0     0 |           | 18  289    0   31    0
Feb 20 16:44:15 ubuntu dstat.sh[59570]: 20-02 16:44:15| 24   5  66   1   0|4974M  225M  180M 2426M|4995B  539B|   0  2617k|   0   294 |7859    12k|0.67 1.17 1.03|2.0   0   0|   0     0 |           | 18  289    0   32    0
Feb 20 16:44:16 ubuntu dstat.sh[59570]: 20-02 16:44:16| 15   3  79   1   0|4975M  224M  180M 2426M|3847B  486B|   0  1232k|   0   103 |4810  7165 |0.62 1.15 1.02|  0   0 2.0|   0     0 |           | 18  290    0   32    0
Feb 20 16:44:17 ubuntu dstat.sh[59570]: 20-02 16:44:17| 11   3  84   0   0|4975M  224M  180M 2426M|3335B  540B|   0   528k|   0  73.0 |4082  5950 |0.62 1.15 1.02|1.0   0 2.0|   0     0 |           | 18  292    0   32    0
Feb 20 16:44:18 ubuntu dstat.sh[59570]: 20-02 16:44:18| 26   5  65   2   0|4975M  224M  180M 2426M|3667B  540B|   0  3495k|   0   448 |9250    14k|0.62 1.15 1.02|1.0   0   0|   0     0 |           | 18  292    0   33    0
Feb 20 16:44:19 ubuntu dstat.sh[59570]: 20-02 16:44:19| 20   4  72   1   0|4977M  222M  180M 2427M|3554B  486B| 288k 7579k|16.0   542 |7683    12k|0.62 1.15 1.02|  0   0   0|   0     0 |           | 18  291    0   35    0
Feb 20 16:44:20 ubuntu dstat.sh[59570]: 20-02 16:44:20|  6   2  91   1   0|4976M  222M  180M 2427M|3410B  540B| 100k 1020k|6.00  89.0 |2136  3050 |0.62 1.15 1.02|1.0   0   0|   0     0 |           | 18  292    0   35    0
Feb 20 16:44:21 ubuntu dstat.sh[59570]: 20-02 16:44:21|  6   1  90   1   0|4976M  222M  180M 2427M|2824B  486B|   0  2586k|   0   137 |2575  4058 |0.57 1.13 1.02|  0   0   0|   0     0 |           | 18  291    0   36    0
Feb 20 16:44:22 ubuntu dstat.sh[59570]: 20-02 16:44:22| 10   2  85   1   0|4977M  221M  180M 2427M|3199B  680B|   0  1465k|   0   186 |3744  5613 |0.57 1.13 1.02|1.0   0   0|   0     0 |           | 18  291    0   36    0
Feb 20 16:44:23 ubuntu dstat.sh[59570]: 20-02 16:44:23| 14   3  83   1   0|4977M  221M  180M 2427M|3139B  486B|   0  1069k|   0   142 |4408  6649 |0.57 1.13 1.02|1.0   0   0|   0     0 |           | 18  293    0   36    0
Feb 20 16:44:24 ubuntu dstat.sh[59570]: 20-02 16:44:24| 25   6  63   3   0|4977M  221M  180M 2428M|3061B  537B|   0    12M|   0  1469 |9936    15k|0.57 1.13 1.02|2.0 1.0   0|   0     0 |           | 18  293    0   36    0
Feb 20 16:44:25 ubuntu dstat.sh[59570]: 20-02 16:44:25| 23   5  69   2   0|4977M  220M  180M 2428M|3385B  489B|   0  6685k|   0   492 |8119    12k|0.57 1.13 1.02|  0   0 2.0|   0     0 |           | 18  291    0   36    0
Feb 20 16:44:26 ubuntu dstat.sh[59570]: 20-02 16:44:26|  3   1  94   0   0|4977M  220M  180M 2428M|3198B  540B|   0  1411k|   0  68.0 |1482  2134 |0.52 1.11 1.01|2.0   0 1.0|   0     0 |           | 18  292    0   36    0
Feb 20 16:44:27 ubuntu dstat.sh[59570]: 20-02 16:44:27| 24   6  66   2   0|4977M  220M  180M 2428M|3292B  541B|   0  3012k|   0   376 |8063    12k|0.52 1.11 1.01|2.0   0   0|   0     0 |           | 18  291    0   36    0
Feb 20 16:44:28 ubuntu dstat.sh[59570]: 20-02 16:44:28| 23   6  65   2   0|4978M  219M  180M 2428M|3140B  540B|   0  3932k|   0   381 |8196    12k|0.52 1.11 1.01|2.0   0   0|   0     0 |           | 18  292    0   36    0
Feb 20 16:44:29 ubuntu dstat.sh[59570]: 20-02 16:44:29| 23   5  67   1   0|4979M  218M  180M 2429M|3195B  486B|  16k 3551k|1.00   346 |8331    12k|0.52 1.11 1.01|1.0   0   0|   0     0 |           | 18  293    0   36    0
Feb 20 16:44:30 ubuntu dstat.sh[59570]: 20-02 16:44:30| 24   6  63   3   0|4979M  217M  180M 2429M|3978B  582B|   0  8211k|   0   718 |9211    15k|0.52 1.11 1.01|2.0   0   0|   0     0 |           | 18  292    0   36    0
Feb 20 16:44:31 ubuntu dstat.sh[59570]: 20-02 16:44:31| 24   4  69   2   0|4981M  216M  180M 2429M|3920B  540B|   0  2340k|   0   207 |7698    11k|0.56 1.11 1.01|1.0   0   0|   0     0 |           | 18  292    0   38    0
Feb 20 16:44:32 ubuntu dstat.sh[59570]: 20-02 16:44:32| 25   5  66   2   0|4980M  215M  180M 2429M|3461B  324B|  32k 3344k|1.00   384 |8282    13k|0.56 1.11 1.01|3.0 1.0   0|   0     0 |           | 18  292    0   41    0
Feb 20 16:44:33 ubuntu dstat.sh[59570]: 20-02 16:44:33| 24   6  65   2   0|4982M  214M  180M 2430M|3094B  162B|   0    13M|   0   744 |9151    14k|0.56 1.11 1.01|1.0   0   0|   0     0 |           | 18  292    0   42    0
Feb 20 16:44:34 ubuntu dstat.sh[59570]: 20-02 16:44:34| 16   3  79   1   0|4982M  213M  180M 2430M|3875B  325B|   0  1188k|   0   148 |5253  7584 |0.56 1.11 1.01|  0   0   0|   0     0 |           | 18  291    0   43    0
Feb 20 16:44:35 ubuntu dstat.sh[59570]: 20-02 16:44:35| 10   2  85   0   0|4982M  213M  180M 2430M|3471B  216B|   0   903k|   0   131 |3397  4795 |0.56 1.11 1.01|  0   0   0|   0     0 |           | 18  291    0   44    0
Feb 20 16:44:36 ubuntu dstat.sh[59570]: 20-02 16:44:36|  4   1  93   0   0|4982M  213M  180M 2430M|2921B  378B|   0   252k|   0  14.0 |1469  1893 |0.52 1.09 1.00|1.0   0 1.0|   0     0 |           | 18  291    0   44    0
Feb 20 16:44:37 ubuntu dstat.sh[59570]: 20-02 16:44:37| 25   5  66   2   0|4982M  213M  180M 2430M|3050B  108B|   0  2817k|   0   351 |7626    12k|0.52 1.09 1.00|1.0   0   0|   0     0 |           | 18  292    0   44    0
Feb 20 16:44:38 ubuntu dstat.sh[59570]: 20-02 16:44:38| 25   5  66   2   0|4982M  213M  180M 2431M|3422B  527B|   0  4151k|   0   401 |8448    13k|0.52 1.09 1.00|1.0   0   0|   0     0 |           | 18  292    0   44    0
Feb 20 16:44:39 ubuntu dstat.sh[59570]: 20-02 16:44:39| 20   4  73   1   0|4982M  213M  180M 2431M|2997B  433B|   0    13M|   0  1339 |6952    10k|0.52 1.09 1.00|1.0   0   0|   0     0 |           | 18  291    0   44    0
Feb 20 16:44:40 ubuntu dstat.sh[59570]: 20-02 16:44:40|  8   1  89   1   0|4982M  213M  180M 2431M|2606B  108B|   0   720k|   0  78.0 |2344  3151 |0.52 1.09 1.00|1.0   0   0|   0     0 |           | 18  292    0   45    0
Feb 20 16:44:41 ubuntu dstat.sh[59570]: 20-02 16:44:41| 25   5  65   2   0|4982M  212M  180M 2431M|2943B  486B|   0  3397k|   0   420 |8296    13k|0.55 1.09 1.00|1.0   0   0|   0     0 |           | 18  292    0   46    0
Feb 20 16:44:42 ubuntu dstat.sh[59570]: 20-02 16:44:42| 24   5  67   1   0|4983M  211M  180M 2431M|3218B  540B|   0  2348k|   0   247 |7482    11k|0.55 1.09 1.00|1.0   0   0|   0     0 |           | 18  292    0   47    0
Feb 20 16:44:43 ubuntu dstat.sh[59570]: 20-02 16:44:43| 12   2  81   1   0|4983M  210M  180M 2432M|2779B  540B|  32k 2128k|1.00   188 |4675  6825 |0.55 1.09 1.00|  0   0   0|   0     0 |           | 18  291    0   47    0
Feb 20 16:44:44 ubuntu dstat.sh[59570]: 20-02 16:44:44| 14   3  81   1   0|4984M  210M  180M 2432M|3742B  540B|  16k 1737k|1.00   188 |4757  6848 |0.55 1.09 1.00|1.0   0   0|   0     0 |           | 18  293    0   48    0
Feb 20 16:44:45 ubuntu dstat.sh[59570]: 20-02 16:44:45| 26   6  62   3   0|4983M  209M  180M 2432M|3671B  485B|   0  8897k|   0   757 |9181    15k|0.55 1.09 1.00|1.0   0   0|   0     0 |           | 18  292    0   49    0
Feb 20 16:44:46 ubuntu dstat.sh[59570]: 20-02 16:44:46| 25   5  67   1   0|4985M  208M  180M 2433M|3266B  583B|   0  2368k|   0   185 |7465    10k|0.67 1.11 1.01|1.0   0 1.0|   0     0 |           | 18  293    0   49    0
Feb 20 16:44:47 ubuntu dstat.sh[59570]: 20-02 16:44:47| 10   3  83   1   0|4986M  207M  180M 2433M|3006B  432B|   0  2369k|   0   239 |3928  5848 |0.67 1.11 1.01|  0   0   0|   0     0 |           | 18  291    0   51    0
Feb 20 16:44:48 ubuntu dstat.sh[59570]: 20-02 16:44:48| 16   4  78   2   0|4986M  206M  180M 2433M|1876B   54B|   0  2567k|   0   281 |5723  8520 |0.67 1.11 1.01|1.0   0   0|   0     0 |           | 18  292    0   51    0
Feb 20 16:44:49 ubuntu dstat.sh[59570]: 20-02 16:44:49| 26   5  64   2   0|4986M  206M  180M 2433M|3077B  539B|   0  4763k|   0   495 |8996    14k|0.67 1.11 1.01|  0 1.0   0|   0     0 |           | 18  292    0   52    0
Feb 20 16:44:50 ubuntu dstat.sh[59570]: 20-02 16:44:50| 24   5  67   2   0|4987M  205M  180M 2433M|2827B  486B| 128k 8964k|6.00   608 |7642    12k|0.67 1.11 1.01|2.0   0   0|   0     0 |           | 18  292    0   52    0
Feb 20 16:44:51 ubuntu dstat.sh[59570]: 20-02 16:44:51| 25   5  67   2   0|4987M  204M  180M 2434M|3021B  540B|   0  4082k|   0   260 |7384    10k|0.70 1.10 1.01|1.0   0   0|   0     0 |           | 18  292    0   57    0
Feb 20 16:44:52 ubuntu dstat.sh[59570]: 20-02 16:44:52| 26   5  65   2   0|4987M  204M  180M 2434M|3374B  578B|   0  3056k|   0   385 |7798    12k|0.70 1.10 1.01|2.0   0   0|   0     0 |           | 18  292    0   57    0
Feb 20 16:44:53 ubuntu dstat.sh[59570]: 20-02 16:44:53| 26   4  66   1   0|4989M  203M  180M 2434M|2381B  162B|   0  2455k|   0   255 |6996  9882 |0.70 1.10 1.01|1.0   0   0|   0     0 |           | 18  292    0   58    0
Feb 20 16:44:54 ubuntu dstat.sh[59570]: 20-02 16:44:54| 20   4  73   1   0|4990M  201M  180M 2435M|2985B  379B|   0  2906k|   0   289 |6252  9423 |0.70 1.10 1.01|  0   0   0|   0     0 |           | 18  291    0   62    0
Feb 20 16:44:55 ubuntu dstat.sh[59570]: 20-02 16:44:55|  8   2  86   1   0|4990M  201M  180M 2435M|3270B  541B|   0  8386k|   0  1023 |3234  4451 |0.70 1.10 1.01|1.0   0   0|   0     0 |           | 18  292    0   63    0
Feb 20 16:44:56 ubuntu dstat.sh[59570]: 20-02 16:44:56| 25   6  64   2   0|4990M  201M  180M 2435M|3545B  538B|   0  8588k|   0   710 |9073    14k|0.80 1.12 1.01|1.0   0 2.0|   0     0 |           | 18  292    0   63    0
Feb 20 16:44:57 ubuntu dstat.sh[59570]: 20-02 16:44:57| 25   5  67   2   0|4991M  200M  180M 2435M|3034B  488B|   0  3147k|   0   270 |7516    11k|0.80 1.12 1.01|1.0   0   0|   0     0 |           | 18  292    0   62    0
Feb 20 16:44:58 ubuntu dstat.sh[59570]: 20-02 16:44:58| 21   5  71   1   0|4995M  195M  180M 2435M|3913B  539B|   0  3909k|   0   335 |7630    12k|0.80 1.12 1.01|1.0   0 1.0|   0     0 |           | 18  291    0   63    0
Feb 20 16:44:59 ubuntu dstat.sh[59570]: 20-02 16:44:59| 15   3  79   1   0|4995M  195M  180M 2436M|4274B  487B|   0  1984k|   0   231 |4506  6455 |0.80 1.12 1.01|4.0   0   0|   0     0 |           | 18  292    0   66    0
Feb 20 16:45:00 ubuntu dstat.sh[59570]: 20-02 16:45:00|  9   1  88   0   0|4996M  193M  180M 2436M|4029B  538B| 144k 1245k|8.97   108 |2890  4109 |0.80 1.12 1.01|  0   0   0|   0     0 |           | 18  291    0   67    0
Feb 20 16:45:01 ubuntu dstat.sh[59570]: 20-02 16:45:01| 24   5  66   3   0|4996M  193M  180M 2436M|3428B  486B|  32k 7820k|1.00   653 |8089    13k|0.90 1.13 1.02|3.0   0   0|   0     0 |           | 18  292    0   60    0
Feb 20 16:45:02 ubuntu dstat.sh[59570]: 20-02 16:45:02| 25   6  66   2   0|4997M  192M  180M 2436M|3225B  541B|   0  3942k|   0   386 |8551    13k|0.90 1.13 1.02|1.0   0 3.0|   0     0 |           | 18  292    0   57    0
Feb 20 16:45:03 ubuntu dstat.sh[59570]: 20-02 16:45:03| 25   5  66   1   0|4997M  191M  180M 2437M|3122B  485B|   0  2285k|   0   281 |7876    12k|0.90 1.13 1.02|1.0   0   0|   0     0 |           | 18  292    0   58    0
Feb 20 16:45:04 ubuntu dstat.sh[59570]: 20-02 16:45:04| 25   4  65   2   0|4998M  190M  180M 2437M|3313B  539B|   0  3884k|   0   402 |8355    12k|0.90 1.13 1.02|1.0   0   0|   0     0 |           | 18  292    0   61    0
Feb 20 16:45:05 ubuntu dstat.sh[59570]: 20-02 16:45:05| 16   3  79   1   0|4998M  190M  180M 2437M|2886B  486B|   0  1308k|   0   117 |5080  7194 |0.90 1.13 1.02|  0   0   0|   0     0 |           | 18  292    0   61    0
Feb 20 16:45:06 ubuntu dstat.sh[59570]: 20-02 16:45:06| 12   3  82   1   0|4999M  189M  180M 2437M|3508B  541B|  60k 1732k|3.01   174 |4616  6940 |0.91 1.13 1.02|1.0   0 1.0|   0     0 |           | 18  292    0   58    0
Feb 20 16:45:07 ubuntu dstat.sh[59570]: 20-02 16:45:07| 25   5  64   2   0|4999M  189M  180M 2438M|2974B  540B|   0  9400k|   0   781 |9549    15k|0.91 1.13 1.02|3.0   0   0|   0     0 |           | 18  292    0   58    0
Feb 20 16:45:08 ubuntu dstat.sh[59570]: 20-02 16:45:08| 25   5  67   2   0|4999M  188M  180M 2438M|2889B  486B|   0  3146k|   0   279 |7853    12k|0.91 1.13 1.02|2.0   0   0|   0     0 |           | 18  292    0   61    0
Feb 20 16:45:09 ubuntu dstat.sh[59570]: 20-02 16:45:09| 28   7  61   2   0|5014M  173M  180M 2438M|2843B  541B|   0  3243k|   0   373 |9164    19k|0.91 1.13 1.02|2.0   0  36|   0     0 |           | 18  292    0   64    0
Feb 20 16:45:10 ubuntu dstat.sh[59570]: 20-02 16:45:10| 25   5  65   2   0|5003M  183M  180M 2438M|3502B  540B|   0    10M|   0  1341 |8885    12k|0.91 1.13 1.02|3.0   0 6.0|   0     0 |           | 18  292    0   61    0
Feb 20 16:45:11 ubuntu dstat.sh[59570]: 20-02 16:45:11| 23   5  68   1   0|5004M  183M  180M 2438M|3501B  540B|   0  2377k|   0   248 |7323    11k|0.99 1.15 1.02|3.0   0   0|   0     0 |           | 18  291    0   62    0
Feb 20 16:45:12 ubuntu dstat.sh[59570]: 20-02 16:45:12| 11   3  82   2   0|5002M  184M  180M 2439M|3563B  538B|   0  9705k|   0   617 |4358  7082 |0.99 1.15 1.02|  0   0   0|   0     0 |           | 18  291    0   63    0
Feb 20 16:45:13 ubuntu dstat.sh[59570]: 20-02 16:45:13| 10   2  85   1   0|4999M  187M  180M 2439M|3251B  487B|   0  1639k|   0   187 |3373  5053 |0.99 1.15 1.02|  0   0   0|   0     0 |           | 18  291    0   64    0
Feb 20 16:45:14 ubuntu dstat.sh[59570]: 20-02 16:45:14| 10   2  87   1   0|4998M  188M  180M 2439M|3929B  541B|   0  1363k|   0   134 |3032  4229 |0.99 1.15 1.02|1.0   0   0|   0     0 |           | 18  292    0   61    0
Feb 20 16:45:15 ubuntu dstat.sh[59570]: 20-02 16:45:15| 25   5  66   2   0|4997M  190M  180M 2439M|4698B  540B|   0  3299k|   0   412 |8546    13k|0.99 1.15 1.02|1.0   0   0|   0     0 |           | 18  292    0   61    0
Feb 20 16:45:16 ubuntu dstat.sh[59570]: 20-02 16:45:16| 25   5  64   2   0|4996M  190M  180M 2439M|3729B  485B|   0  5282k|   0   567 |8999    14k|1.39 1.23 1.05|1.0   0 1.0|   0     0 |           | 18  292    0   61    0
Feb 20 16:45:17 ubuntu dstat.sh[59570]: 20-02 16:45:17| 24   5  68   2   0|4996M  189M  180M 2439M|3461B  541B|   0  6595k|   0   458 |7874    12k|1.39 1.23 1.05|2.0   0   0|   0     0 |           | 18  293    0   64    0
Feb 20 16:45:18 ubuntu dstat.sh[59570]: 20-02 16:45:18|  9   2  86   1   0|4996M  189M  180M 2440M|2880B  485B|   0  1844k|   0   177 |3234  4921 |1.39 1.23 1.05|  0   0   0|   0     0 |           | 18  291    0   62    0
Feb 20 16:45:19 ubuntu dstat.sh[59570]: 20-02 16:45:19| 16   4  77   2   0|4997M  189M  180M 2440M|3452B  542B|   0  1878k|   0   243 |5538  8383 |1.39 1.23 1.05|3.0   0   0|   0     0 |           | 18  292    0   63    0
Feb 20 16:45:20 ubuntu dstat.sh[59570]: 20-02 16:45:20| 26   5  65   2   0|4996M  189M  180M 2440M|2340B    0 |   0  4303k|   0   485 |8717    14k|1.39 1.23 1.05|1.0   0   0|   0     0 |           | 18  292    0   64    0
Feb 20 16:45:21 ubuntu dstat.sh[59570]: 20-02 16:45:21| 23   6  67   2   0|4997M  188M  180M 2440M|2938B  485B|   0  3216k|   0   329 |7908    12k|1.44 1.24 1.06|  0   0   0|   0     0 |           | 18  291    0   65    0
Feb 20 16:45:22 ubuntu dstat.sh[59570]: 20-02 16:45:22|  3   1  94   0   0|4997M  188M  180M 2440M|3377B  680B|   0  1856k|   0   125 |1998  3150 |1.44 1.24 1.06|1.0   0   0|   0     0 |           | 18  292    0   61    0
Feb 20 16:45:23 ubuntu dstat.sh[59570]: 20-02 16:45:23| 25   5  65   2   0|4997M  188M  180M 2441M|3362B  485B|   0  8822k|   0   745 |8946    15k|1.44 1.24 1.06|1.0 1.0   0|   0     0 |           | 18  292    0   62    0
Feb 20 16:45:24 ubuntu dstat.sh[59570]: 20-02 16:45:24| 26   5  66   2   0|4997M  188M  180M 2441M|3754B  542B|   0  3160k|   0   340 |7856    12k|1.44 1.24 1.06|1.0   0   0|   0     0 |           | 18  292    0   63    0
Feb 20 16:45:25 ubuntu dstat.sh[59570]: 20-02 16:45:25| 18   4  75   1   0|4997M  187M  180M 2441M|2836B  539B|  16k 2500k|1.00   263 |6204  9256 |1.44 1.24 1.06|  0   0 2.0|   0     0 |           | 18  291    0   66    0
Feb 20 16:45:26 ubuntu dstat.sh[59570]: 20-02 16:45:26|  9   2  88   1   0|4996M  187M  180M 2441M|2962B  540B|   0  8188k|   0   999 |3445  4568 |1.41 1.24 1.06|2.0 1.0 1.0|   0     0 |           | 18  292    0   64    0
Feb 20 16:45:27 ubuntu dstat.sh[59570]: 20-02 16:45:27| 25   6  64   3   0|4997M  187M  180M 2441M|3132B  484B|   0  4477k|   0   509 |9127    14k|1.41 1.24 1.06|2.0   0   0|   0     0 |           | 18  292    0   65    0
Feb 20 16:45:28 ubuntu dstat.sh[59570]: 20-02 16:45:28| 23   6  67   2   0|4998M  186M  180M 2442M|3031B  542B|   0  7218k|   0   498 |8392    13k|1.41 1.24 1.06|1.0   0   0|   0     0 |           | 18  292    0   65    0
Feb 20 16:45:29 ubuntu dstat.sh[59570]: 20-02 16:45:29| 13   2  82   1   0|4998M  186M  180M 2442M|2583B  485B|   0  2892k|   0   227 |4040  5877 |1.41 1.24 1.06|  0   0   0|   0     0 |           | 18  291    0   67    0
Feb 20 16:45:30 ubuntu dstat.sh[59570]: 20-02 16:45:30| 15   4  79   1   0|4998M  185M  180M 2442M|3745B  583B|   0  1686k|   0   185 |5159  7645 |1.41 1.24 1.06|1.0   0   0|   0     0 |           | 18  292    0   65    0
Feb 20 16:45:31 ubuntu dstat.sh[59570]: 20-02 16:45:31| 25   5  66   2   0|4999M  184M  180M 2442M|3365B  486B|   0  3890k|   0   418 |8434    13k|1.38 1.23 1.06|2.0   0   0|   0     0 |           | 18  292    0   65    0
Feb 20 16:45:32 ubuntu dstat.sh[59570]: 20-02 16:45:32| 24   5  68   1   0|5000M  183M  180M 2443M|3806B  538B|   0  2337k|   0   210 |7398    11k|1.38 1.23 1.06|3.0   0   0|   0     0 |           | 18  292    0   67    0
Feb 20 16:45:33 ubuntu dstat.sh[59570]: 20-02 16:45:33| 25   6  64   2   0|5000M  183M  180M 2443M|3915B  487B|   0  3993k|   0   509 |9456    15k|1.38 1.23 1.06|1.0   0   0|   0     0 |           | 18  292    0   67    0
Feb 20 16:45:34 ubuntu dstat.sh[59570]: 20-02 16:45:34| 25   5  67   2   0|5000M  182M  180M 2443M|4041B  540B|   0  7966k|   0   527 |8427    12k|1.38 1.23 1.06|3.0   0   0|   0     0 |           | 18  292    0   62    0
Feb 20 16:45:35 ubuntu dstat.sh[59570]: 20-02 16:45:35|  9   3  87   1   0|5000M  182M  180M 2443M|4162B  540B|   0  1833k|   0   188 |3316  5052 |1.38 1.23 1.06|  0   0   0|   0     0 |           | 18  291    0   63    0
Feb 20 16:45:36 ubuntu dstat.sh[59570]: 20-02 16:45:36| 17   4  74   2   0|5000M  181M  180M 2444M|2871B  432B|   0  2835k|   0   351 |6532    10k|1.35 1.23 1.05|2.0   0 1.0|   0     0 |           | 18  292    0   64    0
Feb 20 16:45:37 ubuntu dstat.sh[59570]: 20-02 16:45:37| 26   5  65   2   0|5000M  181M  180M 2444M|2792B   96B|   0  4401k|   0   436 |8376    13k|1.35 1.23 1.05|2.0   0   0|   0     0 |           | 18  292    0   66    0
Feb 20 16:45:38 ubuntu dstat.sh[59570]: 20-02 16:45:38| 24   5  68   1   0|5001M  181M  180M 2444M|3144B  541B|   0  2078k|   0   196 |7478    11k|1.35 1.23 1.05|2.0   0   0|   0     0 |           | 18  292    0   68    0
Feb 20 16:45:39 ubuntu dstat.sh[59570]: 20-02 16:45:39| 10   2  85   1   0|5001M  180M  180M 2444M|3655B  485B|  16k 2975k|1.00   266 |3791  5960 |1.35 1.23 1.05|  0   0   0|   0     0 |           | 18  291    0   69    0
Feb 20 16:45:40 ubuntu dstat.sh[59570]: 20-02 16:45:40| 18   6  73   2   0|4996M  178M  180M 2452M|2960B  540B|   0  9333k|   0  1169 |6418  8758 |1.35 1.23 1.05|1.0   0 2.0|   0     0 |           | 18  292    0   72    0
Feb 20 16:45:41 ubuntu dstat.sh[59570]: 20-02 16:45:41| 24   6  64   3   0|4996M  178M  180M 2452M|3014B  487B|   0    11M|   0   874 |9280    15k|1.32 1.22 1.05|2.0   0 1.0|   0     0 |           | 18  291    0   72    0
Feb 20 16:45:42 ubuntu dstat.sh[59570]: 20-02 16:45:42| 25   5  67   2   0|4997M  176M  180M 2452M|3038B  540B|   0  5077k|   0   330 |7337    12k|1.32 1.22 1.05|2.0   0   0|   0     0 |           | 18  292    0   69    0
Feb 20 16:45:43 ubuntu dstat.sh[59570]: 20-02 16:45:43| 23   5  66   2   0|4997M  175M  180M 2452M|2633B  484B|   0  2770k|   0   313 |7624    11k|1.32 1.22 1.05|  0   0   0|   0     0 |           | 18  291    0   71    0
