Jun 14 13:07:29 jammy-provider-cloud-0000007219 systemd[1]: Started Devstack devstack@dstat.service.
Jun 14 13:07:29 jammy-provider-cloud-0000007219 dstat.sh[57225]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jun 14 13:07:29 jammy-provider-cloud-0000007219 dstat.sh[57225]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 14 13:12:03 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:03| 26  18  55   1   0|4325M  131M  161M 3164M|  16M  267k|2843k 6403k|32.0   557 |  18k   15k|2.54 1.68 0.90|2.0   0 261|   0     0 |   0     0 | 18  263    6   47    0
Jun 14 13:12:04 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:04| 28   6  64   0   0|4375M  124M  161M 3121M|4320B 1552B| 455k 8960k|8.99   126 |1863  2923 |2.54 1.68 0.90|4.0   0 9.0|   0     0 |   0     0 | 18  265    6   47    0
Jun 14 13:12:05 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:05| 28   5  67   0   0|4388M  132M  161M 3100M|7786B 1609B| 516k  849k|28.0  94.1 |4263  8295 |2.54 1.68 0.90|2.0   0 5.0|   0     0 |   0     0 | 18  277    6   50    0
Jun 14 13:12:06 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:06| 20  10  69   0   0|4336M  168M  161M 3116M|4910B 1586B| 232k  564k|8.00  41.0 |3370  5826 |2.54 1.68 0.90|1.0   0 141|   0     0 |   0     0 | 18  275    6   51    0
Jun 14 13:12:07 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:07| 17  18  65   0   0|4363M  141M  161M 3116M|6807B 1616B| 279k  307k|32.9  18.0 |3409  8747 |2.54 1.68 0.90|2.0   0 358|   0     0 |   0     0 | 18  275    6   51    0
Jun 14 13:12:08 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:08| 20   9  70   0   0|4337M  167M  161M 3116M|4565B 1618B|  84k 1287k|4.00  78.9 |2067  3229 |2.58 1.70 0.92|2.0   0  94|   0     0 |   0     0 | 18  275    6   51    0
Jun 14 13:12:09 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:09| 10  19  71   0   0|4341M  162M  161M 3116M|5337B 1573B|   0  8235k|   0  56.2 |2869  4366 |2.58 1.70 0.92|1.0   0 257|   0     0 |   0     0 | 18  275    6   50    0
Jun 14 13:12:10 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:10| 10  17  72   0   0|4343M  160M  161M 3116M|6692B 1686B|  40k  175k|3.98  12.9 |3087  4802 |2.58 1.70 0.92|1.0   0 311|   0     0 |   0     0 | 18  277    6   50    0
Jun 14 13:12:11 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:11|  5   2  93   0   0|4348M  155M  161M 3116M|6667B 1588B|   0    16M|   0  24.0 |1187  1992 |2.58 1.70 0.92|2.0   0 9.0|   0     0 |   0     0 | 18  277    6   48    0
Jun 14 13:12:12 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:12| 25   4  71   0   0|4391M  126M  161M 3102M|  41k 1351B|   0   108k|   0  9.00 |1577  2254 |2.58 1.70 0.92|2.0   0 1.0|   0     0 |   0     0 | 18  279    6   48    0
Jun 14 13:12:13 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:13| 16  15  69   0   0|4335M  183M  161M 3102M|6030B  973B|8199B  352k|2.00  42.0 |2864  4467 |2.61 1.73 0.93|3.0   0 165|   0     0 |   0     0 | 18  285    6   46    0
Jun 14 13:12:14 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:14| 13  17  70   0   0|4342M  175M  161M 3102M|4674B 1123B|   0   232k|   0  18.0 |2732  4215 |2.61 1.73 0.93|2.0   0 168|   0     0 |   0     0 | 18  285    6   46    0
Jun 14 13:12:15 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:15| 12  18  69   0   0|4346M  171M  161M 3102M|4669B 1295B|  24k  388k|2.00  25.0 |2821  4386 |2.61 1.73 0.93|1.0   0 179|   0     0 |   0     0 | 18  287    6   45    0
Jun 14 13:12:16 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:16| 24   6  70   0   0|4395M  123M  161M 3103M|6824B 1461B| 100k  385k|8.02  32.1 |1789  2847 |2.61 1.73 0.93|1.0   0  35|   0     0 |   0     0 | 18  289    6   45    0
Jun 14 13:12:17 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:17| 25   4  71   0   0|4449M  121M  161M 3051M|5469B 1620B| 168k   36k|4.00  4.00 |1497  2170 |2.61 1.73 0.93|1.0   0 2.0|   0     0 |   0     0 | 18  293    6   43    0
Jun 14 13:12:18 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:18| 25   2  71   0   0|4363M  206M  161M 3051M|5266B 1574B| 608k  352k|13.0  34.0 |1718  2658 |2.48 1.71 0.93|2.0   0 5.0|   0     0 |   0     0 | 18  289    6   43    0
Jun 14 13:12:19 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:19| 25   2  72   0   0|4422M  147M  161M 3051M|5786B 1694B|  96k  172k|2.00  9.00 |1396  2147 |2.48 1.71 0.93|1.0   0   0|   0     0 |   0     0 | 18  289    6   42    0
Jun 14 13:12:20 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:20| 25   2  71   0   0|4449M  120M  161M 3051M|7190B 1455B|   0   156k|   0  8.98 |1842  2803 |2.48 1.71 0.93|1.0   0 2.0|   0     0 |   0     0 | 18  295    6   42    0
Jun 14 13:12:21 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:21| 23   6  71   0   0|4400M  169M  161M 3052M|5170B 1513B|4098B   68k|1.00  6.00 |1592  2429 |2.48 1.71 0.93|2.0   0  15|   0     0 |   0     0 | 18  289    6   41    0
Jun 14 13:12:22 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:22| 18   9  72   0   0|4344M  224M  161M 3053M|7529B 1643B|1490k  156k|18.0  13.0 |2015  3022 |2.48 1.71 0.93|2.0   0 114|   0     0 |   0     0 | 18  289    6   41    0
Jun 14 13:12:23 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:23|  9  19  69   0   0|4350M  218M  161M 3053M|7681B 1510B|8180B  391k|2.00  14.0 |3143  4834 |2.29 1.69 0.92|2.0   0 312|   0     0 |   0     0 | 18  289    6   41    0
Jun 14 13:12:24 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:24| 17  10  71   0   0|4370M  198M  161M 3053M|5502B 1619B| 276k  208k|69.0  11.0 |2219  3322 |2.29 1.69 0.92|1.0   0 157|   0     0 |   0     0 | 18  289    6   39    0
Jun 14 13:12:25 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:25| 25   2  71   0   0|4398M  169M  161M 3053M|5866B 1566B| 192k  216k|11.0  13.0 |1631  2360 |2.29 1.69 0.92|2.0   0 6.0|   0     0 |   0     0 | 18  289    6   39    0
Jun 14 13:12:26 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:26| 24   5  69   0   0|4376M  191M  161M 3054M|  11k 2931B| 489k  470k|12.9  23.9 |8867    18k|2.29 1.69 0.92|1.0   0  12|   0     0 |   0     0 | 18  290    6   36    0
Jun 14 13:12:27 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:27| 24   1  75   0   0|4382M  185M  161M 3054M|8801B 4133B|  72k  305k|3.01  13.1 |1321  2141 |2.29 1.69 0.92|2.0   0   0|   0     0 |   0     0 | 18  290    6   36    0
Jun 14 13:12:28 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:28| 24   4  72   1   0|4404M  160M  161M 3056M|6058B 1696B|   0   442k|   0  19.1 |1557  2356 |2.18 1.67 0.92|2.0   0 5.0|   0     0 |   0     0 | 18  290    6   35    0
Jun 14 13:12:29 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:29| 23   5  70   0   0|4383M  182M  161M 3056M|3942B 1454B|4085B  235k|1.00  14.0 |7548    16k|2.18 1.67 0.92|2.0   0 8.0|   0     0 |   0     0 | 18  290    6   35    0
Jun 14 13:12:30 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:30| 15  14  68   0   0|4356M  208M  161M 3055M|5891B 1793B|   0  3382k|   0   371 |2898  4744 |2.18 1.67 0.92|1.0   0 264|   0     0 |   0     0 | 18  289    6   35    0
Jun 14 13:12:31 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:31| 25   4  71   0   0|4399M  166M  161M 3055M|5289B 1452B|   0  8157B|   0  1.00 |1533  2309 |2.18 1.67 0.92|2.0   0   0|   0     0 |   0     0 | 18  289    6   36    1
Jun 14 13:12:32 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:32| 20   9  71   0   0|4373M  192M  161M 3056M|5209B 1518B|  24k    0 |2.01     0 |2182  3379 |2.18 1.67 0.92|3.0   0 112|   0     0 |   0     0 | 18  289    6   37    0
Jun 14 13:12:33 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:33| 26   4  71   0   0|4407M  158M  161M 3056M|5525B 1567B|   0   228k|   0  21.0 |1632  2575 |2.09 1.66 0.92|2.0   0   0|   0     0 |   0     0 | 18  291    6   37    0
Jun 14 13:12:34 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:34| 22   6  71   0   0|4405M  159M  161M 3056M|5947B 1516B|   0   217k|   0  22.1 |1747  2778 |2.09 1.66 0.92|1.0   0  70|   0     0 |   0     0 | 18  291    6   37    0
Jun 14 13:12:35 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:35| 21   7  70   0   0|4365M  200M  161M 3056M|9700B 1455B|  32k 1880k|2.00   119 |2294  3604 |2.09 1.66 0.92|3.0 1.0  58|   0     0 |   0     0 | 18  291    6   37    0
Jun 14 13:12:36 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:36| 25   4  70   0   0|4343M  221M  161M 3056M|7045B 1641B|  32k  316k|2.00  26.0 |1913  3077 |2.09 1.66 0.92|2.0   0  22|   0     0 |   0     0 | 18  291    6   40    0
Jun 14 13:12:37 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:37| 24   3  73   0   0|4393M  171M  161M 3056M|5513B 1532B|   0   264k|   0  12.0 |1473  2235 |2.09 1.66 0.92|1.0   0 6.0|   0     0 |   0     0 | 18  291    6   40    0
Jun 14 13:12:38 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:38| 21   6  71   0   0|4382M  182M  161M 3056M|4547B 1512B| 112k 1176k|6.00  88.0 |2135  3506 |2.00 1.65 0.92|3.0   0  47|   0     0 |   0     0 | 18  291    6   40    0
Jun 14 13:12:39 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:39| 23   4  72   0   0|4351M  213M  161M 3056M|7834B 1530B|   0     0 |   0     0 |1824  2713 |2.00 1.65 0.92|2.0   0  28|   0     0 |   0     0 | 18  291    6   42    0
Jun 14 13:12:40 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:40| 25   3  72   1   0|4390M  174M  161M 3056M|4300B 1463B|   0   706k|   0  30.1 |1871  3008 |2.00 1.65 0.92|1.0   0   0|   0     0 |   0     0 | 18  291    6   42    0
Jun 14 13:12:41 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:41| 19   8  71   0   0|4386M  178M  161M 3056M|6369B 1615B|   0   199k|   0  15.0 |1886  2939 |2.00 1.65 0.92|2.0   0  88|   0     0 |   0     0 | 18  291    6   42    0
Jun 14 13:12:42 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:42| 24   6  69   0   0|4363M  201M  161M 3056M|  42k 1620B|   0   240k|   0  16.0 |2048  3057 |2.00 1.65 0.92|1.0   0  47|   0     0 |   0     0 | 18  291    6   44    0
Jun 14 13:12:43 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:43| 28   3  69   0   0|4366M  197M  161M 3057M|5465B 1696B| 252k  216k|22.0  18.0 |2582  4525 |1.92 1.64 0.92|2.0   0   0|   0     0 |   0     0 | 18  291    6   45    0
Jun 14 13:12:44 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:44| 25   6  68   0   0|4382M  182M  161M 3057M|6497B 1885B|   0   492k|   0  30.0 |2053  3043 |1.92 1.64 0.92|2.0   0  14|   0     0 |   0     0 | 18  291    7   45    0
Jun 14 13:12:45 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:45| 29   4  67   1   0|4355M  208M  161M 3057M|6216B 1482B| 281k 2106k|20.1   296 |3186  6303 |1.92 1.64 0.92|2.0   0 7.0|   0     0 |   0     0 | 18  293    7   46    0
Jun 14 13:12:46 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:46| 26   3  69   0   0|4386M  177M  161M 3057M|4487B 1183B|  32k  789k|1.00  76.7 |2329  3873 |1.92 1.64 0.92|1.0   0   0|   0     0 |   0     0 | 18  295    7   46    0
Jun 14 13:12:47 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:47| 19  13  67   0   0|4343M  219M  161M 3058M|6672B 1534B| 100k 1406k|7.01   118 |3461  6021 |1.92 1.64 0.92|2.0   0 224|   0     0 |   0     0 | 18  293    7   47    0
Jun 14 13:12:48 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:48| 10  21  67   0   0|4352M  211M  161M 3058M|4625B 1620B|   0   740k|   0  38.0 |3034  4615 |1.93 1.65 0.93|4.0   0 342|   0     0 |   0     0 | 18  293    7   40    0
Jun 14 13:12:49 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:49| 11  22  66   0   0|4354M  209M  161M 3058M|5827B 1540B|   0  2713k|   0   168 |3556  5885 |1.93 1.65 0.93|1.0   0 394|   0     0 |   0     0 | 18  293    7   40    0
Jun 14 13:12:50 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:50| 12  20  68   0   0|4355M  207M  161M 3058M|8634B 1464B|   0   265k|   0  29.1 |3856  6454 |1.93 1.65 0.93|3.0   0 589|   0     0 |   0     0 | 18  293    7   39    0
Jun 14 13:12:51 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:51| 12  20  67   0   0|4353M  209M  161M 3058M|8184B 1863B|   0    44k|   0  11.0 |3289  5309 |1.93 1.65 0.93|1.0   0 428|   0     0 |   0     0 | 18  293    6   39    0
Jun 14 13:12:52 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:52|  9  22  67   0   0|4357M  205M  161M 3058M|5564B 1621B|   0    44k|   0  11.0 |3102  4912 |1.93 1.65 0.93|1.0   0 399|   0     0 |   0     0 | 18  293    6   37    0
Jun 14 13:12:53 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:53| 12  20  67   0   0|4355M  207M  161M 3058M|5736B 1625B|   0   148k|   0  18.1 |3321  5374 |1.77 1.62 0.92|1.0   0 388|   0     0 |   0     0 | 18  293    6   37    0
Jun 14 13:12:54 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:54|  9  21  69   0   0|4359M  203M  161M 3058M|5565B 1714B|   0   404k|   0  28.0 |3326  5475 |1.77 1.62 0.92|1.0   0 421|   0     0 |   0     0 | 18  293    6   33    0
Jun 14 13:12:55 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:55| 13  20  66   0   0|4359M  203M  161M 3058M|8722B 1457B|   0   356k|   0  38.0 |3478  5649 |1.77 1.62 0.92|1.0   0 386|   0     0 |   0     0 | 18  293    6   33    0
Jun 14 13:12:56 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:56| 15  14  68   0   0|4359M  203M  161M 3058M|  10k 1705B| 188k  472k|16.0  25.0 |3081  4880 |1.77 1.62 0.92|2.0   0 273|   0     0 |   0     0 | 18  293    6   24    0
Jun 14 13:12:57 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:57| 21   9  70   0   0|4388M  245M  161M 2994M|4667B 1621B|   0  2821k|   0  41.0 |7859    15k|1.77 1.62 0.92|1.0   0  11|   0     0 |   0     0 | 18  293    6   24    0
Jun 14 13:12:58 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:58| 13   3  82   0   0|4397M  234M  161M 2996M|7212B 2605B|   0   730k|   0  8.98 |1290  1995 |1.71 1.61 0.93|1.0   0 3.0|   0     0 |   0     0 | 18  294    6   22    0
Jun 14 13:12:59 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:12:59| 16   1  82   0   0|4397M  234M  161M 2996M|  13k 4052B|   0   396k|   0  22.0 |1266  1905 |1.71 1.61 0.93|2.0   0   0|   0     0 |   0     0 | 18  295    6   22    0
Jun 14 13:13:00 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:00| 20   3  76   1   0|4406M  224M  161M 2997M|  24k   15k| 696k 1676k|50.0  71.0 |1830  2759 |1.71 1.61 0.93|1.0   0   0|   0     0 |   0     0 | 18  295    6   20    0
Jun 14 13:13:01 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:01| 20   2  76   1   0|4424M  205M  161M 2998M|  25k   13k| 712k 5965k|46.0   443 |1768  2556 |1.71 1.61 0.93|2.0   0   0|   0     0 |   0     0 | 18  295    6   20    0
Jun 14 13:13:02 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:02| 21   1  76   1   0|4427M  201M  161M 2998M|  23k   14k| 493k 1342k|43.0  48.1 |1596  2470 |1.71 1.61 0.93|2.0   0   0|   0     0 |   0     0 | 18  295    6   20    0
Jun 14 13:13:03 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:03| 23   2  73   1   0|4427M  177M  161M 3022M|  11k 6613B|  11M  707k| 217  28.9 |1674  2508 |1.65 1.60 0.93|2.0   0   0|   0     0 |   0     0 | 18  295    6   20    0
Jun 14 13:13:04 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:04| 21   4  72   1   0|4441M  136M  161M 3047M|8316B 1589B|   0  2591k|   0   115 |1795  3008 |1.65 1.60 0.93|1.0   0 1.0|   0     0 |   0     0 | 18  294    6   20    1
Jun 14 13:13:05 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:05| 22   4  72   2   0|4430M  127M  162M 3065M|5507B 1620B|   0  3408k|   0   162 |1870  3288 |1.65 1.60 0.93|2.0   0 2.0|   0     0 |   0     0 | 18  294    6   20    1
Jun 14 13:13:06 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:06| 24   5  70   1   0|4356M  210M  163M 3055M|5921B 1959B|  32k   92M|1.00   547 |1972  3080 |1.65 1.60 0.93|1.0   0 1.0|   0     0 |   0     0 | 18  293    6   20    0
Jun 14 13:13:07 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:07| 28   7  65   0   0|4420M  144M  163M 3056M|5336B 1534B|  32k 1297k|4.00  31.0 |5017    11k|1.65 1.60 0.93|3.0   0  43|   0     0 |   0     0 | 18  293    6   16    0
Jun 14 13:13:08 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:08| 25   3  70   0   0|4397M  167M  163M 3057M|7626B 1619B|   0    84k|   0  1.00 |5766    11k|1.68 1.60 0.93|5.0   0 9.0|   0     0 |   0     0 | 18  293    6   16    0
Jun 14 13:13:09 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:09| 25   4  69   0   0|4406M  158M  163M 3057M|5247B 1455B|   0   108k|   0  6.98 |8657    17k|1.68 1.60 0.93|2.0   0  12|   0     0 |   0     0 | 18  293    6   15    0
Jun 14 13:13:10 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:10| 24   5  72   0   0|4369M  195M  163M 3057M|7281B 1459B|   0  1289k|   0  15.0 |1960  3141 |1.68 1.60 0.93|2.0   0  51|   0     0 |   0     0 | 18  293    6   15    0
Jun 14 13:13:11 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:11| 25   5  69   0   0|4410M  154M  163M 3057M|4736B 1623B|   0     0 |   0     0 |8200    16k|1.68 1.60 0.93|1.0   0  11|   0     0 |   0     0 | 18  293    6   15    0
Jun 14 13:13:12 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:12| 23   7  68   0   0|4419M  145M  163M 3057M|7501B 1614B|   0    92k|   0  2.99 |  11k   22k|1.68 1.60 0.93|1.0   0  17|   0     0 |   0     0 | 18  293    6   15    0
Jun 14 13:13:13 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:13| 23   6  70   0   0|4375M  189M  163M 3057M|  46k 1624B|   0   361k|   0  27.1 |5781    11k|1.63 1.59 0.93|2.0   0 9.0|   0     0 |   0     0 | 18  293    6   15    0
Jun 14 13:13:14 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:14| 24   3  72   0   0|4395M  169M  163M 3057M|6517B 1659B|   0   651k|   0  30.9 |1509  2294 |1.63 1.59 0.93|1.0   0 8.0|   0     0 |   0     0 | 18  293    6   15    0
Jun 14 13:13:15 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:15| 22   6  71   0   0|4366M  198M  163M 3057M|5350B 1462B|   0  4107B|   0  1.00 |1702  2771 |1.63 1.59 0.93|1.0   0  65|   0     0 |   0     0 | 18  293    6   15    0
Jun 14 13:13:16 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:16| 32  12  54   0   0|4405M  142M  163M 3072M|7996B 1694B|1292k 1136k|15.0  11.0 |  10k   20k|1.63 1.59 0.93|1.0   0  44|   0     0 |   0     0 | 18  293    6   15    0
Jun 14 13:13:17 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:17| 25   6  67   0   0|4412M  133M  163M 3074M|  13k 2864B| 511k  603k|3.99  7.99 |1688  2328 |1.63 1.59 0.93|1.0   0 9.0|   0     0 |   0     0 | 18  294    6   15    0
Jun 14 13:13:18 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:18| 16   1  82   0   0|4411M  133M  163M 3074M|  16k 3678B|   0   244k|   0  12.0 |1274  1685 |1.50 1.57 0.93|1.0   0   0|   0     0 |   0     0 | 18  295    6   15    0
Jun 14 13:13:19 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:19| 18   1  79   0   0|4420M  124M  163M 3074M|  23k   13k|   0  1356k|   0  55.0 |1510  2258 |1.50 1.57 0.93|2.0   0   0|   0     0 |   0     0 | 18  295    6   15    0
Jun 14 13:13:20 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:20| 11   1  86   1   0|4420M  124M  163M 3074M|  54k   12k|   0  1747k|   0   178 |1607  2406 |1.50 1.57 0.93|2.0   0 2.0|   0     0 |   0     0 | 18  296    6   15    0
Jun 14 13:13:21 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:21| 10   2  86   1   0|4422M  121M  164M 3074M| 118k   12k|   0  1308k|   0  57.0 |1572  2339 |1.50 1.57 0.93|2.0   0   0|   0     0 |   0     0 | 18  296    6   15    0
Jun 14 13:13:22 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:22| 22   2  76   0   0|4423M  134M  164M 3060M|  16k 9068B|   0   760k|   0  27.0 |1344  1992 |1.50 1.57 0.93|2.0   0   0|   0     0 |   0     0 | 18  296    6   15    0
Jun 14 13:13:23 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:23| 20   2  77   1   0|4427M  130M  164M 3060M| 203k   16k|   0  1570k|   0  69.1 |1783  2678 |1.46 1.56 0.93|2.0   0   0|   0     0 |   0     0 | 18  295    6   15    1
Jun 14 13:13:24 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:24| 14   2  82   2   0|4428M  128M  164M 3061M| 131k   20k|  24k 2931k|4.00   151 |1881  3109 |1.46 1.56 0.93|1.0   0   0|   0     0 |   0     0 | 18  295    6   15    1
Jun 14 13:13:25 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:25| 22   1  75   0   0|4433M  123M  164M 3061M|  19k 9012B|  76k  790k|5.99  29.9 |1560  2500 |1.46 1.56 0.93|2.0   0 2.0|   0     0 |   0     0 | 18  295    6   15    1
Jun 14 13:13:26 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:26| 14   5  79   1   0|4434M  137M  164M 3046M|  17M  174k| 224k   25M|20.0   396 |9882  6109 |1.46 1.56 0.93|2.0 1.0  11|   0     0 |   0     0 | 18  295    6   15    1
Jun 14 13:13:27 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:27| 22   3  73   0   0|4436M  120M  165M 3060M| 187k 4013B|  32k 4964k|3.00   231 |1920  3218 |1.46 1.56 0.93|2.0   0 2.0|   0     0 |   0     0 | 18  295    6   15    1
Jun 14 13:13:28 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:28| 22   6  70   1   0|4443M  122M  168M 3044M|5399B 1695B|   0    37M|   0   231 |2126  3444 |1.42 1.55 0.93|2.0   0   0|   0     0 |   0     0 | 18  295    6   15    1
Jun 14 13:13:29 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:29| 23   4  72   1   0|4457M  124M  169M 3025M|5678B 1622B|   0  2371k|   0   108 |1622  2689 |1.42 1.55 0.93|2.0   0   0|   0     0 |   0     0 | 18  295    6   15    1
Jun 14 13:13:30 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:30| 22   5  71   1   0|4456M  122M  170M 3024M|5038B 1620B|   0  2948k|   0   121 |1790  3314 |1.42 1.55 0.93|1.0   0   0|   0     0 |   0     0 | 18  295    6   15    1
Jun 14 13:13:31 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:31| 24   4  72   1   0|4442M  118M  171M 3038M|4734B 1621B|   0  2755k|   0  61.1 |1659  2647 |1.42 1.55 0.93|1.0   0   0|   0     0 |   0     0 | 18  295    6   15    1
Jun 14 13:13:32 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:32| 21   2  76   0   0|4444M  154M  172M 2999M|  12k 4269B|  20k 1682k|3.00  53.9 |1549  2418 |1.42 1.55 0.93|2.0   0   0|   0     0 |   0     0 | 18  293    6   15    0
Jun 14 13:13:33 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:33| 23   4  71   0   0|4407M  189M  172M 3001M|5144B 1528B|   0  1032k|   0  16.0 |1623  2531 |1.39 1.54 0.93|1.0   0 9.0|   0     0 |   0     0 | 18  293    6   13    0
Jun 14 13:13:34 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:34| 23   6  70   0   0|4399M  197M  172M 3001M|4881B 1458B|   0  2036k|   0  12.0 |8930    18k|1.39 1.54 0.93|3.0   0 9.0|   0     0 |   0     0 | 18  293    6   13    0
