May 20 08:20:29 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 20 08:20:29 ubuntu dstat.sh[64862]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 20 08:20:29 ubuntu dstat.sh[64862]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 20 08:37:05 ubuntu dstat.sh[64862]: 20-05 08:37:05|  3   1  95   0   0|5396M  149M  184M 2088M|3504B    0 |   0   297k|   0  25.0 |1359  1978 |0.30 0.57 0.76|  0   0 1.0|   0     0 |           | 18  292    0    6    4
May 20 08:37:06 ubuntu dstat.sh[64862]: 20-05 08:37:06|  4   1  95   0   0|5396M  149M  184M 2088M|8360B 1315B|   0   173k|   0  12.0 |1212  1672 |0.28 0.56 0.76|1.0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:07 ubuntu dstat.sh[64862]: 20-05 08:37:07|  3   1  94   0   0|5397M  148M  184M 2088M|2211B   66B|   0   135k|   0  7.97 |1303  1593 |0.28 0.56 0.76|  0   0 6.0|   0     0 |           | 18  292    0    6    4
May 20 08:37:08 ubuntu dstat.sh[64862]: 20-05 08:37:08|  3   1  96   0   0|5397M  148M  184M 2088M|2342B    0 |   0   116k|   0  8.01 |1137  1580 |0.28 0.56 0.76|  0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:09 ubuntu dstat.sh[64862]: 20-05 08:37:09|  4   1  93   0   0|5397M  148M  184M 2088M|2245B    0 |   0  1687k|   0   252 |1564  2015 |0.28 0.56 0.76|  0   0 2.0|   0     0 |           | 18  292    0    6    4
May 20 08:37:10 ubuntu dstat.sh[64862]: 20-05 08:37:10|  2   1  96   0   0|5397M  148M  184M 2088M|2744B    0 |   0   144k|   0  9.00 |1106  1540 |0.28 0.56 0.76|  0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:11 ubuntu dstat.sh[64862]: 20-05 08:37:11|  1   0  97   0   0|5397M  148M  184M 2088M|1885B    0 |   0   128k|   0  8.00 | 886  1346 |0.25 0.55 0.75|2.0   0   0|   0     0 |           | 18  293    0    6    4
May 20 08:37:12 ubuntu dstat.sh[64862]: 20-05 08:37:12|  2   1  97   0   0|5397M  148M  184M 2088M|2401B    0 |   0   160k|   0  14.0 | 980  1441 |0.25 0.55 0.75|  0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:13 ubuntu dstat.sh[64862]: 20-05 08:37:13|  3   1  95   0   0|5397M  148M  184M 2088M|1986B   66B|   0   240k|   0  24.0 |1198  1688 |0.25 0.55 0.75|  0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:14 ubuntu dstat.sh[64862]: 20-05 08:37:14|  3   1  94   0   0|5397M  148M  184M 2088M|2520B    0 |   0   352k|   0  46.0 |1652  2494 |0.25 0.55 0.75|1.0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:15 ubuntu dstat.sh[64862]: 20-05 08:37:15|  3   1  95   0   0|5397M  148M  184M 2088M|2956B    0 |   0   300k|   0  19.0 |1285  1909 |0.25 0.55 0.75|  0   0 1.0|   0     0 |           | 18  292    0    6    4
May 20 08:37:16 ubuntu dstat.sh[64862]: 20-05 08:37:16|  2   1  96   0   0|5397M  148M  184M 2088M|3241B    0 |   0   160k|   0  10.0 | 966  1428 |0.23 0.54 0.75|  0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:17 ubuntu dstat.sh[64862]: 20-05 08:37:17|  3   1  96   0   0|5397M  148M  184M 2088M|2761B    0 |   0   192k|   0  19.0 |1196  1760 |0.23 0.54 0.75|  0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:18 ubuntu dstat.sh[64862]: 20-05 08:37:18|  3   1  95   1   0|5397M  148M  184M 2088M|2526B    0 |   0   618k|   0  49.1 |1311  1966 |0.23 0.54 0.75|  0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:19 ubuntu dstat.sh[64862]: 20-05 08:37:19|  3   1  95   0   0|5397M  148M  184M 2088M|2693B    0 |   0   922k|   0   159 |1410  2042 |0.23 0.54 0.75|  0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:20 ubuntu dstat.sh[64862]: 20-05 08:37:20|  2   0  96   0   0|5397M  148M  184M 2088M|3135B    0 |   0   224k|   0  33.0 |1119  1592 |0.23 0.54 0.75|1.0   0 2.0|   0     0 |           | 18  292    0    6    4
May 20 08:37:21 ubuntu dstat.sh[64862]: 20-05 08:37:21|  3   1  96   0   0|5397M  148M  184M 2088M|2471B    0 |   0   120k|   0  9.00 |1037  1512 |0.21 0.53 0.74|  0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:22 ubuntu dstat.sh[64862]: 20-05 08:37:22|  2   1  96   0   0|5397M  148M  184M 2088M|2646B   66B|   0    80k|   0  6.00 | 996  1471 |0.21 0.53 0.74|  0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:23 ubuntu dstat.sh[64862]: 20-05 08:37:23|  2   0  96   0   0|5397M  148M  184M 2088M|2880B    0 |   0     0 |   0     0 | 971  1480 |0.21 0.53 0.74|  0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:24 ubuntu dstat.sh[64862]: 20-05 08:37:24|  4   1  92   1   0|5397M  148M  184M 2088M|2820B    0 |   0  2924k|   0   202 |2116  3239 |0.21 0.53 0.74|  0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:25 ubuntu dstat.sh[64862]: 20-05 08:37:25|  3   1  96   0   0|5397M  148M  184M 2088M|3017B    0 |   0   176k|   0  13.0 |1059  1560 |0.21 0.53 0.74|  0   0 1.0|   0     0 |           | 18  292    0    6    4
May 20 08:37:26 ubuntu dstat.sh[64862]: 20-05 08:37:26|  2   0  96   0   0|5397M  148M  184M 2088M|2400B    0 |   0   108k|   0  8.00 | 999  1469 |0.20 0.52 0.74|  0   0   0|   0     0 |           | 18  292    0    6    4
May 20 08:37:27 ubuntu dstat.sh[64862]: 20-05 08:37:27|  2   1  95   0   0|5397M  148M  184M 2088M|6654B 1311B|   0   148k|   0  12.0 |1188  1620 |0.20 0.52 0.74|  0   0   0|   0     0 |           | 18  292    0    5    4
May 20 08:37:28 ubuntu dstat.sh[64862]: 20-05 08:37:28|  4   1  95   0   0|5397M  148M  184M 2088M|3434B   66B|   0    60k|   0  6.02 |1314  1653 |0.20 0.52 0.74|  0   0   0|   0     0 |           | 18  292    0    5    4
May 20 08:37:29 ubuntu dstat.sh[64862]: 20-05 08:37:29|  3   1  95   0   0|5397M  148M  184M 2088M|2330B    0 |   0   104k|   0  12.0 |1305  1902 |0.20 0.52 0.74|1.0   0   0|   0     0 |           | 18  292    0    5    4
May 20 08:37:30 ubuntu dstat.sh[64862]: 20-05 08:37:30|  3   0  96   0   0|5397M  148M  184M 2088M|3018B    0 |   0   148k|   0  14.0 |1075  1537 |0.20 0.52 0.74|1.0   0   0|   0     0 |           | 18  292    0    5    4
May 20 08:37:31 ubuntu dstat.sh[64862]: 20-05 08:37:31|  2   1  96   0   0|5397M  148M  184M 2088M|2590B    0 |   0   140k|   0  11.0 |1031  1505 |0.26 0.53 0.74|1.0   0   0|   0     0 |           | 18  292    0    5    4
May 20 08:37:32 ubuntu dstat.sh[64862]: 20-05 08:37:32|  3   1  95   0   0|5397M  148M  184M 2088M|2551B    0 |   0   104k|   0  13.0 |1280  1859 |0.26 0.53 0.74|  0   0   0|   0     0 |           | 18  292    0    5    4
May 20 08:37:33 ubuntu dstat.sh[64862]: 20-05 08:37:33|  2   1  96   0   0|5397M  148M  184M 2088M|2649B    0 |   0   209k|   0  20.1 |1238  1910 |0.26 0.53 0.74|1.0   0   0|   0     0 |           | 18  292    0    5    4
May 20 08:37:34 ubuntu dstat.sh[64862]: 20-05 08:37:34|  1   0  96   0   0|5397M  148M  184M 2088M|2391B    0 |   0   391k|   0  44.8 |1603  2613 |0.26 0.53 0.74|  0   0   0|   0     0 |           | 18  293    0    5    4
May 20 08:37:35 ubuntu dstat.sh[64862]: 20-05 08:37:35|  3   1  97   0   0|5397M  148M  184M 2088M|3078B   42B|   0   120k|   0  9.00 |1074  1598 |0.26 0.53 0.74|1.0   0 1.0|   0     0 |           | 18  292    0    4    4
May 20 08:37:36 ubuntu dstat.sh[64862]: 20-05 08:37:36|  1   1  96   0   0|5397M  148M  184M 2088M|3844B   94B|   0  4096B|   0  1.00 |1006  1469 |0.24 0.52 0.74|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:37 ubuntu dstat.sh[64862]: 20-05 08:37:37|  2   1  96   0   0|5397M  148M  184M 2088M|3247B   66B|   0    40k|   0  4.00 |1094  1529 |0.24 0.52 0.74|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:38 ubuntu dstat.sh[64862]: 20-05 08:37:38|  2   1  96   0   0|5397M  148M  184M 2088M|2464B    0 |   0     0 |   0     0 |1112  1572 |0.24 0.52 0.74|1.0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:39 ubuntu dstat.sh[64862]: 20-05 08:37:39|  2   1  96   0   0|5397M  148M  184M 2088M|2455B   70B|   0    96k|   0  12.0 |1290  1940 |0.24 0.52 0.74|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:40 ubuntu dstat.sh[64862]: 20-05 08:37:40|  3   1  96   0   0|5397M  148M  184M 2088M|2966B    0 |   0  1424k|   0   226 |1416  2044 |0.24 0.52 0.74|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:41 ubuntu dstat.sh[64862]: 20-05 08:37:41|  3   0  96   0   0|5397M  148M  184M 2088M|2543B   84B|   0   252k|   0  25.0 |1071  1500 |0.22 0.51 0.73|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:42 ubuntu dstat.sh[64862]: 20-05 08:37:42|  2   1  96   0   0|5397M  148M  184M 2088M|3081B    0 |   0   491k|   0  32.9 |1130  1636 |0.22 0.51 0.73|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:43 ubuntu dstat.sh[64862]: 20-05 08:37:43|  2   1  96   0   0|5397M  148M  184M 2088M|2792B   66B|   0    56k|   0  6.00 |1071  1566 |0.22 0.51 0.73|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:44 ubuntu dstat.sh[64862]: 20-05 08:37:44|  4   1  95   1   0|5397M  148M  184M 2088M|2429B    0 |   0   360k|   0  46.1 |1686  2490 |0.22 0.51 0.73|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:45 ubuntu dstat.sh[64862]: 20-05 08:37:45|  2   1  96   0   0|5397M  148M  184M 2088M|2953B    0 |   0   104k|   0  7.99 |1096  1555 |0.22 0.51 0.73|  0   0 1.0|   0     0 |           | 18  292    0    4    4
May 20 08:37:46 ubuntu dstat.sh[64862]: 20-05 08:37:46|  2   1  97   0   0|5397M  148M  184M 2088M|2401B    0 |   0   120k|   0  1.00 | 971  1459 |0.20 0.50 0.73|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:47 ubuntu dstat.sh[64862]: 20-05 08:37:47|  3   1  95   0   0|5397M  148M  184M 2088M|2520B    0 |   0   108k|   0  13.0 |1217  1827 |0.20 0.50 0.73|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:48 ubuntu dstat.sh[64862]: 20-05 08:37:48|  3   1  94   0   0|5397M  148M  184M 2088M|2040B    0 |   0   276k|   0  33.0 |1544  2390 |0.20 0.50 0.73|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:49 ubuntu dstat.sh[64862]: 20-05 08:37:49|  3   1  94   0   0|5397M  148M  184M 2088M|2340B    0 |   0   284k|   0  31.0 |1472  2129 |0.20 0.50 0.73|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:50 ubuntu dstat.sh[64862]: 20-05 08:37:50|  3   1  96   0   0|5397M  148M  184M 2088M|2838B    0 |   0   176k|   0  20.0 |1186  1687 |0.20 0.50 0.73|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:51 ubuntu dstat.sh[64862]: 20-05 08:37:51|  2   1  96   0   0|5397M  147M  184M 2088M|2340B    0 |   0   116k|   0  8.00 |1036  1502 |0.19 0.50 0.72|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:52 ubuntu dstat.sh[64862]: 20-05 08:37:52|  2   1  96   0   0|5397M  147M  184M 2088M|2340B    0 |   0   140k|   0  9.00 | 992  1499 |0.19 0.50 0.72|  0   0   0|   0     0 |           | 18  292    0    4    4
May 20 08:37:53 ubuntu dstat.sh[64862]: 20-05 08:37:53|  7   2  91   0   0|5397M  147M  184M 2089M|2772B  463B|   0   488k|   0  48.0 |1974  2735 |0.19 0.50 0.72|2.0   0   0|   0     0 |           | 18  292    0    5    4
May 20 08:37:54 ubuntu dstat.sh[64862]: 20-05 08:37:54|  5   1  91   0   0|5397M  147M  184M 2089M|4634B  413B|   0   728k|   0   108 |2365  3602 |0.19 0.50 0.72|1.0   0   0|   0     0 |           | 18  292    0    5    4
May 20 08:37:55 ubuntu dstat.sh[64862]: 20-05 08:37:55| 25   5  65   2   0|5400M  143M  184M 2090M|  11k 1033B|   0  2816k|   0   406 |9013    14k|0.19 0.50 0.72|1.0   0 2.0|   0     0 |           | 18  293    0    7    4
May 20 08:37:56 ubuntu dstat.sh[64862]: 20-05 08:37:56| 24   5  67   2   0|5400M  143M  184M 2090M|2700B    0 |   0  8271k|   0   602 |8966    14k|0.25 0.50 0.73|1.0   0   0|   0     0 |           | 18  293    0    7    4
May 20 08:37:57 ubuntu dstat.sh[64862]: 20-05 08:37:57| 15   3  80   1   0|5400M  142M  184M 2090M|3550B  960B|   0  1795k|   0   202 |4861  7401 |0.25 0.50 0.73|  0   0   0|   0     0 |           | 18  292    0    8    4
May 20 08:37:58 ubuntu dstat.sh[64862]: 20-05 08:37:58|  8   2  88   1   0|5400M  142M  184M 2090M|2412B  413B|   0  1572k|   0   142 |2870  4215 |0.25 0.50 0.73|  0   0   0|   0     0 |           | 18  292    0    8    4
May 20 08:37:59 ubuntu dstat.sh[64862]: 20-05 08:37:59| 17   6  77   0   0|5411M  172M  183M 2052M|8532B 1033B|   0   349k|   0  41.1 |3596    10k|0.25 0.50 0.73|5.0   0  36|   0     0 |           | 18  293    0    7    4
May 20 08:38:00 ubuntu dstat.sh[64862]: 20-05 08:38:00|  3   1  94   0   0|5410M  173M  183M 2052M|4521B  807B|   0   689k|   0  67.8 |1792  2886 |0.25 0.50 0.73|  0   0   0|   0     0 |           | 18  292    0    7    4
May 20 08:38:01 ubuntu dstat.sh[64862]: 20-05 08:38:01| 24   6  66   2   0|5409M  174M  183M 2052M|8458B 1032B|   0  6298k|   0   715 |9026    14k|0.39 0.53 0.73|2.0   0   0|   0     0 |           | 18  293    0   11    4
May 20 08:38:02 ubuntu dstat.sh[64862]: 20-05 08:38:02| 24   5  68   2   0|5410M  172M  183M 2052M|2668B    0 |   0  4055k|   0   358 |8945    14k|0.39 0.53 0.73|1.0   0   0|   0     0 |           | 18  294    0   14    4
May 20 08:38:03 ubuntu dstat.sh[64862]: 20-05 08:38:03| 14   4  79   2   0|5410M  172M  183M 2053M|4056B  947B|   0  6640k|   0   504 |5121  7954 |0.39 0.53 0.73|1.0   0 1.0|   0     0 |           | 18  292    0   17    4
May 20 08:38:04 ubuntu dstat.sh[64862]: 20-05 08:38:04| 13   2  82   1   0|5414M  168M  183M 2053M|4394B  809B|   0  1821k|   0   179 |3783  5559 |0.39 0.53 0.73|1.0   0 3.0|   0     0 |           | 18  292    0   16    4
May 20 08:38:05 ubuntu dstat.sh[64862]: 20-05 08:38:05| 14   3  81   1   0|5414M  168M  183M 2053M|7818B  966B|   0  1078k|   0   120 |4366  6152 |0.39 0.53 0.73|2.0   0 3.0|   0     0 |           | 18  293    0   18    4
May 20 08:38:06 ubuntu dstat.sh[64862]: 20-05 08:38:06| 26   5  64   2   0|5414M  168M  183M 2053M|9836B 1443B|   0  4577k|   0   526 |9312    15k|0.44 0.54 0.73|1.0   0   0|   0     0 |           | 18  293    0   18    4
May 20 08:38:07 ubuntu dstat.sh[64862]: 20-05 08:38:07| 25   5  67   1   0|5415M  166M  183M 2054M|2641B    0 |  56k 3330k|1.00   275 |7737    11k|0.44 0.54 0.73|1.0   0 6.0|   0     0 |           | 18  293    0   18    4
May 20 08:38:08 ubuntu dstat.sh[64862]: 20-05 08:38:08| 25   5  64   2   0|5405M  175M  183M 2054M|2396B    0 |   0  4169k|   0   464 |8775    13k|0.44 0.54 0.73|1.0   0   0|   0     0 |           | 18  293    0   18    4
May 20 08:38:09 ubuntu dstat.sh[64862]: 20-05 08:38:09| 25   4  67   2   0|5406M  174M  183M 2054M|2460B    0 |   0  8041k|   0   555 |8829    14k|0.44 0.54 0.73|3.0   0   0|   0     0 |           | 18  292    0   21    5
May 20 08:38:10 ubuntu dstat.sh[64862]: 20-05 08:38:10| 12   3  83   1   0|5406M  174M  183M 2054M|4301B  963B|   0  2731k|   0   295 |4261  6908 |0.44 0.54 0.73|1.0   0   0|   0     0 |           | 18  292    0   23    4
May 20 08:38:11 ubuntu dstat.sh[64862]: 20-05 08:38:11|  7   1  90   1   0|5406M  174M  183M 2054M|3870B  900B|   0  6226k|   0   439 |2792  4085 |0.40 0.53 0.73|1.0   0   0|   0     0 |           | 18  292    0   23    4
May 20 08:38:12 ubuntu dstat.sh[64862]: 20-05 08:38:12| 10   2  86   1   0|5406M  174M  183M 2054M|3509B  465B|   0  1671k|   0   152 |3169  4400 |0.40 0.53 0.73|1.0   0   0|   0     0 |           | 18  292    0   24    4
May 20 08:38:13 ubuntu dstat.sh[64862]: 20-05 08:38:13|  6   1  91   0   0|5405M  175M  183M 2055M|2397B  396B|   0   893k|   0  86.7 |2152  3169 |0.40 0.53 0.73|  0   0   0|   0     0 |           | 18  292    0   24    4
May 20 08:38:14 ubuntu dstat.sh[64862]: 20-05 08:38:14|  5   2  90   2   0|5405M  175M  183M 2055M|5839B  831B|   0  6467k|   0   445 |2963  4781 |0.40 0.53 0.73|2.0   0   0|   0     0 |           | 18  293    0   24    4
May 20 08:38:15 ubuntu dstat.sh[64862]: 20-05 08:38:15| 25   5  65   2   0|5405M  174M  183M 2055M|6302B  612B|   0  3392k|   0   472 |8566    13k|0.40 0.53 0.73|2.0   0 2.0|   0     0 |           | 18  293    0   24    4
May 20 08:38:16 ubuntu dstat.sh[64862]: 20-05 08:38:16| 24   5  67   1   0|5406M  173M  183M 2056M|2459B    0 |   0  3907k|   0   333 |7839    12k|0.45 0.54 0.73|1.0   0   0|   0     0 |           | 18  293    0   25    4
May 20 08:38:17 ubuntu dstat.sh[64862]: 20-05 08:38:17| 24   5  68   2   0|5406M  172M  183M 2056M|2588B    0 |  16k 2163k|1.00   249 |7520    11k|0.45 0.54 0.73|3.0 1.0   0|   0     0 |           | 18  293    0   27    4
May 20 08:38:18 ubuntu dstat.sh[64862]: 20-05 08:38:18|  6   1  90   1   0|5406M  172M  183M 2056M|3489B  987B|   0  3390k|   0   222 |2795  4446 |0.45 0.54 0.73|  0   0   0|   0     0 |           | 18  292    0   28    4
May 20 08:38:19 ubuntu dstat.sh[64862]: 20-05 08:38:19|  9   2  86   1   0|5406M  172M  183M 2057M|9549B 1840B|   0  1424k|   0   155 |3120  4653 |0.45 0.54 0.73|  0   0   0|   0     0 |           | 18  292    0   28    4
May 20 08:38:20 ubuntu dstat.sh[64862]: 20-05 08:38:20| 19   5  72   3   0|5406M  171M  184M 2057M|3198B    0 |   0  7955k|   0   604 |7354    12k|0.45 0.54 0.73|1.0   0 2.0|   0     0 |           | 18  293    0   28    4
May 20 08:38:21 ubuntu dstat.sh[64862]: 20-05 08:38:21| 25   5  64   3   0|5406M  171M  184M 2057M|2454B    0 |   0  5858k|   0   610 |8720    14k|0.66 0.58 0.74|1.0   0   0|   0     0 |           | 18  293    0   28    4
May 20 08:38:22 ubuntu dstat.sh[64862]: 20-05 08:38:22| 24   6  68   1   0|5407M  170M  184M 2057M|2958B    0 |   0  2221k|   0   222 |7773    11k|0.66 0.58 0.74|1.0   0   0|   0     0 |           | 18  293    0   29    4
May 20 08:38:23 ubuntu dstat.sh[64862]: 20-05 08:38:23| 17   4  76   2   0|5407M  169M  184M 2057M|3739B  978B|   0  2855k|   0   304 |5605  8652 |0.66 0.58 0.74|  0   0   0|   0     0 |           | 18  292    0   31    4
May 20 08:38:24 ubuntu dstat.sh[64862]: 20-05 08:38:24|  7   2  86   1   0|5407M  169M  184M 2058M|2684B  344B|   0  6404k|   0   451 |3694  5956 |0.66 0.58 0.74|  0   0   0|   0     0 |           | 18  292    0   31    4
May 20 08:38:25 ubuntu dstat.sh[64862]: 20-05 08:38:25|  8   2  89   1   0|5408M  169M  184M 2058M|8330B 1434B|   0  1278k|   0  96.5 |2306  3103 |0.66 0.58 0.74|  0   0 1.0|   0     0 |           | 18  292    0   32    4
May 20 08:38:26 ubuntu dstat.sh[64862]: 20-05 08:38:26|  5   1  93   1   0|5408M  168M  184M 2058M|7943B 1381B|   0  5783k|   0   386 |2065  2961 |0.60 0.57 0.74|1.0   0   0|   0     0 |           | 18  293    0   32    4
May 20 08:38:27 ubuntu dstat.sh[64862]: 20-05 08:38:27| 25   4  67   1   0|5408M  168M  184M 2058M|8313B 1374B|   0  2837k|   0   231 |7498    11k|0.60 0.57 0.74|1.0   0   0|   0     0 |           | 18  293    0   36    4
May 20 08:38:28 ubuntu dstat.sh[64862]: 20-05 08:38:28| 27   5  63   3   0|5409M  167M  184M 2058M|4094B   66B|   0  4616k|   0   482 |8063    13k|0.60 0.57 0.74|2.0   0   0|   0     0 |           | 18  293    0   36    4
May 20 08:38:29 ubuntu dstat.sh[64862]: 20-05 08:38:29| 24   4  67   1   0|5410M  166M  184M 2058M|2689B    0 |   0  2952k|   0   229 |6812  9956 |0.60 0.57 0.74|2.0   0   0|   0     0 |           | 18  294    0   37    4
May 20 08:38:30 ubuntu dstat.sh[64862]: 20-05 08:38:30| 25   4  69   1   0|5410M  165M  184M 2059M|3368B    0 |  16k 2258k|1.00   240 |6477  9492 |0.60 0.57 0.74|4.0   0   0|   0     0 |           | 18  293    0   37    4
May 20 08:38:31 ubuntu dstat.sh[64862]: 20-05 08:38:31| 25   6  64   3   0|5411M  164M  184M 2059M|3080B    0 |   0  9845k|   0   795 |9392    15k|0.64 0.58 0.74|1.0   0   0|   0     0 |           | 18  293    0   37    4
May 20 08:38:32 ubuntu dstat.sh[64862]: 20-05 08:38:32| 25   4  68   1   0|5411M  164M  184M 2059M|3273B    0 |   0  1844k|   0   156 |6902  9841 |0.64 0.58 0.74|1.0   0   0|   0     0 |           | 18  293    0   39    4
May 20 08:38:33 ubuntu dstat.sh[64862]: 20-05 08:38:33| 24   5  66   2   0|5411M  164M  184M 2060M|2754B    0 |   0  3165k|   0   407 |8542    13k|0.64 0.58 0.74|1.0   0   0|   0     0 |           | 18  293    0   39    4
May 20 08:38:34 ubuntu dstat.sh[64862]: 20-05 08:38:34| 26   4  67   1   0|5411M  163M  184M 2060M|2892B    0 |   0  2101k|   0   228 |7750    11k|0.64 0.58 0.74|1.0   0   0|   0     0 |           | 18  293    0   40    4
May 20 08:38:35 ubuntu dstat.sh[64862]: 20-05 08:38:35| 24   5  68   1   0|5412M  162M  184M 2060M|4096B    0 |   0  2419k|   0   255 |7571    11k|0.64 0.58 0.74|1.0   0 1.0|   0     0 |           | 18  293    0   40    4
May 20 08:38:36 ubuntu dstat.sh[64862]: 20-05 08:38:36| 24   5  65   3   0|5411M  162M  184M 2060M|3359B   94B|   0  9850k|   0   762 |8920    15k|0.83 0.62 0.75|1.0   0   0|   0     0 |           | 18  293    0   41    4
May 20 08:38:37 ubuntu dstat.sh[64862]: 20-05 08:38:37| 24   5  68   1   0|5412M  161M  184M 2061M|4189B    0 |   0  2781k|   0   266 |7159    11k|0.83 0.62 0.75|2.0   0   0|   0     0 |           | 18  292    0   44    4
May 20 08:38:38 ubuntu dstat.sh[64862]: 20-05 08:38:38|  4   1  94   1   0|5412M  161M  184M 2061M|4234B  954B|   0  1180k|   0  93.3 |1902  2897 |0.83 0.62 0.75|1.0   0   0|   0     0 |           | 18  293    0   44    4
May 20 08:38:39 ubuntu dstat.sh[64862]: 20-05 08:38:39| 11   2  84   1   0|5412M  161M  184M 2061M|3905B  947B|   0  1845k|   0   186 |3416  5118 |0.83 0.62 0.75|  0   0   0|   0     0 |           | 18  292    0   46    4
May 20 08:38:40 ubuntu dstat.sh[64862]: 20-05 08:38:40| 10   3  85   1   0|5412M  160M  184M 2061M|4068B  951B|   0  1424k|   0   152 |3379  4875 |0.83 0.62 0.75|2.0   0   0|   0     0 |           | 18  292    0   49    4
May 20 08:38:41 ubuntu dstat.sh[64862]: 20-05 08:38:41| 10   3  85   1   0|5412M  160M  184M 2061M|2892B  895B|   0  1612k|   0   170 |3414  4934 |0.84 0.62 0.75|  0   0   0|   0     0 |           | 18  292    0   50    4
May 20 08:38:42 ubuntu dstat.sh[64862]: 20-05 08:38:42|  6   2  90   1   0|5413M  160M  184M 2061M|3876B  531B|   0  7676k|   0   400 |2580  3524 |0.84 0.62 0.75|1.0   0   0|   0     0 |           | 18  293    0   50    4
May 20 08:38:43 ubuntu dstat.sh[64862]: 20-05 08:38:43|  6   1  90   1   0|5413M  159M  184M 2061M|7729B 2941B|   0  1669k|   0   178 |2760  4345 |0.84 0.62 0.75|  0   0   0|   0     0 |           | 18  293    0   50    3
May 20 08:38:44 ubuntu dstat.sh[64862]: 20-05 08:38:44|  9   2  86   2   0|5413M  159M  184M 2061M|  18k 4469B|   0  8350k|   0   491 |3953  6097 |0.84 0.62 0.75|  0   0   0|   0     0 |           | 18  294    0   50    3
May 20 08:38:45 ubuntu dstat.sh[64862]: 20-05 08:38:45|  7   2  89   0   0|5413M  159M  184M 2061M|9921B 1839B|   0  1288k|   0   133 |2932  4252 |0.84 0.62 0.75|  0   0 1.0|   0     0 |           | 18  294    0   50    3
May 20 08:38:46 ubuntu dstat.sh[64862]: 20-05 08:38:46| 19   3  75   1   0|5413M  159M  184M 2062M|8206B 1030B|   0  1524k|   0   177 |5002  7478 |0.85 0.63 0.76|1.0   0   0|   0     0 |           | 18  295    0   50    3
May 20 08:38:47 ubuntu dstat.sh[64862]: 20-05 08:38:47| 25   5  65   2   0|5413M  159M  184M 2062M|2459B    0 |   0  3267k|   0   399 |7603    11k|0.85 0.63 0.76|2.0   0   0|   0     0 |           | 18  295    0   51    3
May 20 08:38:48 ubuntu dstat.sh[64862]: 20-05 08:38:48| 24   5  67   2   0|5413M  158M  184M 2062M|2280B    0 |   0  2628k|   0   287 |8229    12k|0.85 0.63 0.76|2.0   0   0|   0     0 |           | 18  295    0   52    3
May 20 08:38:49 ubuntu dstat.sh[64862]: 20-05 08:38:49| 25   6  66   1   0|5414M  157M  184M 2062M|2228B    0 |   0  3083k|   0   314 |8059    12k|0.85 0.63 0.76|3.0   0   0|   0     0 |           | 18  295    0   52    3
May 20 08:38:50 ubuntu dstat.sh[64862]: 20-05 08:38:50| 24   6  66   2   0|5416M  155M  184M 2063M|2542B    0 |   0  9016k|   0   691 |8558    14k|0.85 0.63 0.76|6.0   0   0|   0     0 |           | 18  294    0   53    3
May 20 08:38:51 ubuntu dstat.sh[64862]: 20-05 08:38:51|  5   1  90   1   0|5416M  154M  184M 2063M|3481B  946B|   0  2088k|   0   151 |2596  4112 |0.78 0.62 0.75|1.0   0   0|   0     0 |           | 18  294    0   54    3
