Sep 02 04:44:58 jammy-provider-cloud-0000007554 systemd[1]: Started Devstack devstack@dstat.service.
Sep 02 04:44:58 jammy-provider-cloud-0000007554 dstat.sh[58646]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 02 04:44:58 jammy-provider-cloud-0000007554 dstat.sh[58646]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 02 04:58:02 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:02| 11   2  86   0   0|4241M  344M  196M 2955M|  10k 3546B|   0  1007k|   0  83.9 |2236  4326 |1.24 1.12 0.97|  0   0   0|   0     0 |   0     0 | 18  285    7  114    0
Sep 02 04:58:03 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:03|  8   1  89   1   0|4241M  344M  196M 2955M|  26k   10k|   0  1437k|   0   177 |2069  4198 |1.24 1.12 0.97|1.0   0   0|   0     0 |   0     0 | 18  285    7  115    0
Sep 02 04:58:04 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:04| 10   2  85   1   0|4242M  342M  196M 2955M|  24k   10k|   0  5418k|   0   335 |2633  4907 |1.24 1.12 0.97|  0   0   0|   0     0 |   0     0 | 18  286    7  115    0
Sep 02 04:58:05 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:05|  5   2  92   1   0|4242M  342M  196M 2955M|6418B 1694B|   0   548k|   0  43.0 |1597  2785 |1.14 1.10 0.97|  0   0   0|   0     0 |   0     0 | 18  286    7  116    0
Sep 02 04:58:06 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:06| 11   4  84   1   0|4243M  342M  196M 2955M|  26k   11k|   0  1331k|   0   180 |3019  5683 |1.14 1.10 0.97|1.0   0   0|   0     0 |   0     0 | 18  285    7  113    0
Sep 02 04:58:07 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:07| 27   4  66   1   0|4243M  341M  196M 2955M|6535B 1623B|   0  3149k|   0   266 |4859    10k|1.14 1.10 0.97|1.0   0 2.0|   0     0 |   0     0 | 18  286    7  116    0
Sep 02 04:58:08 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:08| 25   3  67   1   0|4244M  340M  196M 2956M|5109B 1617B|  32k 2379k|1.00   227 |5297    11k|1.14 1.10 0.97|3.0   0   0|   0     0 |   0     0 | 18  285    7  117    0
Sep 02 04:58:09 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:09| 14   3  81   1   0|4244M  340M  196M 2956M|5538B 1511B|   0  1814k|   0   189 |3295  7128 |1.14 1.10 0.97|1.0   0   0|   0     0 |   0     0 | 18  284    7  119    0
Sep 02 04:58:10 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:10| 12   3  82   1   0|4245M  339M  196M 2956M|  16k 7523B|   0  2044k|   0   177 |2945  5683 |1.13 1.10 0.97|  0   0   0|   0     0 |   0     0 | 18  285    7  112    0
Sep 02 04:58:11 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:11|  8   2  90   0   0|4245M  339M  196M 2956M|  13k 4765B|   0  1124k|   0  93.0 |2045  3566 |1.13 1.10 0.97|1.0   0   0|   0     0 |   0     0 | 18  285    7  112    0
Sep 02 04:58:12 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:12| 27   4  66   1   0|4245M  338M  196M 2956M|5897B 1762B|   0  2355k|   0   295 |4975    11k|1.13 1.10 0.97|1.0   0   0|   0     0 |   0     0 | 18  286    7  114    0
Sep 02 04:58:13 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:13| 26   3  68   1   0|4246M  337M  196M 2957M|7103B 1690B|   0  6819k|   0   486 |5483    12k|1.13 1.10 0.97|1.0   0   0|   0     0 |   0     0 | 18  285    7  115    0
Sep 02 04:58:14 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:14| 21   4  72   2   0|4247M  336M  196M 2957M|  11k 4645B|   0  3208k|   0   288 |4560    10k|1.13 1.10 0.97|1.0   0   0|   0     0 |   0     0 | 18  284    7  117    0
Sep 02 04:58:15 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:15| 12   1  86   1   0|4247M  336M  196M 2957M|9133B 1517B|   0  1208k|   0  83.2 |1951  3452 |1.20 1.11 0.97|1.0   0   0|   0     0 |   0     0 | 18  285    7  117    0
Sep 02 04:58:16 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:16|  8   2  87   1   0|4248M  334M  196M 2957M|  11k 4373B|   0  6828k|   0   778 |3052  5492 |1.20 1.11 0.97|1.0   0   0|   0     0 |   0     0 | 18  284    7  114    0
Sep 02 04:58:17 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:17| 13   3  81   1   0|4249M  333M  196M 2957M|  11k 4386B|   0  1940k|   0   217 |3061  6248 |1.20 1.11 0.97|  0   0 2.0|   0     0 |   0     0 | 18  284    7  117    0
Sep 02 04:58:18 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:18| 15   2  81   2   0|4249M  333M  196M 2957M|  13k 4497B|   0  1939k|   0   226 |3139  6333 |1.20 1.11 0.97|2.0   0   0|   0     0 |   0     0 | 18  284    7  108    0
Sep 02 04:58:19 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:19|  7   2  90   0   0|4249M  333M  196M 2958M|7909B 1700B|   0  1014k|   0  89.8 |1577  2861 |1.20 1.11 0.97|2.0   0   0|   0     0 |   0     0 | 18  285    7  108    0
Sep 02 04:58:20 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:20| 15   2  79   1   0|4250M  332M  196M 2958M|  29k   13k|   0  1386k|   0   143 |3118  5814 |1.10 1.09 0.97|  0   0   0|   0     0 |   0     0 | 18  284    7  108    0
Sep 02 04:58:21 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:21| 12   3  81   2   0|4250M  332M  196M 2958M|  29k   13k|   0  5416k|   0   406 |3364  6510 |1.10 1.09 0.97|  0   0   0|   0     0 |   0     0 | 18  284    7  108    0
Sep 02 04:58:22 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:22| 10   3  85   1   0|4250M  332M  196M 2958M|  17k 6192B|   0  1201k|   0   142 |2945  5424 |1.10 1.09 0.97|1.0   0   0|   0     0 |   0     0 | 18  285    7  102    0
Sep 02 04:58:23 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:23|  9   1  87   0   0|4250M  332M  196M 2958M|  20k 8365B|   0   911k|   0  88.9 |2211  4272 |1.10 1.09 0.97|2.0   0   0|   0     0 |   0     0 | 18  285    7  102    0
Sep 02 04:58:24 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:24|  6   3  88   0   0|4250M  332M  196M 2958M|  29k   13k|4095B 1088k|1.00   123 |2218  4050 |1.10 1.09 0.97|  0   0   0|   0     0 |   0     0 | 18  284    7   99    0
Sep 02 04:58:25 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:25| 26   5  66   1   0|4250M  331M  196M 2958M|5875B 1700B|   0  2023k|   0   289 |5141    11k|1.26 1.12 0.98|1.0   0   0|   0     0 |   0     0 | 18  286    7  101    0
Sep 02 04:58:26 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:26| 27   4  67   1   0|4251M  330M  196M 2959M|7666B 1621B|   0  2049k|   0   214 |4971    10k|1.26 1.12 0.98|1.0   0   0|   0     0 |   0     0 | 18  285    7   99    0
Sep 02 04:58:27 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:27| 25   4  67   1   0|4252M  329M  196M 2959M|5498B 1614B|  96k 2523k|4.98   266 |5295    11k|1.26 1.12 0.98|2.0   0 2.0|   0     0 |   0     0 | 18  285    7   99    0
Sep 02 04:58:28 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:28| 25   5  66   2   0|4252M  328M  196M 2959M|6244B 1559B|   0  6708k|   0   495 |5450    11k|1.26 1.12 0.98|2.0   0   0|   0     0 |   0     0 | 18  286    7   97    0
Sep 02 04:58:29 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:29| 29   4  65   2   0|4252M  328M  196M 2960M|6278B 1599B|   0  2677k|   0   285 |4762  9578 |1.26 1.12 0.98|1.0   0   0|   0     0 |   0     0 | 18  285    7  101    0
Sep 02 04:58:30 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:30| 27   3  67   1   0|4253M  327M  196M 2960M|6195B 1690B|   0  2334k|   0   200 |5315    11k|1.24 1.12 0.98|1.0 1.0   0|   0     0 |   0     0 | 18  286    7   97    0
Sep 02 04:58:31 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:31| 16   4  78   1   0|4253M  326M  196M 2960M|  10k 4340B|   0  7731k|   0   859 |4427  8229 |1.24 1.12 0.98|1.0   0   0|   0     0 |   0     0 | 18  284    7   98    0
Sep 02 04:58:32 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:32| 12   3  83   1   0|4253M  326M  196M 2960M|  11k 4298B|   0  1907k|   0   185 |2866  5105 |1.24 1.12 0.98|2.0   0   0|   0     0 |   0     0 | 18  285    7  100    0
Sep 02 04:58:33 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:33| 13   3  81   1   0|4254M  325M  196M 2960M|  13k 4342B|   0  1530k|   0   162 |3009  5373 |1.24 1.12 0.98|5.0   0   0|   0     0 |   0     0 | 18  284    7   98    0
Sep 02 04:58:34 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:34|  6   2  88   2   0|4255M  325M  196M 2961M|9283B 2480B|   0  4850k|   0   320 |2145  4288 |1.24 1.12 0.98|5.0   0   0|   0     0 |   0     0 | 18  286    7   98    0
Sep 02 04:58:35 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:35|  7   2  91   0   0|4255M  324M  196M 2961M|  11k 3059B|   0   914k|   0  89.8 |2182  3933 |1.22 1.12 0.98|  0   0   0|   0     0 |   0     0 | 18  284    7   94    0
Sep 02 04:58:36 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:36| 10   2  85   0   0|4255M  324M  196M 2961M|  12k 4121B|   0  1284k|   0   129 |2746  4931 |1.22 1.12 0.98|  0   0   0|   0     0 |   0     0 | 18  284    7   94    0
Sep 02 04:58:37 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:37|  9   2  88   1   0|4255M  323M  196M 2961M|  11k 3831B|   0   964k|   0  88.0 |2225  3903 |1.22 1.12 0.98|1.0   0 2.0|   0     0 |   0     0 | 18  284    7   91    0
Sep 02 04:58:38 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:38| 10   2  87   1   0|4255M  323M  196M 2961M|  14k 4362B|   0  2495k|   0   136 |2525  4598 |1.22 1.12 0.98|1.0   0   0|   0     0 |   0     0 | 18  284    7   91    0
Sep 02 04:58:39 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:39|  9   2  87   1   0|4255M  323M  196M 2961M|  11k 3827B|   0  1139k|   0   129 |2432  4468 |1.22 1.12 0.98|1.0   0   0|   0     0 |   0     0 | 18  284    7   85    0
Sep 02 04:58:40 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:40|  6   2  90   0   0|4255M  323M  196M 2961M|5387B 1620B|   0   564k|   0  40.0 |1594  2707 |1.20 1.12 0.98|1.0   0   0|   0     0 |   0     0 | 18  285    7   85    0
Sep 02 04:58:41 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:41|  6   1  89   1   0|4255M  323M  196M 2962M|  10k 4288B|   0  1217k|   0   150 |2227  4151 |1.20 1.12 0.98|1.0   0   0|   0     0 |   0     0 | 18  284    7   80    0
Sep 02 04:58:42 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:42|  8   2  88   1   0|4255M  323M  196M 2962M|9632B 3720B|   0  1151k|   0   118 |2346  4288 |1.20 1.12 0.98|  0   0   0|   0     0 |   0     0 | 18  284    7   81    0
Sep 02 04:58:43 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:43| 11   2  84   1   0|4255M  322M  196M 2962M|  10k 3875B|   0  1309k|   0   154 |2494  5021 |1.20 1.12 0.98|3.0   0   0|   0     0 |   0     0 | 18  284    7   81    0
Sep 02 04:58:44 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:44|  9   3  87   1   0|4256M  322M  196M 2962M|  32k   13k|   0  1118k|   0   131 |2364  4282 |1.20 1.12 0.98|  0   0   0|   0     0 |   0     0 | 18  284    7   81    0
Sep 02 04:58:45 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:45| 13   3  82   0   0|4256M  322M  196M 2962M|  10k 1709B|   0  1191k|   0   137 |3463  6718 |1.26 1.13 0.98|2.0   0   0|   0     0 |   0     0 | 18  287    7   73    0
Sep 02 04:58:46 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:46| 28   4  63   2   0|4256M  322M  196M 2962M|8449B 1620B|   0  7910k|   0   591 |5328    11k|1.26 1.13 0.98|1.0   0   0|   0     0 |   0     0 | 18  285    7   77    0
Sep 02 04:58:47 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:47| 26   5  66   1   0|4258M  319M  196M 2963M|6778B 1626B|   0  1506k|   0   167 |5434    11k|1.26 1.13 0.98|2.0   0 3.0|   0     0 |   0     0 | 18  286    7   75    0
Sep 02 04:58:48 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:48| 14   2  83   1   0|4258M  318M  196M 2963M|8251B 1837B|  16k 1819k|1.00   191 |3255  6168 |1.26 1.13 0.98|  0   0   0|   0     0 |   0     0 | 18  284    8   76    0
Sep 02 04:58:49 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:49| 14   2  81   1   0|4259M  317M  196M 2963M|6039B 1689B|   0  2050k|   0   247 |3408  6551 |1.26 1.13 0.98|  0   0   0|   0     0 |   0     0 | 18  284    8   73    0
Sep 02 04:58:50 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:50|  7   2  90   1   0|4259M  317M  196M 2963M|8911B 1524B|   0  1012k|   0  76.6 |1784  3249 |1.16 1.11 0.98|1.0   0   0|   0     0 |   0     0 | 18  285    8   74    0
Sep 02 04:58:51 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:51| 28   4  66   1   0|4260M  317M  196M 2964M|6915B 1638B|   0  2317k|   0   296 |5387    11k|1.16 1.11 0.98|2.0   0   0|   0     0 |   0     0 | 18  286    8   72    0
Sep 02 04:58:52 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:52| 26   4  67   2   0|4260M  316M  196M 2964M|6549B 1620B|   0  7010k|   0   500 |5428    12k|1.16 1.11 0.98|2.0   0   0|   0     0 |   0     0 | 18  285    8   74    0
Sep 02 04:58:53 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:53| 26   3  69   1   0|4262M  314M  196M 2964M|6299B 1622B|   0  2512k|   0   179 |4381    10k|1.16 1.11 0.98|1.0   0   0|   0     0 |   0     0 | 18  286    8   71    0
Sep 02 04:58:54 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:54| 27   3  66   1   0|4263M  313M  196M 2964M|8058B 1696B|   0  1802k|   0   209 |4543  8949 |1.16 1.11 0.98|1.0   0   0|   0     0 |   0     0 | 18  285    8   75    0
Sep 02 04:58:55 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:55| 24   4  69   1   0|4263M  312M  196M 2965M|5387B 1795B|   0  1966k|   0   206 |5517    11k|1.23 1.13 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8   70    0
Sep 02 04:58:56 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:56|  6   2  90   0   0|4264M  311M  196M 2965M|5691B 1627B|   0   839k|   0  53.2 |1850  3244 |1.23 1.13 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8   70    0
Sep 02 04:58:57 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:57| 27   3  66   1   0|4264M  310M  196M 2965M|8077B 3529B|   0  9764k|   0  1153 |5326    10k|1.23 1.13 0.99|2.0   0 2.0|   0     0 |   0     0 | 18  287    8   69    0
Sep 02 04:58:58 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:58| 27   4  67   1   0|4265M  309M  196M 2965M|  22k 8722B|   0  1788k|   0   194 |5578    11k|1.23 1.13 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8   70    0
Sep 02 04:58:59 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:58:59| 24   5  68   2   0|4266M  308M  196M 2966M|6313B 1564B|   0  2461k|   0   311 |5632    12k|1.23 1.13 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8   67    0
Sep 02 04:59:00 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:00| 32   5  60   2   0|4271M  303M  196M 2966M|7530B 1707B|   0  8113k|   0   573 |5621    12k|1.21 1.12 0.99|1.0   0  34|   0     0 |   0     0 | 18  286    8   71    0
Sep 02 04:59:01 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:01| 27   3  68   1   0|4272M  302M  196M 2966M|8782B 1619B|  32k 2283k|1.00   228 |5156    11k|1.21 1.12 0.99|2.0   0   0|   0     0 |   0     0 | 18  285    8   67    0
Sep 02 04:59:02 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:02| 26   3  68   1   0|4273M  301M  196M 2966M|7707B 1622B|   0  1874k|   0   200 |5555    10k|1.21 1.12 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8   68    0
Sep 02 04:59:03 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:03|  9   2  86   1   0|4273M  300M  196M 2966M|  10k 4496B|   0  1795k|   0   201 |2794  5290 |1.21 1.12 0.99|  0   0   0|   0     0 |   0     0 | 18  284    8   65    0
Sep 02 04:59:04 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:04| 11   2  85   1   0|4273M  300M  196M 2967M|  30k   12k|   0  2008k|   0   181 |3003  5281 |1.21 1.12 0.99|  0   0   0|   0     0 |   0     0 | 18  284    8   66    0
Sep 02 04:59:05 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:05| 13   3  82   1   0|4273M  300M  196M 2967M|  10k 4461B|   0  1844k|   0   208 |3179  5925 |1.19 1.12 0.99|  0   0   0|   0     0 |   0     0 | 18  284    8   67    0
Sep 02 04:59:06 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:06| 10   2  85   1   0|4273M  300M  196M 2967M|7232B 1619B|  16k 5643k|1.00   403 |2821  5987 |1.19 1.12 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8   67    0
Sep 02 04:59:07 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:07| 12   3  84   1   0|4273M  300M  196M 2967M|  27k   12k|   0  1779k|   0   218 |3186  6042 |1.19 1.12 0.99|  0   0 2.0|   0     0 |   0     0 | 18  285    8   66    0
Sep 02 04:59:08 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:08| 11   1  85   0   0|4273M  299M  196M 2967M|7276B 1860B|   0  1268k|   0   159 |2800  5250 |1.19 1.12 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8   66    0
Sep 02 04:59:09 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:09| 26   4  66   2   0|4273M  299M  196M 2967M|5490B 1693B|   0  2939k|   0   306 |5485    11k|1.19 1.12 0.99|3.0   0   0|   0     0 |   0     0 | 18  286    8   66    0
Sep 02 04:59:10 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:10| 28   4  67   1   0|4273M  299M  196M 2968M|6174B 1700B|   0  2734k|   0   255 |4830  9625 |1.18 1.12 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8   70    0
Sep 02 04:59:11 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:11| 26   4  67   1   0|4275M  297M  196M 2968M|9687B 4058B|   0  2679k|   0   323 |5945    12k|1.18 1.12 0.99|  0   0   0|   0     0 |   0     0 | 18  285    8   75    0
Sep 02 04:59:12 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:12|  7   2  89   1   0|4275M  297M  196M 2968M|7104B 1868B|   0  5945k|   0   412 |2812  5469 |1.18 1.12 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8   76    0
Sep 02 04:59:13 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:13| 15   3  79   1   0|4277M  295M  196M 2968M|  31k   13k|  52k 1495k|9.99   185 |3891  7168 |1.18 1.12 0.99|1.0   0   0|   0     0 |   0     0 | 18  284    8   72    0
Sep 02 04:59:14 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:14| 15   3  78   1   0|4277M  295M  196M 2968M|6771B 1567B|   0  2014k|   0   243 |4035  7982 |1.18 1.12 0.99|1.0   0   0|   0     0 |   0     0 | 18  286    8   72    0
Sep 02 04:59:15 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:15| 29   4  66   1   0|4277M  294M  196M 2969M|9329B 1626B|   0  2786k|   0   299 |5007    11k|1.24 1.13 0.99|3.0   0   0|   0     0 |   0     0 | 18  285    8   77    0
Sep 02 04:59:16 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:16| 25   3  69   1   0|4278M  293M  196M 2969M|  11k 4465B|   0  3124k|   0   335 |4984    11k|1.24 1.13 0.99|  0 1.0   0|   0     0 |   0     0 | 18  284    8   77    0
Sep 02 04:59:17 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:17|  8   1  89   1   0|4278M  293M  196M 2969M|6391B 1688B|   0    10M|   0  1096 |2311  3558 |1.24 1.13 0.99|2.0   0 2.0|   0     0 |   0     0 | 18  285    8   77    0
Sep 02 04:59:18 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:18|  8   2  88   1   0|4278M  292M  196M 2969M|  29k   10k|   0  1980k|   0   151 |2548  4366 |1.24 1.13 0.99|2.0   0 2.0|   0     0 |   0     0 | 18  284    8   73    0
Sep 02 04:59:19 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:19| 14   2  82   1   0|4279M  292M  196M 2969M|  32k   13k|  32k 1472k|1.00   152 |3010  5151 |1.24 1.13 0.99|  0   0   0|   0     0 |   0     0 | 18  284    8   73    0
Sep 02 04:59:20 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:20| 17   4  75   2   0|4279M  292M  196M 2970M|5729B 1702B|   0  5292k|   0   405 |4080  8802 |1.22 1.13 0.99|1.0   0   0|   0     0 |   0     0 | 18  286    8   73    0
Sep 02 04:59:21 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:21| 27   3  66   2   0|4279M  291M  196M 2970M|5373B 1687B|   0  3357k|   0   320 |4646    11k|1.22 1.13 0.99|5.0   0   0|   0     0 |   0     0 | 18  285    8   76    0
Sep 02 04:59:22 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:22| 27   3  67   1   0|4280M  290M  196M 2970M|5212B 1640B|   0  1996k|   0   215 |5305    11k|1.22 1.13 0.99|1.0   0   0|   0     0 |   0     0 | 18  284    8   78    0
Sep 02 04:59:23 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:23|  5   1  91   0   0|4280M  290M  196M 2970M|  11k 4493B|   0  1642k|   0   146 |2237  4002 |1.22 1.13 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8   78    0
Sep 02 04:59:24 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:24| 13   3  82   1   0|4280M  290M  196M 2970M|  31k   13k|   0  1672k|   0   157 |2922  5059 |1.22 1.13 0.99|  0   0   0|   0     0 |   0     0 | 18  284    8   78    0
Sep 02 04:59:25 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:25| 23   5  70   1   0|4280M  289M  196M 2970M|8167B 1771B|   0  2244k|   0   301 |4279  8710 |1.21 1.13 0.99|4.0 1.0   0|   0     0 |   0     0 | 18  285    8   80    0
Sep 02 04:59:26 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:26| 26   4  67   1   0|4281M  289M  196M 2971M|5599B 1617B|   0  2124k|   0   226 |4901    10k|1.21 1.13 0.99|4.0   0   0|   0     0 |   0     0 | 18  285    8   79    0
Sep 02 04:59:27 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:27| 27   5  66   1   0|4281M  287M  196M 2971M|9256B 1702B|   0  6846k|   0   487 |6247    12k|1.21 1.13 0.99|5.0   0 2.0|   0     0 |   0     0 | 18  286    8   81    0
Sep 02 04:59:28 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:28| 28   4  66   1   0|4281M  287M  196M 2971M|6578B 1693B|   0  2395k|   0   274 |4766  9532 |1.21 1.13 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8   84    0
Sep 02 04:59:29 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:29| 26   4  68   1   0|4283M  286M  196M 2971M|9244B 1689B|   0  1419k|   0   142 |5271    10k|1.21 1.13 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8   84    0
Sep 02 04:59:30 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:30| 14   3  81   1   0|4283M  285M  196M 2972M|  14k 6443B|4096B 2540k|1.00   235 |3842  7241 |1.11 1.11 0.99|  0   0   0|   0     0 |   0     0 | 18  285    8   81    0
Sep 02 04:59:31 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:31| 12   2  83   1   0|4283M  285M  196M 2972M|  28k   11k|   0  2019k|   0   200 |3039  5229 |1.11 1.11 0.99|2.0   0   0|   0     0 |   0     0 | 18  284    8   81    0
Sep 02 04:59:32 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:32| 15   3  80   1   0|4283M  285M  196M 2972M|  11k 3830B|   0  1752k|   0   184 |3354  7000 |1.11 1.11 0.99|  0   0   0|   0     0 |   0     0 | 18  284    8   82    0
Sep 02 04:59:33 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:33| 11   2  85   1   0|4283M  284M  196M 2972M|5857B 3139B|   0  1312k|   0   100 |2026  3383 |1.11 1.11 0.99|  0   0   0|   0     0 |   0     0 | 18  285    8   85    0
Sep 02 04:59:34 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:59:34|  8   1  88   0   0|4284M  284M  196M 2972M|  30k   11k|   0  1048k|   0   105 |2276  3708 |1.11 1.11 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8   83    0
