Sep 02 06:31:44 jammy-provider-cloud-0000007556 systemd[1]: Started Devstack devstack@dstat.service.
Sep 02 06:31:44 jammy-provider-cloud-0000007556 dstat.sh[58839]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 02 06:31:44 jammy-provider-cloud-0000007556 dstat.sh[58839]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 02 06:36:18 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:18| 65  14  20   0   0|4112M  119M  169M 3370M|8052B 1619B|  48k 8584k|2.00   695 |4807  9976 |1.89 1.50 0.87|3.0   0 173|   0     0 |   0     0 | 17  231    5   44    0
Sep 02 06:36:19 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:19| 72   7  19   0   0|4160M  129M  169M 3312M|7979B 1687B| 307k  958k|19.0  91.8 |3136  5888 |1.89 1.50 0.87|3.0   0 7.0|   0     0 |   0     0 | 17  242    5   44    0
Sep 02 06:36:20 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:20| 58  21  20   1   0|4162M  165M  169M 3274M|6097B 1461B|1611k 4048k|44.1   451 |6129    11k|1.89 1.50 0.87|5.0   0 297|   0     0 |   0     0 | 17  244    5   50    0
Sep 02 06:36:21 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:21| 46  27  28   0   0|4145M  182M  169M 3275M|6719B 1609B|1612k 1209k|41.7  72.5 |4614  8300 |1.89 1.50 0.87|2.0   0 494|   0     0 |   0     0 | 17  244    5   39    0
Sep 02 06:36:22 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:22| 58  22  20   1   0|4212M  135M  169M 3256M|6959B 1631B|3585k 1407k|50.3  85.6 |4970    14k|1.89 1.50 0.87|6.0   0 225|   0     0 |   0     0 | 18  245    5   39    0
Sep 02 06:36:23 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:23| 65  15  21   0   0|4266M  159M  169M 3180M|7232B 1620B| 772k  444k|7.00  29.0 |2335  3289 |1.98 1.53 0.88|3.0   0 107|   0     0 |   0     0 | 18  247    5   39    0
Sep 02 06:36:24 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:24| 63  12  25   0   0|4340M  132M  169M 3134M|5698B 1693B| 572k 1179k|9.99  77.9 |2592  3615 |1.98 1.53 0.88|3.0   0  17|   0     0 |   0     0 | 18  251    5   39    0
Sep 02 06:36:25 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:25| 27  14  57   0   0|4358M  126M  169M 3121M|5624B 2650B| 834k 2182k|12.0   133 |4257  9181 |1.98 1.53 0.88|3.0   0 216|   0     0 |   0     0 | 18  249    5   40    0
Sep 02 06:36:26 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:26| 19   7  73   0   0|4361M  124M  169M 3121M|  17k 3656B| 800k  260k|8.00  22.0 |1896  2768 |1.98 1.53 0.88|3.0   0  10|   0     0 |   0     0 | 18  254    5   40    0
Sep 02 06:36:27 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:27| 21   9  69   0   0|4359M  126M  169M 3121M|  12M   96k| 827k 8575k|8.03   769 |6683  5236 |1.98 1.53 0.88|2.0   0  10|   0     0 |   0     0 | 18  256    5   40    0
Sep 02 06:36:28 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:28| 34  15  49   0   0|4390M  133M  169M 3083M|4245k   37k|3268k  545k|47.7  28.8 |4333  5088 |1.98 1.54 0.89|8.0   0 265|   0     0 |   0     0 | 18  257    5   40    0
Sep 02 06:36:29 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:29| 30   6  64   0   0|4401M  144M  169M 3062M|6500B 1623B| 313k  549k|10.0  46.1 |3150  5910 |1.98 1.54 0.89|3.0   0 2.0|   0     0 |   0     0 | 18  265    5   39    0
Sep 02 06:36:30 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:30| 27   4  68   1   0|4416M  128M  169M 3063M|6441B 1710B| 418k  964k|20.1   109 |3997  8008 |1.98 1.54 0.89|1.0   0 5.0|   0     0 |   0     0 | 18  275    5   41    0
Sep 02 06:36:31 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:31| 16  15  67   0   0|4358M  174M  169M 3074M|7318B 1691B| 256k  535k|12.0  41.9 |2965  4633 |1.98 1.54 0.89|2.0   0 230|   0     0 |   0     0 | 18  271    5   42    0
Sep 02 06:36:32 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:32| 17  12  70   0   0|4399M  133M  169M 3074M|7339B 1692B| 264k   16M|3.00  46.9 |2503  4082 |1.98 1.54 0.89|2.0   0 235|   0     0 |   0     0 | 18  271    5   40    0
Sep 02 06:36:33 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:33| 16  13  71   0   0|4368M  178M  169M 3060M|7264B 1620B|   0  1896k|   0   117 |2424  3847 |1.90 1.53 0.89|2.0   0 137|   0     0 |   0     0 | 18  271    5   40    0
Sep 02 06:36:34 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:34| 10  19  71   0   0|4372M  175M  169M 3060M|8223B 1770B|   0   136k|   0  11.0 |2841  4327 |1.90 1.53 0.89|3.0   0 257|   0     0 |   0     0 | 18  271    5   39    0
Sep 02 06:36:35 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:35| 10  19  70   0   0|4372M  175M  169M 3060M|5354B 1526B|  20k   92k|2.99  8.97 |2899  4424 |1.90 1.53 0.89|2.0   0 269|   0     0 |   0     0 | 18  273    5   39    0
Sep 02 06:36:36 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:36|  3   1  94   0   0|4372M  175M  169M 3060M|5824B 1623B|   0    16M|   0  18.0 |1153  1846 |1.90 1.53 0.89|2.0   0 9.0|   0     0 |   0     0 | 18  273    5   37    0
Sep 02 06:36:37 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:37| 24   4  71   0   0|4427M  120M  169M 3060M|6976B 1697B| 581k  232k|8.01  31.1 |1793  2656 |1.90 1.53 0.89|1.0   0   0|   0     0 |   0     0 | 18  275    5   37    0
Sep 02 06:36:38 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:38| 13  16  70   0   0|4372M  174M  169M 3060M|5673B 1697B| 112k  537k|5.01  29.1 |2640  4022 |1.75 1.50 0.88|1.0   0 166|   0     0 |   0     0 | 18  277    5   35    0
Sep 02 06:36:39 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:39| 14  16  69   0   0|4373M  173M  169M 3061M|8508B 1618B|   0   124k|   0  14.0 |2723  4177 |1.75 1.50 0.88|1.0   0 173|   0     0 |   0     0 | 18  281    5   35    0
Sep 02 06:36:40 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:40| 12  18  69   0   0|4372M  174M  169M 3061M|5665B 1664B|   0    96k|   0  10.0 |2747  4123 |1.75 1.50 0.88|1.0   0 193|   0     0 |   0     0 | 18  283    5   34    0
Sep 02 06:36:41 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:41| 23   5  71   0   0|4421M  124M  169M 3062M|5184B 1530B| 599k  272k|29.0  27.0 |1790  2782 |1.75 1.50 0.88|3.0   0  14|   0     0 |   0     0 | 18  285    5   34    0
Sep 02 06:36:42 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:42| 23   5  70   0   0|4468M  129M  169M 3010M|5242B 1846B| 276k  384k|26.0  18.0 |1563  2346 |1.75 1.50 0.88|2.0   0 1.0|   0     0 |   0     0 | 18  287    6   32    0
Sep 02 06:36:43 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:43| 26   4  70   0   0|4388M  216M  169M 3003M|5030B 1692B| 276k  715k|13.0  61.9 |1904  2959 |1.69 1.49 0.88|3.0   0 8.0|   0     0 |   0     0 | 18  285    6   32    0
Sep 02 06:36:44 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:44| 24   3  71   0   0|4445M  160M  169M 3003M|6815B 1622B|  24k  148k|5.01  13.0 |1369  2065 |1.69 1.49 0.88|2.0   0   0|   0     0 |   0     0 | 18  285    6   31    0
Sep 02 06:36:45 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:45| 25   4  71   0   0|4479M  125M  169M 3003M|8407B 1697B| 152k   68k|4.01  7.01 |1850  2935 |1.69 1.49 0.88|1.0   0 2.0|   0     0 |   0     0 | 18  291    6   31    0
Sep 02 06:36:46 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:46| 25   4  71   0   0|4418M  186M  169M 3003M|6523B 1736B|   0   136k|   0  7.00 |1431  2036 |1.69 1.49 0.88|1.0   0  15|   0     0 |   0     0 | 18  285    6   30    0
Sep 02 06:36:47 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:47| 21   7  71   0   0|4376M  227M  169M 3003M|6852B 1508B| 315k   92k|4.99  11.0 |2003  3006 |1.69 1.49 0.88|1.0 1.0  85|   0     0 |   0     0 | 18  285    6   30    0
Sep 02 06:36:48 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:48| 11  18  70   1   0|4386M  217M  169M 3004M|  10k 1567B| 588k 3566k|14.0   382 |3629  5469 |1.63 1.48 0.88|1.0   0 396|   0     0 |   0     0 | 18  285    6   29    0
Sep 02 06:36:49 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:49| 19  10  70   0   0|4411M  192M  169M 3004M|7216B 1766B| 543k  140k|36.0  9.99 |1973  3041 |1.63 1.48 0.88|1.0   0 105|   0     0 |   0     0 | 18  287    6   29    0
Sep 02 06:36:50 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:50| 24   6  68   0   0|4434M  169M  169M 3004M|6245B 1621B| 160k  164k|8.01  15.0 |8275    16k|1.63 1.48 0.88|2.0   0  10|   0     0 |   0     0 | 18  287    6   28    0
Sep 02 06:36:51 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:51| 19   3  75   0   0|4411M  191M  169M 3005M|  14k 5364B|   0   879k|   0  49.0 |1731  2616 |1.63 1.48 0.88|4.0   0 3.0|   0     0 |   0     0 | 18  288    6   28    0
Sep 02 06:36:52 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:52| 25   4  69   1   0|4437M  163M  169M 3006M|6479B 1626B|   0   586k|   0  22.1 |8698    18k|1.63 1.48 0.88|2.0   0 6.0|   0     0 |   0     0 | 18  288    6   28    0
Sep 02 06:36:53 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:53| 19   9  71   0   0|4383M  218M  169M 3006M|6652B 1793B|   0   120k|   0  9.00 |2063  3201 |1.50 1.46 0.88|1.0   0 127|   0     0 |   0     0 | 18  287    6   28    0
Sep 02 06:36:54 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:54| 18  10  70   0   0|4423M  177M  169M 3006M|6402B 1685B|   0  4083B|   0  1.00 |2131  3189 |1.50 1.46 0.88|3.0   0 146|   0     0 |   0     0 | 18  287    6   28    0
Sep 02 06:36:55 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:55| 21   8  70   0   0|4387M  213M  169M 3006M|5137B 1463B|  24k    0 |2.01     0 |2269  3508 |1.50 1.46 0.88|1.0   0 109|   0     0 |   0     0 | 18  287    6   32    0
Sep 02 06:36:56 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:56| 24   3  72   0   0|4445M  156M  169M 3006M|5913B 1618B|   0     0 |   0     0 |1629  2458 |1.50 1.46 0.88|1.0   0 3.0|   0     0 |   0     0 | 18  288    6   32    0
Sep 02 06:36:57 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:57| 23   6  70   0   0|4435M  165M  169M 3006M|5445B 1696B|   0   344k|   0  26.0 |1918  2951 |1.50 1.46 0.88|1.0   0  70|   0     0 |   0     0 | 18  287    6   32    0
Sep 02 06:36:58 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:58| 24   5  72   0   0|4412M  188M  169M 3006M|5557B 1695B|   0   885k|   0   120 |1934  2962 |1.46 1.45 0.88|3.0   0  56|   0     0 |   0     0 | 18  287    6   32    0
Sep 02 06:36:59 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:59| 24   4  70   0   0|4380M  220M  169M 3006M|6975B 1613B|   0   191k|   0  15.9 |1784  2563 |1.46 1.45 0.88|3.0   0  32|   0     0 |   0     0 | 18  287    6   35    0
Sep 02 06:37:00 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:00| 26   4  71   0   0|4432M  169M  169M 3006M|5612B 1624B|   0   160k|   0  9.02 |1548  2354 |1.46 1.45 0.88|3.0   0   0|   0     0 |   0     0 | 18  289    6   35    0
Sep 02 06:37:01 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:01| 21   6  71   0   0|4411M  189M  169M 3006M|6984B 1617B|  72k  431k|4.99  51.9 |2148  3433 |1.46 1.45 0.88|2.0   0  47|   0     0 |   0     0 | 18  287    6   35    0
Sep 02 06:37:02 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:02| 23   5  72   0   0|4393M  207M  169M 3006M|6993B 1511B|   0   156k|   0  10.0 |1747  2675 |1.46 1.45 0.88|1.0   0  32|   0     0 |   0     0 | 18  287    6   38    0
Sep 02 06:37:03 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:03| 25   4  70   0   0|4363M  237M  169M 3006M|6672B 1643B|  80k  906k|5.01  39.1 |2074  3358 |1.42 1.44 0.88|1.0   0  25|   0     0 |   0     0 | 18  287    6   39    0
Sep 02 06:37:04 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:04| 23   7  68   0   0|4442M  158M  169M 3009M|7760B 1623B| 220k  176k|21.0  10.0 |1904  3908 |1.42 1.44 0.88|2.0   0  97|   0     0 |   0     0 | 18  287    6   39    0
Sep 02 06:37:05 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:05| 25   6  68   0   0|4413M  186M  169M 3007M|3867B 1688B|  20k  199k|4.98  11.0 |2096  4164 |1.42 1.44 0.88|4.0   0  49|   0     0 |   0     0 | 18  287    6   43    0
Sep 02 06:37:06 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:06| 24   4  71   0   0|4388M  211M  169M 3007M|5473B 1620B| 232k  172k|20.0  10.0 |1718  2565 |1.42 1.44 0.88|2.0   0  14|   0     0 |   0     0 | 18  287    6   43    0
Sep 02 06:37:07 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:07| 29   5  66   0   0|4429M  170M  169M 3007M|5818B 1670B| 273k  916k|24.1   100 |3242  6235 |1.42 1.44 0.88|3.0   0   0|   0     0 |   0     0 | 18  293    6   44    0
Sep 02 06:37:08 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:08| 26   4  68   1   0|4428M  170M  169M 3008M|5340B 1618B| 483k 2837k|29.0   238 |2830  5396 |1.39 1.44 0.88|1.0   0 5.0|   0     0 |   0     0 | 18  291    6   45    0
Sep 02 06:37:09 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:09| 29   4  66   0   0|4387M  211M  169M 3009M|5096B 1511B|  48k 1199k|3.00   143 |3383  6400 |1.39 1.44 0.88|1.0   0  38|   0     0 |   0     0 | 18  291    6   46    0
Sep 02 06:37:10 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:10| 10  22  68   0   0|4397M  201M  169M 3009M|6681B 1568B|   0  1706k|   0   114 |4194  7265 |1.39 1.44 0.88|1.0   0 631|   0     0 |   0     0 | 18  291    6   46    0
Sep 02 06:37:11 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:11|  9  22  68   0   0|4401M  197M  169M 3009M|6281B 1620B|   0   596k|   0  40.0 |4245  7245 |1.39 1.44 0.88|2.0   0 659|   0     0 |   0     0 | 18  291    6   46    0
Sep 02 06:37:12 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:12|  9  22  68   0   0|4404M  194M  169M 3009M|6289B 1620B|   0  2852k|   0   173 |4403  7743 |1.39 1.44 0.88|2.0   0 669|   0     0 |   0     0 | 18  291    6   36    0
Sep 02 06:37:13 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:13| 10  22  68   0   0|4403M  195M  169M 3009M|7891B 1714B| 468k  324k|4.00  28.0 |4040  7039 |1.36 1.43 0.88|1.0   0 623|   0     0 |   0     0 | 18  291    6   36    0
Sep 02 06:37:14 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:14| 10  20  69   0   0|4402M  196M  169M 3009M|6792B 1693B|   0    44k|   0  11.0 |3905  6668 |1.36 1.43 0.88|1.0   0 593|   0     0 |   0     0 | 18  291    6   36    0
Sep 02 06:37:15 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:15| 11  19  70   0   0|4409M  188M  169M 3009M|9119B 1694B|4097B   48k|1.00  9.00 |3518  5878 |1.36 1.43 0.88|1.0   0 478|   0     0 |   0     0 | 18  291    6   35    0
Sep 02 06:37:16 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:16| 21   7  70   0   0|4433M  235M  170M 2946M|7309B 1691B|  16k 8178B|2.99  2.00 |9003    18k|1.36 1.43 0.88|3.0   0  47|   0     0 |   0     0 | 18  291    6   35    0
Sep 02 06:37:17 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:17| 14   2  82   0   0|4448M  216M  170M 2949M|  11k 2779B|   0  2328k|   0  23.0 |1597  2691 |1.36 1.43 0.88|1.0   0 4.0|   0     0 |   0     0 | 18  294    6   33    0
Sep 02 06:37:18 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:18|  3   1  96   1   0|4449M  215M  170M 2949M|7941B 2477B|   0   360k|   0  32.0 |1317  2278 |1.25 1.41 0.88|1.0   0   0|   0     0 |   0     0 | 18  294    6   33    0
Sep 02 06:37:19 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:19|  2   1  94   1   0|4449M  215M  170M 2949M|6462B 1620B|  32k 3493k|1.00   410 |1593  2710 |1.25 1.41 0.88|1.0   0   0|   0     0 |   0     0 | 18  294    6   31    0
Sep 02 06:37:20 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:20|  3   1  94   0   0|4450M  214M  170M 2949M|6664B 1687B|   0   432k|   0  35.0 |1514  2612 |1.25 1.41 0.88|3.0   0   0|   0     0 |   0     0 | 18  294    6   31    0
Sep 02 06:37:21 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:21| 19   2  78   1   0|4451M  213M  170M 2949M|  21k 7824B| 389k  721k|18.0  28.1 |1436  2022 |1.25 1.41 0.88|2.0   0   0|   0     0 |   0     0 | 18  295    6   25    0
Sep 02 06:37:22 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:22| 16   1  80   1   0|4452M  211M  170M 2950M|  27k   17k| 646k 1870k|65.8  69.8 |1657  2589 |1.25 1.41 0.88|3.0   0 1.0|   0     0 |   0     0 | 18  295    6   25    0
Sep 02 06:37:23 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:23| 19   1  77   0   0|4468M  194M  170M 2951M|  20k   11k| 656k 1079k|40.0  36.0 |1496  2317 |1.23 1.40 0.88|3.0   0 2.0|   0     0 |   0     0 | 18  295    6   25    0
Sep 02 06:37:24 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:24| 18   2  80   0   0|4477M  184M  170M 2952M|  24k   14k| 496k 2756k|34.0  48.0 |1590  2407 |1.23 1.40 0.88|2.0   0   0|   0     0 |   0     0 | 18  295    6   25    0
Sep 02 06:37:25 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:25| 21   4  73   1   0|4481M  140M  170M 2991M|8953B 3361B|  11M 1900k| 230  66.0 |1855  2869 |1.23 1.40 0.88|2.0   0   0|   0     0 |   0     0 | 18  294    6   23    1
Sep 02 06:37:26 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:26| 21   5  72   2   0|4483M  129M  170M 2997M|6258B 1761B|   0  8241k|   0   473 |2004  3339 |1.23 1.40 0.88|2.0   0   0|   0     0 |   0     0 | 18  294    6   23    1
Sep 02 06:37:27 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:27| 24   4  71   1   0|4477M  142M  170M 2989M|8396B 1865B|   0  2707k|   0   103 |1875  3070 |1.23 1.40 0.88|2.0   0   0|   0     0 |   0     0 | 18  293    6   23    0
Sep 02 06:37:28 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:28| 23   4  71   0   0|4440M  178M  170M 2990M|6240B 1621B| 384k 1365k|9.00  17.0 |2226  3734 |1.21 1.39 0.88|1.0   0  10|   0     0 |   0     0 | 18  293    6   23    0
Sep 02 06:37:29 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:29| 24   5  69   0   0|4447M  170M  170M 2991M|5596B 1620B|  32k 1320k|1.00  17.0 |7115    16k|1.21 1.39 0.88|1.0   0  13|   0     0 |   0     0 | 18  293    6   23    0
Sep 02 06:37:30 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:30| 24   5  70   1   0|4430M  186M  170M 2991M|5915B 1660B|   0  1024k|   0  43.0 |8899    18k|1.21 1.39 0.88|1.0   0 9.0|   0     0 |   0     0 | 18  293    6   23    0
Sep 02 06:37:31 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:31| 24   5  69   0   0|4410M  207M  170M 2991M|5612B 1714B|   0    36M|   0  85.0 |9765    19k|1.21 1.39 0.88|1.0   0  56|   0     0 |   0     0 | 18  293    5   19    0
Sep 02 06:37:32 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:32| 38   7  54   0   0|4465M  152M  170M 2991M|7568B 1711B| 511k 4090B|3.99  1.00 |9535    19k|1.21 1.39 0.88|2.0   0  25|   0     0 |   0     0 | 18  293    5   19    0
Sep 02 06:37:33 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:33| 33  10  56   0   0|4472M  145M  170M 2991M|7583B 1566B| 512k  108k|4.00  7.00 |  10k   19k|1.19 1.38 0.88|1.0   0  19|   0     0 |   0     0 | 18  293    5   19    0
Sep 02 06:37:34 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:34| 23   5  72   0   0|4451M  166M  170M 2991M|5769B 1717B|   0    96k|   0  4.01 |1375  1981 |1.19 1.38 0.88|1.0   0 9.0|   0     0 |   0     0 | 18  293    5   19    0
Sep 02 06:37:35 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:35| 22   4  72   0   0|4430M  187M  170M 2991M|5999B 1617B|   0   998k|   0  3.00 |1917  3042 |1.19 1.38 0.88|1.0   0  94|   0     0 |   0     0 | 18  293    5   19    0
Sep 02 06:37:36 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:36| 21   6  72   0   0|4448M  153M  171M 3004M|5957B 2763B|4094B   12k|1.00  3.00 |9337    19k|1.19 1.38 0.88|1.0   0  10|   0     0 |   0     0 | 18  294    5   19    0
Sep 02 06:37:37 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:37|  8   2  90   0   0|4448M  153M  171M 3004M|  11k 2734B|   0  1143k|   0  20.0 |1326  2177 |1.19 1.38 0.88|1.0   0   0|   0     0 |   0     0 | 18  294    5   19    0
Sep 02 06:37:38 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:38| 10   2  87   0   0|4448M  152M  171M 3005M|  16k 7853B|   0   739k|   0  30.9 |1292  2046 |1.10 1.36 0.88|5.0   0   0|   0     0 |   0     0 | 18  295    5   19    0
Sep 02 06:37:39 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:39| 15   1  81   0   0|4456M  144M  171M 3005M|  22k   11k|  32k 1152k|1.00  48.0 |1575  2564 |1.10 1.36 0.88|1.0   0   0|   0     0 |   0     0 | 18  295    5   19    0
Sep 02 06:37:40 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:40|  7   1  89   0   0|4456M  144M  171M 3005M|  44k 9746B|   0  1199k|   0  58.0 |1448  2344 |1.10 1.36 0.88|2.0   0   0|   0     0 |   0     0 | 18  296    5   19    0
Sep 02 06:37:41 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:41|  8   2  88   0   0|4457M  143M  171M 3005M| 117k   11k|   0  1060k|   0  48.0 |1658  2424 |1.10 1.36 0.88|1.0   0   0|   0     0 |   0     0 | 18  296    5   19    0
Sep 02 06:37:42 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:42| 16   2  82   0   0|4470M  130M  171M 3005M|  14k 6834B|   0   636k|   0  22.0 |1317  1982 |1.10 1.36 0.88|2.0   0   0|   0     0 |   0     0 | 18  295    5   19    1
Sep 02 06:37:43 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:43|  6   1  92   0   0|4470M  129M  171M 3005M|  10k 5735B|   0   364k|   0  13.0 |1131  1838 |1.01 1.34 0.87|1.0   0 2.0|   0     0 |   0     0 | 18  295    5   19    1
Sep 02 06:37:44 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:44|  9   1  88   0   0|4472M  127M  171M 3005M|  15k 7276B|   0   628k|   0  22.0 |1218  1926 |1.01 1.34 0.87|1.0   0   0|   0     0 |   0     0 | 18  295    5   19    1
Sep 02 06:37:45 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:45|  8   0  89   0   0|4476M  123M  171M 3005M|  60k 7437B|   0   448k|   0  15.0 |1231  1911 |1.01 1.34 0.87|1.0   0   0|   0     0 |   0     0 | 18  295    5   19    1
Sep 02 06:37:46 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:46|  7   1  91   0   0|4476M  122M  171M 3006M| 159k   11k|   0   972k|   0  40.0 |1400  2066 |1.01 1.34 0.87|1.0   0   0|   0     0 |   0     0 | 18  295    5   19    1
Sep 02 06:37:47 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:47|  6   1  92   1   0|4476M  122M  171M 3006M|  33k 7332B|   0   860k|   0  54.0 |1471  2418 |1.01 1.34 0.87|2.0   0   0|   0     0 |   0     0 | 18  295    5   19    1
Sep 02 06:37:48 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:48|  7   1  91   1   0|4476M  122M  171M 3006M|  77k   10k|  24k 1308k|4.00  67.0 |1467  2317 |1.01 1.33 0.87|1.0   0   0|   0     0 |   0     0 | 18  295    5   19    1
Sep 02 06:37:49 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:49| 15   2  82   1   0|4472M  132M  171M 3000M|  44k   13k|  76k 6931k|6.01   431 |1743  2602 |1.01 1.33 0.87|2.0   0   0|   0     0 |   0     0 | 18  295    5   19    1
