May 20 15:07:01 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 20 15:07:01 ubuntu dstat.sh[64874]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 20 15:07:01 ubuntu dstat.sh[64874]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 20 15:23:29 ubuntu dstat.sh[64874]: 20-05 15:23:29|  3   1  96   0   0|5422M  165M  185M 2046M|2400B    0 |   0   236k|   0  21.0 |1249  1875 |0.09 0.63 0.85|  0   0   0|   0     0 |           | 18  290    0    6    4
May 20 15:23:30 ubuntu dstat.sh[64874]: 20-05 15:23:30|  3   1  96   0   0|5422M  165M  185M 2046M|1866B   66B|   0   120k|   0  9.00 |1148  1568 |0.09 0.63 0.85|  0   0   0|   0     0 |           | 18  290    0    6    4
May 20 15:23:31 ubuntu dstat.sh[64874]: 20-05 15:23:31|  3   1  95   0   0|5422M  165M  185M 2046M|2538B    0 |   0   196k|   0  15.0 |1227  1664 |0.16 0.64 0.85|  0   0 1.0|   0     0 |           | 18  290    0    6    4
May 20 15:23:32 ubuntu dstat.sh[64874]: 20-05 15:23:32|  4   2  93   0   0|5425M  162M  185M 2046M|2330B    0 |   0   168k|   0  14.0 |1592  2104 |0.16 0.64 0.85|  0   0 4.0|   0     0 |           | 18  290    0    3    4
May 20 15:23:33 ubuntu dstat.sh[64874]: 20-05 15:23:33|  8   2  88   0   0|5424M  162M  185M 2046M|2578B    0 |  64k  160k|4.00  16.0 |2625  3402 |0.16 0.64 0.85|1.0   0 1.0|   0     0 |           | 18  290    0    5    4
May 20 15:23:34 ubuntu dstat.sh[64874]: 20-05 15:23:34|  4   1  94   1   0|5424M  162M  185M 2046M|2281B    0 |   0   424k|   0  47.0 |1805  2713 |0.16 0.64 0.85|1.0   0 1.0|   0     0 |           | 18  290    0    5    4
May 20 15:23:35 ubuntu dstat.sh[64874]: 20-05 15:23:35|  4   1  95   0   0|5424M  162M  185M 2046M|2581B   42B|   0   232k|   0  22.0 |1390  2023 |0.16 0.64 0.85|  0   0   0|   0     0 |           | 18  290    0    5    4
May 20 15:23:36 ubuntu dstat.sh[64874]: 20-05 15:23:36|  7   3  89   0   0|5438M  148M  185M 2046M|3203B   66B|   0   320k|   0  23.0 |2503  6541 |0.15 0.63 0.84|  0   0  36|   0     0 |           | 18  290    0    5    4
May 20 15:23:37 ubuntu dstat.sh[64874]: 20-05 15:23:37|  3   1  96   1   0|5438M  148M  185M 2046M|4157B    0 |   0   249k|   0  24.1 |1281  1900 |0.15 0.63 0.84|  0   0   0|   0     0 |           | 18  290    0    5    4
May 20 15:23:38 ubuntu dstat.sh[64874]: 20-05 15:23:38|  2   1  97   0   0|5438M  148M  185M 2046M|2690B    0 |   0     0 |   0     0 | 935  1407 |0.15 0.63 0.84|1.0   0   0|   0     0 |           | 18  291    0    5    4
May 20 15:23:39 ubuntu dstat.sh[64874]: 20-05 15:23:39|  2   0  96   0   0|5438M  148M  185M 2046M|2818B    0 |   0   292k|   0  19.0 |1229  1901 |0.15 0.63 0.84|  0   0   0|   0     0 |           | 18  290    0    5    4
May 20 15:23:40 ubuntu dstat.sh[64874]: 20-05 15:23:40|  2   1  96   0   0|5438M  148M  185M 2046M|2579B    0 |   0   120k|   0  9.00 |1077  1515 |0.15 0.63 0.84|  0   0   0|   0     0 |           | 18  290    0    5    4
May 20 15:23:41 ubuntu dstat.sh[64874]: 20-05 15:23:41|  2   1  96   0   0|5438M  148M  185M 2046M|2717B    0 |   0   144k|   0  9.00 |1045  1471 |0.14 0.62 0.84|  0   0   0|   0     0 |           | 18  290    0    5    4
May 20 15:23:42 ubuntu dstat.sh[64874]: 20-05 15:23:42|  7   1  91   0   0|5438M  148M  185M 2046M|2520B    0 |   0  1988k|   0   318 |1583  1685 |0.14 0.62 0.84|  0   0 3.0|   0     0 |           | 18  290    0    5    4
May 20 15:23:43 ubuntu dstat.sh[64874]: 20-05 15:23:43|  3   1  95   0   0|5438M  148M  185M 2046M|2580B    0 |   0   244k|   0  26.0 |1339  1796 |0.14 0.62 0.84|  0   0   0|   0     0 |           | 18  290    0    5    4
May 20 15:23:44 ubuntu dstat.sh[64874]: 20-05 15:23:44|  3   1  95   0   0|5437M  149M  185M 2046M|2400B    0 |   0   292k|   0  35.0 |1449  2363 |0.14 0.62 0.84|  0   0   0|   0     0 |           | 18  290    0    5    4
May 20 15:23:45 ubuntu dstat.sh[64874]: 20-05 15:23:45|  3   1  95   0   0|5436M  150M  185M 2046M|2706B   66B|   0   228k|   0  22.0 |1302  1945 |0.14 0.62 0.84|  0   0   0|   0     0 |           | 18  290    0    5    4
May 20 15:23:46 ubuntu dstat.sh[64874]: 20-05 15:23:46|  3   1  96   0   0|5436M  151M  185M 2046M|2849B    0 |   0   216k|   0  17.0 |1101  1527 |0.13 0.61 0.83|  0   0   0|   0     0 |           | 18  290    0    5    4
May 20 15:23:47 ubuntu dstat.sh[64874]: 20-05 15:23:47|  3   1  95   0   0|5436M  151M  185M 2046M|2220B    0 |   0   160k|   0  14.0 |1210  1626 |0.13 0.61 0.83|  0   0   0|   0     0 |           | 18  290    0    5    4
May 20 15:23:48 ubuntu dstat.sh[64874]: 20-05 15:23:48|  2   1  96   0   0|5435M  151M  185M 2046M|2340B    0 |   0   152k|   0  9.00 |1131  1551 |0.13 0.61 0.83|  0   0   0|   0     0 |           | 18  290    0    5    4
May 20 15:23:49 ubuntu dstat.sh[64874]: 20-05 15:23:49|  2   1  95   0   0|5435M  151M  185M 2046M|2519B    0 |   0   220k|   0  18.0 |1337  1935 |0.13 0.61 0.83|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:23:50 ubuntu dstat.sh[64874]: 20-05 15:23:50|  2   0  96   0   0|5435M  151M  185M 2046M|2219B    0 |   0   112k|   0  7.00 |1040  1511 |0.13 0.61 0.83|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:23:51 ubuntu dstat.sh[64874]: 20-05 15:23:51|  3   1  95   0   0|5435M  151M  185M 2046M|2604B   66B|   0   200k|   0  21.0 |1260  1855 |0.28 0.63 0.84|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:23:52 ubuntu dstat.sh[64874]: 20-05 15:23:52|  3   1  95   0   0|5436M  151M  185M 2046M|2400B    0 |   0   212k|   0  21.0 |1332  2010 |0.28 0.63 0.84|1.0   0 1.0|   0     0 |           | 18  290    0    4    4
May 20 15:23:53 ubuntu dstat.sh[64874]: 20-05 15:23:53|  3   0  94   0   0|5436M  151M  185M 2046M|2820B    0 |   0   232k|   0  21.0 |1307  1795 |0.28 0.63 0.84|1.0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:23:54 ubuntu dstat.sh[64874]: 20-05 15:23:54|  3   1  95   0   0|5436M  151M  185M 2046M|2580B    0 |   0   408k|   0  62.0 |1543  2377 |0.28 0.63 0.84|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:23:55 ubuntu dstat.sh[64874]: 20-05 15:23:55|  4   2  93   1   0|5436M  151M  185M 2046M|4330B    0 |   0  2748k|   0   176 |1743  2693 |0.28 0.63 0.84|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:23:56 ubuntu dstat.sh[64874]: 20-05 15:23:56|  2   1  97   0   0|5436M  151M  185M 2046M|4999B    0 |   0    40k|   0  4.00 |1020  1465 |0.25 0.62 0.83|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:23:57 ubuntu dstat.sh[64874]: 20-05 15:23:57|  2   1  97   0   0|5436M  151M  185M 2046M|3299B    0 |   0    44k|   0  4.00 | 987  1392 |0.25 0.62 0.83|1.0   0   0|   0     0 |           | 18  291    0    4    4
May 20 15:23:58 ubuntu dstat.sh[64874]: 20-05 15:23:58|  3   0  95   0   0|5436M  151M  185M 2046M|3119B    0 |   0   980k|   0   185 |1052  1407 |0.25 0.62 0.83|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:23:59 ubuntu dstat.sh[64874]: 20-05 15:23:59|  3   1  95   0   0|5436M  151M  185M 2046M|7304B 1311B|   0   228k|   0  18.0 |1289  1872 |0.25 0.62 0.83|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:24:00 ubuntu dstat.sh[64874]: 20-05 15:24:00|  3   1  95   0   0|5435M  151M  185M 2046M|4119B   66B|   0   116k|   0  8.01 |1240  1650 |0.25 0.62 0.83|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:24:01 ubuntu dstat.sh[64874]: 20-05 15:24:01|  2   0  96   0   0|5435M  151M  185M 2046M|3135B    0 |   0   144k|   0  14.0 |1071  1557 |0.23 0.61 0.83|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:24:02 ubuntu dstat.sh[64874]: 20-05 15:24:02|  3   1  95   0   0|5435M  151M  185M 2046M|2520B    0 |   0   136k|   0  12.0 |1196  1627 |0.23 0.61 0.83|  0   0 3.0|   0     0 |           | 18  290    0    4    4
May 20 15:24:03 ubuntu dstat.sh[64874]: 20-05 15:24:03|  4   1  93   0   0|5435M  151M  185M 2046M|3121B    0 |   0   124k|   0  17.0 |1469  1876 |0.23 0.61 0.83|  0   0 6.0|   0     0 |           | 18  290    0    4    4
May 20 15:24:04 ubuntu dstat.sh[64874]: 20-05 15:24:04|  4   1  94   0   0|5435M  151M  185M 2046M|2766B  347B|   0   308k|   0  34.0 |1763  2480 |0.23 0.61 0.83|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:24:05 ubuntu dstat.sh[64874]: 20-05 15:24:05|  4   1  94   0   0|5435M  151M  185M 2046M|8776B 1030B|   0   280k|   0  23.0 |1637  2270 |0.23 0.61 0.83|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:24:06 ubuntu dstat.sh[64874]: 20-05 15:24:06|  2   1  96   0   0|5435M  151M  185M 2046M|3256B    0 |   0   228k|   0  21.0 |1310  1967 |0.22 0.60 0.82|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:24:07 ubuntu dstat.sh[64874]: 20-05 15:24:07|  2   1  96   0   0|5435M  151M  185M 2047M|3180B    0 |   0   192k|   0  19.0 |1343  1931 |0.22 0.60 0.82|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:24:08 ubuntu dstat.sh[64874]: 20-05 15:24:08|  2   1  96   0   0|5435M  151M  185M 2047M|2999B    0 |   0     0 |   0     0 |1105  1503 |0.22 0.60 0.82|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:24:09 ubuntu dstat.sh[64874]: 20-05 15:24:09|  2   1  96   0   0|5435M  151M  185M 2047M|3061B    0 |   0  8195B|   0  1.00 |1103  1493 |0.22 0.60 0.82|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:24:10 ubuntu dstat.sh[64874]: 20-05 15:24:10|  2   0  96   0   0|5435M  151M  185M 2047M|2278B    0 |   0   148k|   0  4.00 |1074  1535 |0.22 0.60 0.82|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:24:11 ubuntu dstat.sh[64874]: 20-05 15:24:11|  3   1  96   0   0|5435M  151M  185M 2047M|3159B    0 |   0     0 |   0     0 |1104  1505 |0.20 0.59 0.82|1.0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:24:12 ubuntu dstat.sh[64874]: 20-05 15:24:12|  2   1  95   0   0|5435M  151M  185M 2047M|2632B    0 |   0     0 |   0     0 |1100  1492 |0.20 0.59 0.82|  0   0 1.0|   0     0 |           | 18  290    0    4    4
May 20 15:24:13 ubuntu dstat.sh[64874]: 20-05 15:24:13|  3   1  95   0   0|5435M  151M  185M 2047M|2279B    0 |   0  1192k|   0   192 |1281  1755 |0.20 0.59 0.82|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:14 ubuntu dstat.sh[64874]: 20-05 15:24:14|  3   1  94   0   0|5435M  151M  185M 2047M|2460B    0 |   0   280k|   0  36.0 |1657  2463 |0.20 0.59 0.82|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:15 ubuntu dstat.sh[64874]: 20-05 15:24:15|  4   1  94   0   0|5435M  151M  185M 2047M|2646B   66B|   0   424k|   0  44.0 |1590  2377 |0.20 0.59 0.82|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:16 ubuntu dstat.sh[64874]: 20-05 15:24:16|  3   1  96   0   0|5435M  151M  185M 2047M|2839B    0 |   0   196k|   0  17.0 |1143  1590 |0.18 0.58 0.81|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:17 ubuntu dstat.sh[64874]: 20-05 15:24:17|  2   1  95   0   0|5435M  151M  185M 2047M|2459B    0 |   0   612k|   0  41.0 |1163  1626 |0.18 0.58 0.81|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:18 ubuntu dstat.sh[64874]: 20-05 15:24:18|  3   1  96   0   0|5435M  151M  185M 2047M|2884B   94B|   0    40k|   0  4.00 |1112  1524 |0.18 0.58 0.81|2.0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:19 ubuntu dstat.sh[64874]: 20-05 15:24:19|  2   1  96   0   0|5435M  151M  185M 2047M|3001B    0 |   0  4097B|   0  1.00 |1054  1472 |0.18 0.58 0.81|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:20 ubuntu dstat.sh[64874]: 20-05 15:24:20|  2   1  97   0   0|5435M  151M  185M 2047M|2715B   66B|   0    20k|   0  1.00 |1056  1520 |0.18 0.58 0.81|2.0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:21 ubuntu dstat.sh[64874]: 20-05 15:24:21|  2   0  96   0   0|5435M  151M  185M 2047M|3127B    0 |   0   104k|   0  12.0 |1220  1831 |0.17 0.57 0.81|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:22 ubuntu dstat.sh[64874]: 20-05 15:24:22|  3   1  95   0   0|5435M  151M  185M 2047M|2698B    0 |   0   220k|   0  24.0 |1451  2057 |0.17 0.57 0.81|  0   0 1.0|   0     0 |           | 18  290    0    3    4
May 20 15:24:23 ubuntu dstat.sh[64874]: 20-05 15:24:23|  4   1  94   0   0|5435M  151M  185M 2047M|2703B   84B|   0   148k|   0  21.0 |1495  2057 |0.17 0.57 0.81|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:24 ubuntu dstat.sh[64874]: 20-05 15:24:24|  3   1  94   0   0|5435M  151M  185M 2047M|2099B    0 |   0   296k|   0  35.0 |1765  2632 |0.17 0.57 0.81|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:25 ubuntu dstat.sh[64874]: 20-05 15:24:25|  3   1  94   1   0|5435M  151M  185M 2047M|2760B    0 |   0   432k|   0  60.0 |1525  2204 |0.17 0.57 0.81|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:26 ubuntu dstat.sh[64874]: 20-05 15:24:26|  2   1  96   0   0|5435M  151M  185M 2047M|2967B    0 |   0   152k|   0  9.00 |1137  1593 |0.23 0.58 0.81|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:27 ubuntu dstat.sh[64874]: 20-05 15:24:27|  3   1  96   0   0|5435M  151M  185M 2047M|2580B    0 |   0   116k|   0  8.00 |1130  1529 |0.23 0.58 0.81|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:28 ubuntu dstat.sh[64874]: 20-05 15:24:28|  3   1  96   0   0|5435M  151M  185M 2047M|2760B    0 |   0  1032k|   0   179 |1066  1509 |0.23 0.58 0.81|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:29 ubuntu dstat.sh[64874]: 20-05 15:24:29|  7   1  92   0   0|5435M  151M  185M 2047M|3000B    0 |   0   120k|   0  8.00 |1230  1471 |0.23 0.58 0.81|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:30 ubuntu dstat.sh[64874]: 20-05 15:24:30|  2   1  96   0   0|5435M  151M  185M 2047M|2706B   66B|   0     0 |   0     0 |1044  1495 |0.23 0.58 0.81|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:31 ubuntu dstat.sh[64874]: 20-05 15:24:31|  3   0  96   0   0|5435M  151M  185M 2047M|2716B    0 |   0    60k|   0  7.00 |1064  1510 |0.21 0.57 0.81|  0   0   0|   0     0 |           | 18  290    0    3    4
May 20 15:24:32 ubuntu dstat.sh[64874]: 20-05 15:24:32|  3   1  96   0   0|5435M  151M  185M 2047M|2560B    0 |   0   104k|   0  7.00 |1083  1525 |0.21 0.57 0.81|  0   0 1.0|   0     0 |           | 18  290    0    3    4
May 20 15:24:33 ubuntu dstat.sh[64874]: 20-05 15:24:33|  4   1  94   0   0|5435M  151M  185M 2047M|2701B    0 |   0   148k|   0  21.0 |1505  1977 |0.21 0.57 0.81|1.0   0 1.0|   0     0 |           | 18  290    0    3    4
May 20 15:24:34 ubuntu dstat.sh[64874]: 20-05 15:24:34|  5   2  90   0   0|5434M  152M  185M 2047M|2350B    0 |   0   316k|   0  39.0 |2186  3113 |0.21 0.57 0.81|  0   0 3.0|   0     0 |           | 18  290    0    1    4
May 20 15:24:35 ubuntu dstat.sh[64874]: 20-05 15:24:35|  6   2  92   0   0|5434M  152M  185M 2047M|2581B   42B|   0   364k|   0  33.0 |1934  2750 |0.21 0.57 0.81|  0   0 2.0|   0     0 |           | 18  290    0    3    4
May 20 15:24:36 ubuntu dstat.sh[64874]: 20-05 15:24:36| 11   5  81   0   0|5430M  156M  185M 2047M|3441B   66B|   0   480k|   0  48.0 |3147  6551 |0.20 0.56 0.80|3.0 1.0  36|   0     0 |           | 18  290    0    4    4
May 20 15:24:37 ubuntu dstat.sh[64874]: 20-05 15:24:37|  4   2  93   1   0|5429M  156M  185M 2047M|8642B 1774B|   0   732k|   0  97.0 |2124  3218 |0.20 0.56 0.80|  0   0   0|   0     0 |           | 18  290    0    4    4
May 20 15:24:38 ubuntu dstat.sh[64874]: 20-05 15:24:38| 25   6  64   2   0|5433M  152M  186M 2048M|5272B   66B|   0  7840k|   0   595 |8037    12k|0.20 0.56 0.80|3.0   0 1.0|   0     0 |           | 18  291    0    5    4
May 20 15:24:39 ubuntu dstat.sh[64874]: 20-05 15:24:39| 24   5  67   1   0|5433M  152M  186M 2048M|3770B    0 |   0  2306k|   0   307 |7832    12k|0.20 0.56 0.80|3.0   0   0|   0     0 |           | 18  291    0    5    4
May 20 15:24:40 ubuntu dstat.sh[64874]: 20-05 15:24:40| 21   5  72   2   0|5433M  151M  186M 2048M|3073B  898B|   0  2721k|   0   284 |6718    10k|0.20 0.56 0.80|  0   0   0|   0     0 |           | 18  290    0    6    4
May 20 15:24:41 ubuntu dstat.sh[64874]: 20-05 15:24:41|  8   2  88   1   0|5433M  151M  186M 2049M|4007B  414B|   0  1260k|   0   139 |2905  4234 |0.26 0.56 0.80|  0   0   0|   0     0 |           | 18  290    0    6    4
May 20 15:24:42 ubuntu dstat.sh[64874]: 20-05 15:24:42|  3   1  94   0   0|5433M  151M  186M 2049M|6734B  960B|   0   490k|   0  24.9 |1468  2059 |0.26 0.56 0.80|1.0   0 1.0|   0     0 |           | 18  291    0    6    4
May 20 15:24:43 ubuntu dstat.sh[64874]: 20-05 15:24:43|  7   2  89   0   0|5433M  151M  186M 2049M|5579B  876B|   0  1464k|   0   122 |2599  3773 |0.26 0.56 0.80|  0   0   0|   0     0 |           | 18  290    0    6    4
May 20 15:24:44 ubuntu dstat.sh[64874]: 20-05 15:24:44| 22   5  67   3   0|5433M  151M  186M 2049M|8665B 1030B|   0    11M|   0  1015 |8565    13k|0.26 0.56 0.80|1.0   0   0|   0     0 |           | 18  291    0    7    4
May 20 15:24:45 ubuntu dstat.sh[64874]: 20-05 15:24:45| 25   5  66   2   0|5433M  150M  186M 2049M|2459B    0 |   0  3783k|   0   368 |7624    11k|0.26 0.56 0.80|2.0   0   0|   0     0 |           | 18  291    0    7    4
May 20 15:24:46 ubuntu dstat.sh[64874]: 20-05 15:24:46| 22   4  70   1   0|5433M  149M  186M 2049M|3024B  882B|   0  3342k|   0   283 |6400  9238 |0.40 0.59 0.81|  0   0   0|   0     0 |           | 18  290    0   10    4
May 20 15:24:47 ubuntu dstat.sh[64874]: 20-05 15:24:47|  8   2  90   0   0|5434M  149M  186M 2050M|3449B   66B|   0  1083k|   0   105 |2526  3554 |0.40 0.59 0.81|3.0   0   0|   0     0 |           | 18  290    0   10    4
May 20 15:24:48 ubuntu dstat.sh[64874]: 20-05 15:24:48|  3   0  93   1   0|5434M  149M  186M 2050M|5568B 1221B|   0   755k|   0  79.5 |1819  2903 |0.40 0.59 0.81|1.0   0   0|   0     0 |           | 18  291    0   10    4
May 20 15:24:49 ubuntu dstat.sh[64874]: 20-05 15:24:49| 26   6  65   2   0|5433M  149M  186M 2050M|5970B  614B|   0  4539k|   0   478 |8168    13k|0.40 0.59 0.81|2.0   0   0|   0     0 |           | 18  291    0   11    4
May 20 15:24:50 ubuntu dstat.sh[64874]: 20-05 15:24:50| 24   5  66   2   0|5434M  148M  186M 2050M|2158B    0 |   0  8465k|   0   588 |8262    13k|0.40 0.59 0.81|3.0   0   0|   0     0 |           | 18  291    0   12    4
May 20 15:24:51 ubuntu dstat.sh[64874]: 20-05 15:24:51| 26   5  65   2   0|5434M  147M  186M 2050M|2797B    0 |   0  2689k|   0   320 |7946    12k|0.61 0.63 0.82|1.0   0 1.0|   0     0 |           | 18  291    0   12    4
May 20 15:24:52 ubuntu dstat.sh[64874]: 20-05 15:24:52| 24   4  67   2   0|5435M  146M  186M 2051M|2154B    0 |   0  3454k|   0   354 |8181    13k|0.61 0.63 0.82|2.0   0 1.0|   0     0 |           | 18  291    0   13    4
May 20 15:24:53 ubuntu dstat.sh[64874]: 20-05 15:24:53| 24   5  67   1   0|5436M  145M  186M 2051M|2896B  961B|   0  3094k|   0   317 |7430    11k|0.61 0.63 0.82|  0   0   0|   0     0 |           | 18  290    0   14    4
May 20 15:24:54 ubuntu dstat.sh[64874]: 20-05 15:24:54|  6   2  90   1   0|5436M  145M  186M 2051M|3863B   66B|   0  2839k|   0   197 |2764  4185 |0.61 0.63 0.82|1.0   0   0|   0     0 |           | 18  291    0   14    4
May 20 15:24:55 ubuntu dstat.sh[64874]: 20-05 15:24:55|  5   1  90   1   0|5436M  145M  186M 2051M|5018B  890B|   0  5066k|   0   352 |2822  4574 |0.61 0.63 0.82|  0   0   0|   0     0 |           | 18  290    0   14    4
May 20 15:24:56 ubuntu dstat.sh[64874]: 20-05 15:24:56| 11   2  85   1   0|5436M  145M  186M 2051M|4624B  466B|   0  1849k|   0   192 |3481  4924 |0.56 0.62 0.82|  0   0   0|   0     0 |           | 18  290    0   14    4
May 20 15:24:57 ubuntu dstat.sh[64874]: 20-05 15:24:57|  7   2  90   1   0|5436M  145M  186M 2051M|9301B 1774B|   0   984k|   0   107 |2476  3539 |0.56 0.62 0.82|  0   0   0|   0     0 |           | 18  290    0   14    4
May 20 15:24:58 ubuntu dstat.sh[64874]: 20-05 15:24:58| 13   3  82   1   0|5436M  145M  186M 2051M|3940B   66B|   0  1574k|   0   180 |4492  6685 |0.56 0.62 0.82|1.0   0   0|   0     0 |           | 18  292    0   15    4
May 20 15:24:59 ubuntu dstat.sh[64874]: 20-05 15:24:59| 25   5  65   3   0|5435M  145M  186M 2052M|7018B 1313B|   0    10M|   0   831 |8613    14k|0.56 0.62 0.82|2.0   0   0|   0     0 |           | 18  291    0   17    4
May 20 15:25:00 ubuntu dstat.sh[64874]: 20-05 15:25:00| 24   5  67   1   0|5432M  147M  186M 2053M|3861B   66B|   0  1454k|   0   162 |7270    10k|0.56 0.62 0.82|1.0   0   0|   0     0 |           | 18  291    0   18    4
May 20 15:25:01 ubuntu dstat.sh[64874]: 20-05 15:25:01| 18   4  74   1   0|5435M  144M  186M 2053M|3341B  926B|  60k 3470k|9.00   317 |5535  8421 |0.52 0.61 0.81|  0   0 3.0|   0     0 |           | 18  290    0   19    4
May 20 15:25:02 ubuntu dstat.sh[64874]: 20-05 15:25:02|  7   2  90   1   0|5435M  144M  186M 2053M|4215B  463B|   0  1516k|   0   133 |2621  3858 |0.52 0.61 0.81|  0   0 3.0|   0     0 |           | 18  290    0   19    4
May 20 15:25:03 ubuntu dstat.sh[64874]: 20-05 15:25:03| 10   3  84   2   0|5436M  143M  186M 2053M|4038B  413B|   0  6882k|   0   462 |3819  5766 |0.52 0.61 0.81|2.0   0 6.0|   0     0 |           | 18  291    0   19    4
May 20 15:25:04 ubuntu dstat.sh[64874]: 20-05 15:25:04| 26   8  62   3   0|5438M  140M  186M 2054M|8796B 1313B| 597k 5316k|20.0   499 |9038    14k|0.52 0.61 0.81|8.0   0  85|   0     0 |           | 18  291    0   20    4
May 20 15:25:05 ubuntu dstat.sh[64874]: 20-05 15:25:05| 27  12  56   3   0|5441M  137M  186M 2055M|7391B 1026B|  40k 4809k|3.98   479 |9876    16k|0.52 0.61 0.81|3.0   0 247|   0     0 |           | 18  291    0   20    4
May 20 15:25:06 ubuntu dstat.sh[64874]: 20-05 15:25:06| 24   5  67   1   0|5441M  136M  186M 2055M|4562B   66B|   0  3134k|   0   295 |7772    12k|0.55 0.61 0.81|1.0   0   0|   0     0 |           | 18  291    0   21    4
May 20 15:25:07 ubuntu dstat.sh[64874]: 20-05 15:25:07|  7   2  86   2   0|5441M  136M  186M 2055M|3858B  978B|   0  6004k|   0   458 |3594  5963 |0.55 0.61 0.81|  0   0   0|   0     0 |           | 18  290    0   22    4
May 20 15:25:08 ubuntu dstat.sh[64874]: 20-05 15:25:08|  8   2  88   1   0|5441M  136M  186M 2055M|2762B  347B|   0  2177k|   0   184 |2852  4258 |0.55 0.61 0.81|  0   0   0|   0     0 |           | 18  290    0   22    4
May 20 15:25:09 ubuntu dstat.sh[64874]: 20-05 15:25:09|  8   2  88   0   0|5441M  136M  186M 2055M|  12k 3575B|   0  1210k|   0   118 |2878  3959 |0.55 0.61 0.81|1.0   0   0|   0     0 |           | 18  291    0   22    3
May 20 15:25:10 ubuntu dstat.sh[64874]: 20-05 15:25:10| 16   3  81   1   0|5441M  136M  186M 2055M|8213B 1035B|   0  1756k|   0   166 |4415  5926 |0.55 0.61 0.81|3.0   0   0|   0     0 |           | 18  292    0   25    3
May 20 15:25:11 ubuntu dstat.sh[64874]: 20-05 15:25:11| 24   5  66   3   0|5440M  136M  186M 2056M|2826B    0 |   0  7829k|   0   635 |9098    15k|0.59 0.62 0.82|1.0   0   0|   0     0 |           | 18  292    0   26    3
May 20 15:25:12 ubuntu dstat.sh[64874]: 20-05 15:25:12| 25   5  68   2   0|5442M  134M  186M 2056M|2952B    0 |  32k 2960k|1.00   301 |8820    13k|0.59 0.62 0.82|1.0   0 1.0|   0     0 |           | 18  292    0   27    3
May 20 15:25:13 ubuntu dstat.sh[64874]: 20-05 15:25:13| 24   5  68   2   0|5443M  132M  186M 2056M|3060B    0 |   0  8372k|   0   640 |8159    13k|0.59 0.62 0.82|1.0   0   0|   0     0 |           | 18  292    0   29    3
May 20 15:25:14 ubuntu dstat.sh[64874]: 20-05 15:25:14| 25   5  66   2   0|5443M  132M  186M 2057M|2569B    0 |   0  3923k|   0   423 |8815    14k|0.59 0.62 0.82|1.0   0   0|   0     0 |           | 18  292    0   30    3
May 20 15:25:15 ubuntu dstat.sh[64874]: 20-05 15:25:15| 24   4  68   1   0|5443M  131M  186M 2057M|2698B    0 |   0  7686k|   0   515 |7792    11k|0.59 0.62 0.82|1.0   0   0|   0     0 |           | 18  293    0   30    3
