Feb 19 09:51:49 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 19 09:51:49 ubuntu dstat.sh[59388]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 19 09:51:49 ubuntu dstat.sh[59388]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 19 10:03:43 ubuntu dstat.sh[59388]: 19-02 10:03:43|  1   0  97   0   0|4723M  514M  185M 2385M|3898B 1759B|   0   120k|   0  2.00 |1032  1444 |0.44 0.93 0.88|  0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:44 ubuntu dstat.sh[59388]: 19-02 10:03:44|  1   1  97   0   0|4722M  516M  185M 2385M|4352B 1512B|   0    64k|   0  6.00 |1023  1477 |0.44 0.93 0.88|  0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:45 ubuntu dstat.sh[59388]: 19-02 10:03:45|  2   1  96   0   0|4721M  517M  185M 2385M|4128B 1567B|   0    48k|   0  6.00 |1092  1559 |0.44 0.93 0.88|  0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:46 ubuntu dstat.sh[59388]: 19-02 10:03:46|  1   1  96   0   0|4719M  518M  185M 2385M|4077B 1512B|   0  4095B|   0  1.00 |1173  1554 |0.44 0.93 0.88|  0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:47 ubuntu dstat.sh[59388]: 19-02 10:03:47|  1   0  97   0   0|4719M  518M  185M 2385M|3336B 1134B|   0     0 |   0     0 |1016  1469 |0.41 0.91 0.88|  0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:48 ubuntu dstat.sh[59388]: 19-02 10:03:48|  2   1  96   0   0|4719M  518M  185M 2385M|3488B 1081B|   0   104k|   0  13.0 |1251  1846 |0.41 0.91 0.88|  0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:49 ubuntu dstat.sh[59388]: 19-02 10:03:49|  2   1  97   0   0|4719M  518M  185M 2385M|3951B 1350B|   0   732k|   0  31.0 |1243  1848 |0.41 0.91 0.88|  0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:50 ubuntu dstat.sh[59388]: 19-02 10:03:50|  1   0  96   0   0|4719M  518M  185M 2385M|3951B 1706B|   0    88k|   0  12.0 |1200  1838 |0.41 0.91 0.88|  0   0 1.0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:51 ubuntu dstat.sh[59388]: 19-02 10:03:51|  2   1  97   0   0|4719M  518M  185M 2385M|2512B  649B|   0     0 |   0     0 |1034  1503 |0.41 0.91 0.88|  0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:52 ubuntu dstat.sh[59388]: 19-02 10:03:52|  2   1  97   0   0|4719M  518M  185M 2385M|3350B  811B|   0    52k|   0  3.00 | 984  1432 |0.37 0.90 0.87|1.0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:53 ubuntu dstat.sh[59388]: 19-02 10:03:53|  1   0  97   0   0|4719M  518M  185M 2385M|4255B 1618B|   0   296k|   0  21.0 |1117  1650 |0.37 0.90 0.87|  0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:54 ubuntu dstat.sh[59388]: 19-02 10:03:54|  1   1  97   0   0|4719M  518M  185M 2385M|4924B 1621B|   0  4240k|   0   541 |1415  1475 |0.37 0.90 0.87|  0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:55 ubuntu dstat.sh[59388]: 19-02 10:03:55|  2   1  97   0   0|4719M  518M  185M 2385M|4608B 1567B|   0    40k|   0  4.00 |1031  1499 |0.37 0.90 0.87|  0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:56 ubuntu dstat.sh[59388]: 19-02 10:03:56|  2   1  97   0   0|4719M  518M  185M 2385M|5556B 1513B|   0     0 |   0     0 |1050  1441 |0.37 0.90 0.87|1.0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:57 ubuntu dstat.sh[59388]: 19-02 10:03:57|  1   1  97   0   0|4719M  518M  185M 2385M|5040B 1565B|   0     0 |   0     0 | 995  1398 |0.34 0.88 0.87|  0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:58 ubuntu dstat.sh[59388]: 19-02 10:03:58|  2   0  95   0   0|4719M  518M  185M 2385M|4952B 1652B|   0   156k|   0  23.0 |1353  1921 |0.34 0.88 0.87|  0   0   0|   0     0 |           | 18  276    0   24    0
Feb 19 10:03:59 ubuntu dstat.sh[59388]: 19-02 10:03:59|  1   1  96   0   0|4719M  518M  185M 2385M|4122B  948B|   0  1971k|   0   101 |1205  1843 |0.34 0.88 0.87|  0   0   0|   0     0 |           | 18  276    0   23    0
Feb 19 10:04:00 ubuntu dstat.sh[59388]: 19-02 10:04:00|  5  10  84   0   0|4723M  514M  185M 2385M|4214B 1329B|   0    52k|   0  5.99 |3298  3059 |0.34 0.88 0.87|1.0   0 167|   0     0 |           | 18  276    0   23    0
Feb 19 10:04:01 ubuntu dstat.sh[59388]: 19-02 10:04:01| 16  11  71   0   0|4768M  469M  185M 2385M|4658B 1514B|   0  4102B|   0  1.00 |3727  3013 |0.34 0.88 0.87|1.0   0 145|   0     0 |           | 18  276    0   23    0
Feb 19 10:04:02 ubuntu dstat.sh[59388]: 19-02 10:04:02| 19   3  78   0   0|4792M  445M  185M 2385M|  11k 7943B|   0     0 |   0     0 |2141  1826 |0.32 0.87 0.86|2.0   0   0|   0     0 |           | 18  278    0   24    0
Feb 19 10:04:03 ubuntu dstat.sh[59388]: 19-02 10:04:03| 21   5  70   1   0|4795M  442M  185M 2385M|7936B 4901B| 384k  879k|23.0   111 |5763  8184 |0.32 0.87 0.86|3.0   0 4.0|   0     0 |           | 18  277    0   22    0
Feb 19 10:04:04 ubuntu dstat.sh[59388]: 19-02 10:04:04| 41   8  50   0   0|4892M  345M  185M 2385M|7558B 4995B| 160k  953k|8.01   143 |3791  3245 |0.32 0.87 0.86|2.0   0  27|   0     0 |           | 18  277    0   23    0
Feb 19 10:04:05 ubuntu dstat.sh[59388]: 19-02 10:04:05| 30   6  64   0   0|4875M  361M  185M 2386M|  40k   36k|   0   248k|   0  18.0 |4306  4239 |0.32 0.87 0.86|1.0   0  33|   0     0 |           | 18  276    0   33    0
Feb 19 10:04:06 ubuntu dstat.sh[59388]: 19-02 10:04:06|  8  19  71   0   0|4852M  384M  185M 2386M|  16k 2514B|   0   136k|   0  10.0 |6369  5482 |0.32 0.87 0.86|1.0   0 439|   0     0 |           | 18  276    0   33    0
Feb 19 10:04:07 ubuntu dstat.sh[59388]: 19-02 10:04:07| 22   5  72   0   0|4917M  319M  185M 2386M|4505B 1651B|  76k  100k|4.00  5.00 |2230  2012 |0.37 0.87 0.86|1.0   0 2.0|   0     0 |           | 18  276    0   27    0
Feb 19 10:04:08 ubuntu dstat.sh[59388]: 19-02 10:04:08| 24   4  71   1   0|4959M  275M  185M 2387M|4535B 1513B|  20k 3346k|3.00   182 |2618  2886 |0.37 0.87 0.86|1.0   0   0|   0     0 |           | 18  276    0   27    0
Feb 19 10:04:09 ubuntu dstat.sh[59388]: 19-02 10:04:09| 23   4  72   0   0|4989M  243M  185M 2389M|4827B 1560B|  16k  857k|2.99  17.9 |2797  3414 |0.37 0.87 0.86|2.0   0 3.0|   0     0 |           | 18  276    0   27    0
Feb 19 10:04:10 ubuntu dstat.sh[59388]: 19-02 10:04:10| 25   4  69   1   0|5005M  226M  185M 2390M|3087B  541B|  16k  862k|1.00  81.2 |5379  7481 |0.37 0.87 0.86|1.0   0 1.0|   0     0 |           | 18  277    0   27    0
Feb 19 10:04:11 ubuntu dstat.sh[59388]: 19-02 10:04:11| 24   4  69   1   0|5003M  227M  185M 2391M|5653B 1457B| 959k 2126k|59.9   182 |5289  7271 |0.37 0.87 0.86|2.0   0   0|   0     0 |           | 18  282    0   21    0
Feb 19 10:04:12 ubuntu dstat.sh[59388]: 19-02 10:04:12| 17   2  80   0   0|5006M  224M  185M 2391M|5967B 1716B| 144k  424k|9.01  61.1 |3472  4459 |0.42 0.87 0.86|  0   0 1.0|   0     0 |           | 18  285    0   24    0
Feb 19 10:04:13 ubuntu dstat.sh[59388]: 19-02 10:04:13| 14   4  79   1   0|5000M  229M  185M 2392M|5902B 1459B| 112k  997k|7.00   133 |5547  8809 |0.42 0.87 0.86|3.0   0 2.0|   0     0 |           | 18  288    0   25    0
Feb 19 10:04:14 ubuntu dstat.sh[59388]: 19-02 10:04:14| 26   6  65   1   0|4997M  233M  185M 2392M|3638B 1079B|   0  2266k|   0   296 |7965    12k|0.42 0.87 0.86|3.0   0   0|   0     0 |           | 18  288    0   26    0
Feb 19 10:04:15 ubuntu dstat.sh[59388]: 19-02 10:04:15| 22   5  68   2   0|4992M  237M  185M 2392M|3138B  540B|  16k   10M|1.00   805 |7919    12k|0.42 0.87 0.86|  0   0   0|   0     0 |           | 18  287    0   29    0
Feb 19 10:04:16 ubuntu dstat.sh[59388]: 19-02 10:04:16|  8   2  89   1   0|4988M  241M  185M 2392M|3422B  702B|   0  1984k|   0   134 |2663  3625 |0.42 0.87 0.86|1.0   0   0|   0     0 |           | 18  288    0   29    0
Feb 19 10:04:17 ubuntu dstat.sh[59388]: 19-02 10:04:17| 25   5  66   2   0|4984M  245M  185M 2393M|4197B 1297B|  16k 2426k|1.00   327 |8376    13k|0.47 0.87 0.86|3.0   0   0|   0     0 |           | 18  288    0   29    0
Feb 19 10:04:18 ubuntu dstat.sh[59388]: 19-02 10:04:18| 19   4  74   1   0|4981M  247M  185M 2393M|4468B 1511B|   0  2701k|   0   275 |6270  9529 |0.47 0.87 0.86|2.0   0   0|   0     0 |           | 18  287    0   30    0
Feb 19 10:04:19 ubuntu dstat.sh[59388]: 19-02 10:04:19|  9   3  84   2   0|4974M  254M  185M 2393M|4926B 1622B|   0    11M|   0  1137 |4251  6364 |0.47 0.87 0.86|2.0   0   0|   0     0 |           | 18  288    0   30    0
Feb 19 10:04:20 ubuntu dstat.sh[59388]: 19-02 10:04:20| 25   6  66   1   0|4972M  256M  185M 2393M|4800B 1620B|   0  4376k|   0   369 |8791    13k|0.47 0.87 0.86|1.0   0 1.0|   0     0 |           | 18  288    0   32    0
Feb 19 10:04:21 ubuntu dstat.sh[59388]: 19-02 10:04:21| 26   5  66   1   0|4968M  260M  185M 2393M|4158B 1241B|   0  2478k|   0   253 |7898    12k|0.47 0.87 0.86|5.0   0   0|   0     0 |           | 18  289    0   33    0
Feb 19 10:04:22 ubuntu dstat.sh[59388]: 19-02 10:04:22| 25   4  67   1   0|4966M  261M  185M 2394M|3616B 1136B|   0  1979k|   0   250 |8197    13k|0.43 0.86 0.86|1.0   0   0|   0     0 |           | 18  289    0   34    0
Feb 19 10:04:23 ubuntu dstat.sh[59388]: 19-02 10:04:23| 14   5  79   0   0|4991M  237M  185M 2397M|3906B 1187B|   0   720k|   0  53.0 |4400  8625 |0.43 0.86 0.86|1.0   0  39|   0     0 |           | 19  293    0   34    0
Feb 19 10:04:24 ubuntu dstat.sh[59388]: 19-02 10:04:24| 18   5  75   1   0|4974M  253M  185M 2394M|4087B 1405B|   0  5128k|   0   660 |6231  9359 |0.43 0.86 0.86|3.0   0   0|   0     0 |           | 18  292    0   35    0
Feb 19 10:04:25 ubuntu dstat.sh[59388]: 19-02 10:04:25| 25   5  65   2   0|4974M  253M  185M 2394M|3338B  918B|   0  7707k|   0   644 |8847    14k|0.43 0.86 0.86|1.0   0   0|   0     0 |           | 18  292    0   35    0
Feb 19 10:04:26 ubuntu dstat.sh[59388]: 19-02 10:04:26| 23   4  69   1   0|4973M  254M  185M 2395M|3243B  486B| 288k 2198k|17.0   199 |6915  9775 |0.43 0.86 0.86|1.0   0   0|   0     0 |           | 18  291    0   36    0
Feb 19 10:04:27 ubuntu dstat.sh[59388]: 19-02 10:04:27|  3   1  94   0   0|4971M  255M  185M 2395M|3383B  893B|4084B  889k|1.00  51.9 |1504  2161 |0.40 0.84 0.85|1.0   0   0|   0     0 |           | 18  292    0   36    0
Feb 19 10:04:28 ubuntu dstat.sh[59388]: 19-02 10:04:28| 10   2  84   1   0|4972M  254M  185M 2395M|4722B 1565B|  96k 1247k|5.00   166 |3677  5280 |0.40 0.84 0.85|  0   0   0|   0     0 |           | 18  291    0   36    0
Feb 19 10:04:29 ubuntu dstat.sh[59388]: 19-02 10:04:29| 11   3  83   1   0|4970M  256M  185M 2395M|4180B 1515B|   0  2389k|   0   218 |3756  5364 |0.40 0.84 0.85|  0   0   0|   0     0 |           | 18  291    0   39    0
Feb 19 10:04:30 ubuntu dstat.sh[59388]: 19-02 10:04:30|  6   1  91   1   0|4970M  256M  185M 2395M|4925B 1622B|   0  1742k|   0  87.1 |2262  3032 |0.40 0.84 0.85|  0 1.0 1.0|   0     0 |           | 18  292    0   39    0
Feb 19 10:04:31 ubuntu dstat.sh[59388]: 19-02 10:04:31| 25   5  65   2   0|4969M  256M  185M 2395M|4243B 1131B|   0  3176k|   0   423 |8734    13k|0.40 0.84 0.85|3.0   0   0|   0     0 |           | 18  292    0   37    0
Feb 19 10:04:32 ubuntu dstat.sh[59388]: 19-02 10:04:32| 25   5  66   2   0|4969M  256M  185M 2396M|4654B 1408B|   0  7553k|   0   542 |8362    13k|0.44 0.85 0.85|1.0   0 2.0|   0     0 |           | 18  292    0   39    0
Feb 19 10:04:33 ubuntu dstat.sh[59388]: 19-02 10:04:33| 16   3  77   1   0|4970M  255M  185M 2396M|4725B 1566B|   0  2743k|   0   232 |5545  7913 |0.44 0.85 0.85|  0   0   0|   0     0 |           | 18  291    0   41    0
Feb 19 10:04:34 ubuntu dstat.sh[59388]: 19-02 10:04:34| 10   2  85   1   0|4970M  255M  185M 2396M|5385B 1508B|   0  1361k|   0   139 |3637  5427 |0.44 0.85 0.85|1.0   0   0|   0     0 |           | 18  292    0   41    0
Feb 19 10:04:35 ubuntu dstat.sh[59388]: 19-02 10:04:35| 25   7  65   3   0|4970M  255M  185M 2396M|5870B 1627B|   0  3490k|   0   478 |8871    14k|0.44 0.85 0.85|1.0   0   0|   0     0 |           | 18  292    0   41    0
Feb 19 10:04:36 ubuntu dstat.sh[59388]: 19-02 10:04:36| 24   5  67   1   0|4970M  255M  185M 2396M|5144B 1500B|   0  3440k|   0   286 |7635    11k|0.44 0.85 0.85|1.0   0   0|   0     0 |           | 18  292    0   41    0
Feb 19 10:04:37 ubuntu dstat.sh[59388]: 19-02 10:04:37| 24   5  66   2   0|4970M  254M  185M 2397M|5323B 1620B|   0  3596k|   0   394 |8002    12k|0.49 0.85 0.86|1.0   0   0|   0     0 |           | 18  292    0   41    0
Feb 19 10:04:38 ubuntu dstat.sh[59388]: 19-02 10:04:38| 26   5  64   2   0|4971M  254M  185M 2397M|4524B 1509B|  16k 9180k|1.00   741 |9455    15k|0.49 0.85 0.86|1.0   0   0|   0     0 |           | 18  291    0   41    0
Feb 19 10:04:39 ubuntu dstat.sh[59388]: 19-02 10:04:39| 24   5  68   1   0|4971M  253M  185M 2397M|4349B 1027B|   0  2434k|   0   222 |7252    10k|0.49 0.85 0.86|1.0   0   0|   0     0 |           | 18  292    0   44    0
Feb 19 10:04:40 ubuntu dstat.sh[59388]: 19-02 10:04:40| 26   6  64   2   0|4971M  252M  185M 2397M|4753B 1621B|   0  9631k|   0  1245 |9010    13k|0.49 0.85 0.86|2.0   0 7.0|   0     0 |           | 18  292    0   45    0
Feb 19 10:04:41 ubuntu dstat.sh[59388]: 19-02 10:04:41| 25   5  66   1   0|4971M  252M  185M 2398M|4701B 1459B|  32k 8120k|1.00   264 |7818    11k|0.49 0.85 0.86|1.0   0   0|   0     0 |           | 18  292    0   45    0
Feb 19 10:04:42 ubuntu dstat.sh[59388]: 19-02 10:04:42| 13   3  80   2   0|4971M  252M  185M 2398M|4632B 1618B|  16k 8094k|1.00   552 |5356  8706 |0.61 0.87 0.86|  0   0   0|   0     0 |           | 18  291    0   45    0
Feb 19 10:04:43 ubuntu dstat.sh[59388]: 19-02 10:04:43|  9   2  86   1   0|4971M  252M  185M 2398M|4278B 1458B|   0  1844k|   0   179 |3586  5106 |0.61 0.87 0.86|  0   0   0|   0     0 |           | 18  291    0   45    0
Feb 19 10:04:44 ubuntu dstat.sh[59388]: 19-02 10:04:44|  5   1  91   0   0|4971M  252M  185M 2398M|4786B 1615B|   0   949k|   0  76.8 |2142  2903 |0.61 0.87 0.86|2.0   0   0|   0     0 |           | 18  292    0   45    0
Feb 19 10:04:45 ubuntu dstat.sh[59388]: 19-02 10:04:45| 25   5  67   2   0|4971M  252M  185M 2398M|4396B 1626B|   0  2344k|   0   317 |7753    11k|0.61 0.87 0.86|2.0   0   0|   0     0 |           | 18  292    0   45    0
Feb 19 10:04:46 ubuntu dstat.sh[59388]: 19-02 10:04:46| 25   6  66   2   0|4971M  252M  185M 2398M|4504B 1621B|   0  3755k|   0   386 |7946    12k|0.61 0.87 0.86|1.0   0   0|   0     0 |           | 18  292    0   45    0
Feb 19 10:04:47 ubuntu dstat.sh[59388]: 19-02 10:04:47| 16   4  76   1   0|4971M  252M  185M 2399M|3202B  486B|  32k 2987k|1.00   262 |5880  8499 |0.72 0.89 0.87|  0   0   0|   0     0 |           | 18  291    0   45    0
Feb 19 10:04:48 ubuntu dstat.sh[59388]: 19-02 10:04:48| 10   2  85   1   0|4970M  252M  185M 2399M|3360B  701B|   0  2326k|   0   207 |3520  5074 |0.72 0.89 0.87|1.0   0   0|   0     0 |           | 18  291    0   46    0
Feb 19 10:04:49 ubuntu dstat.sh[59388]: 19-02 10:04:49| 25   5  65   2   0|4971M  251M  185M 2399M|4238B 1079B|   0  7364k|   0   647 |8469    14k|0.72 0.89 0.87|1.0   0   0|   0     0 |           | 18  292    0   47    0
Feb 19 10:04:50 ubuntu dstat.sh[59388]: 19-02 10:04:50| 25   6  67   1   0|4972M  250M  185M 2399M|3737B  973B|   0  3275k|   0   294 |8134    12k|0.72 0.89 0.87|  0 1.0 1.0|   0     0 |           | 18  292    0   49    0
Feb 19 10:04:51 ubuntu dstat.sh[59388]: 19-02 10:04:51| 10   2  84   1   0|4972M  250M  185M 2400M|4425B 1349B|   0  2126k|   0   156 |4019  5975 |0.72 0.89 0.87|1.0   0   0|   0     0 |           | 18  291    0   49    0
Feb 19 10:04:52 ubuntu dstat.sh[59388]: 19-02 10:04:52| 16   4  77   1   0|4971M  250M  185M 2400M|4415B 1458B|   0  1904k|   0   213 |5578  8101 |0.66 0.87 0.86|3.0   0   0|   0     0 |           | 18  292    0   49    0
Feb 19 10:04:53 ubuntu dstat.sh[59388]: 19-02 10:04:53| 25   6  64   2   0|4972M  249M  185M 2400M|4727B 1616B|   0  4009k|   0   474 |8626    13k|0.66 0.87 0.86|1.0   0   0|   0     0 |           | 18  292    0   51    0
Feb 19 10:04:54 ubuntu dstat.sh[59388]: 19-02 10:04:54| 25   5  67   2   0|4972M  249M  185M 2400M|4235B 1464B|   0  6964k|   0   491 |8295    12k|0.66 0.87 0.86|2.0   0   0|   0     0 |           | 18  292    0   51    0
Feb 19 10:04:55 ubuntu dstat.sh[59388]: 19-02 10:04:55|  6   2  89   1   0|4972M  249M  185M 2400M|4497B 1619B|   0  8270k|   0   971 |2978  4649 |0.66 0.87 0.86|  0   0   0|   0     0 |           | 18  291    0   53    0
Feb 19 10:04:56 ubuntu dstat.sh[59388]: 19-02 10:04:56| 20   4  71   2   0|4972M  248M  185M 2401M|5284B 1621B|  32k 2606k|1.00   311 |6536  9837 |0.66 0.87 0.86|1.0   0   0|   0     0 |           | 18  292    0   55    0
Feb 19 10:04:57 ubuntu dstat.sh[59388]: 19-02 10:04:57| 25   5  65   2   0|4972M  248M  185M 2401M|5495B 1458B|   0  3908k|   0   426 |8686    13k|0.69 0.88 0.86|1.0   0   0|   0     0 |           | 18  292    0   55    0
Feb 19 10:04:58 ubuntu dstat.sh[59388]: 19-02 10:04:58| 25   5  66   2   0|4973M  247M  185M 2401M|5703B 1621B|  96k 7684k|5.00   523 |7613    11k|0.69 0.88 0.86|1.0   0   0|   0     0 |           | 18  292    0   56    0
Feb 19 10:04:59 ubuntu dstat.sh[59388]: 19-02 10:04:59| 25   4  67   2   0|4973M  246M  185M 2402M|5041B 1704B|   0  3508k|   0   355 |8034    12k|0.69 0.88 0.86|1.0   0   0|   0     0 |           | 18  292    0   62    0
Feb 19 10:05:00 ubuntu dstat.sh[59388]: 19-02 10:05:00| 26   5  63   2   0|4973M  246M  185M 2402M|4319B 1451B|   0  4026k|   0   478 |8952    14k|0.69 0.88 0.86|2.0   0 1.0|   0     0 |           | 18  292    0   64    0
Feb 19 10:05:01 ubuntu dstat.sh[59388]: 19-02 10:05:01| 25   7  66   1   0|4975M  244M  185M 2402M|4809B 1623B|   0  3194k|   0   252 |8227    12k|0.69 0.88 0.86|2.0   0 3.0|   0     0 |           | 18  293    0   64    0
Feb 19 10:05:02 ubuntu dstat.sh[59388]: 19-02 10:05:02|  7   2  89   1   0|4975M  243M  185M 2402M|4296B 1458B|   0  6497k|   0   447 |3323  5519 |0.64 0.86 0.86|  0   0   0|   0     0 |           | 18  292    0   66    0
Feb 19 10:05:03 ubuntu dstat.sh[59388]: 19-02 10:05:03| 20   4  72   1   0|4975M  243M  185M 2403M|3963B 1136B|   0  1972k|   0   270 |6710    10k|0.64 0.86 0.86|2.0 1.0   0|   0     0 |           | 18  293    0   68    0
Feb 19 10:05:04 ubuntu dstat.sh[59388]: 19-02 10:05:04| 25   5  65   2   0|4975M  243M  185M 2403M|4775B 1563B|   0  4283k|   0   439 |8538    13k|0.64 0.86 0.86|1.0   0 1.0|   0     0 |           | 18  293    0   65    0
Feb 19 10:05:05 ubuntu dstat.sh[59388]: 19-02 10:05:05| 24   5  67   1   0|4977M  241M  185M 2403M|3334B  594B|   0  2560k|   0   283 |7641    11k|0.64 0.86 0.86|  0   0   0|   0     0 |           | 18  292    0   67    0
Feb 19 10:05:06 ubuntu dstat.sh[59388]: 19-02 10:05:06|  3   1  94   1   0|4977M  241M  185M 2403M|4264B 1404B|   0  1484k|   0  88.0 |1759  2604 |0.64 0.86 0.86|1.0   0   0|   0     0 |           | 18  293    0   67    0
Feb 19 10:05:07 ubuntu dstat.sh[59388]: 19-02 10:05:07| 12   2  82   1   0|4977M  241M  185M 2403M|3891B 1295B|   0  3350k|   0   265 |4246  6393 |0.58 0.85 0.85|  0   0   0|   0     0 |           | 18  292    0   71    0
Feb 19 10:05:08 ubuntu dstat.sh[59388]: 19-02 10:05:08| 17   3  77   1   0|4977M  240M  185M 2403M|3643B 1081B|   0  2018k|   0   215 |5384  7730 |0.58 0.85 0.85|2.0   0   0|   0     0 |           | 18  294    0   63    0
Feb 19 10:05:09 ubuntu dstat.sh[59388]: 19-02 10:05:09| 25   5  66   2   0|4978M  240M  185M 2404M|4102B 1025B|   0  3656k|   0   428 |8359    13k|0.58 0.85 0.85|1.0   0   0|   0     0 |           | 18  293    0   63    0
Feb 19 10:05:10 ubuntu dstat.sh[59388]: 19-02 10:05:10| 24   5  67   2   0|4979M  238M  185M 2404M|4000B 1080B|   0  9017k|   0   586 |8151    13k|0.58 0.85 0.85|1.0   0 1.0|   0     0 |           | 18  293    0   64    0
Feb 19 10:05:11 ubuntu dstat.sh[59388]: 19-02 10:05:11| 25   6  66   2   0|4979M  238M  185M 2404M|4636B 1190B|   0    11M|   0  1406 |8952    13k|0.58 0.85 0.85|1.0   0   0|   0     0 |           | 18  293    0   64    0
Feb 19 10:05:12 ubuntu dstat.sh[59388]: 19-02 10:05:12| 25   5  66   1   0|4980M  237M  185M 2404M|5714B 1619B|   0  2151k|   0   223 |7849    12k|0.70 0.87 0.86|1.0   0   0|   0     0 |           | 18  293    0   61    0
Feb 19 10:05:13 ubuntu dstat.sh[59388]: 19-02 10:05:13| 12   4  82   0   0|4980M  236M  185M 2405M|5867B 1609B|  60k 1154k|3.01  79.1 |4912  7253 |0.70 0.87 0.86|1.0   0   0|   0     0 |           | 18  293    0   61    0
Feb 19 10:05:14 ubuntu dstat.sh[59388]: 19-02 10:05:14| 21   5  71   2   0|4984M  232M  185M 2405M|4663B 1565B|   0  1843k|   0   220 |6415  9012 |0.70 0.87 0.86|1.0 1.0 1.0|   0     0 |           | 18  293    0   62    0
Feb 19 10:05:15 ubuntu dstat.sh[59388]: 19-02 10:05:15| 26   6  63   2   0|4985M  231M  185M 2405M|4683B 1404B|   0  7803k|   0   635 |9300    14k|0.70 0.87 0.86|1.0   0   0|   0     0 |           | 18  293    0   64    0
Feb 19 10:05:16 ubuntu dstat.sh[59388]: 19-02 10:05:16| 25   4  67   1   0|4985M  230M  185M 2405M|4077B 1135B|   0  2390k|   0   248 |7759    11k|0.70 0.87 0.86|2.0   0   0|   0     0 |           | 18  293    0   66    0
Feb 19 10:05:17 ubuntu dstat.sh[59388]: 19-02 10:05:17| 25   4  68   2   0|4986M  230M  185M 2406M|4608B 1561B|   0  3198k|   0   376 |7057    10k|0.80 0.88 0.87|1.0   0   0|   0     0 |           | 18  293    0   59    0
Feb 19 10:05:18 ubuntu dstat.sh[59388]: 19-02 10:05:18| 25   6  65   2   0|4985M  230M  185M 2406M|4736B 1569B|   0  2854k|   0   328 |7856    12k|0.80 0.88 0.87|1.0   0   0|   0     0 |           | 18  293    0   59    0
Feb 19 10:05:19 ubuntu dstat.sh[59388]: 19-02 10:05:19| 25   5  67   1   0|4987M  228M  185M 2406M|4528B 1511B|   0  2198k|   0   213 |8034    12k|0.80 0.88 0.87|1.0   0   0|   0     0 |           | 18  293    0   60    0
Feb 19 10:05:20 ubuntu dstat.sh[59388]: 19-02 10:05:20| 18   4  74   2   0|4988M  227M  185M 2406M|4602B 1565B|   0  9065k|   0   691 |6171    10k|0.80 0.88 0.87|1.0   0 1.0|   0     0 |           | 18  292    0   61    0
Feb 19 10:05:21 ubuntu dstat.sh[59388]: 19-02 10:05:21| 10   3  85   1   0|4988M  227M  185M 2406M|4615B 1569B|   0  1359k|   0   155 |3256  4632 |0.80 0.88 0.87|2.0   0   0|   0     0 |           | 18  292    0   59    0
Feb 19 10:05:22 ubuntu dstat.sh[59388]: 19-02 10:05:22|  3   1  94   1   0|4988M  227M  185M 2406M|4427B 1511B|   0  2411k|   0   119 |1941  3013 |0.74 0.87 0.86|1.0   0   0|   0     0 |           | 18  292    0   60    0
Feb 19 10:05:23 ubuntu dstat.sh[59388]: 19-02 10:05:23| 23   5  67   2   0|4989M  226M  185M 2407M|3835B 1352B|   0  2960k|   0   421 |7923    12k|0.74 0.87 0.86|2.0   0   0|   0     0 |           | 18  293    0   60    0
Feb 19 10:05:24 ubuntu dstat.sh[59388]: 19-02 10:05:24| 29   7  59   2   0|4989M  225M  185M 2407M|3803B 1292B|  32k 4441k|1.00   509 |9754    20k|0.74 0.87 0.86|2.0   0  36|   0     0 |           | 18  293    0   61    0
Feb 19 10:05:25 ubuntu dstat.sh[59388]: 19-02 10:05:25| 25   5  66   2   0|4990M  224M  185M 2407M|4146B 1601B|   0  7607k|   0   549 |8644    14k|0.74 0.87 0.86|1.0   0   0|   0     0 |           | 18  293    0   58    0
Feb 19 10:05:26 ubuntu dstat.sh[59388]: 19-02 10:05:26| 16   4  77   2   0|4988M  226M  185M 2407M|3941B 1080B|   0  9614k|   0  1169 |5214  7047 |0.74 0.87 0.86|  0   0   0|   0     0 |           | 18  292    0   60    0
