Feb 13 09:28:21 np0000000052 systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 13 09:28:21 np0000000052 dstat.sh[59573]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 13 09:28:21 np0000000052 dstat.sh[59573]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 13 09:38:37 np0000000052 dstat.sh[59573]: 13-02 09:38:37| 23   4  71   1   0|5086M  240M  184M 2300M|4800B 1458B|1296k  576k| 135  14.0 |2700  2706 |0.51 1.14 0.98|2.0   0 3.0|   0     0 |           | 18  290    0   22    0
Feb 13 09:38:38 np0000000052 dstat.sh[59573]: 13-02 09:38:38| 25   4  69   0   0|5126M  199M  184M 2300M|4601B 1625B|  16k  754k|1.00  58.2 |4184  4999 |0.51 1.14 0.98|1.0   0   0|   0     0 |           | 18  291    0   23    0
Feb 13 09:38:39 np0000000052 dstat.sh[59573]: 13-02 09:38:39| 25   4  69   1   0|5133M  192M  184M 2300M|4615B 1609B| 226k  703k|29.8  77.5 |5971  8471 |0.51 1.14 0.98|1.0   0   0|   0     0 |           | 18  294    0   24    0
Feb 13 09:38:40 np0000000052 dstat.sh[59573]: 13-02 09:38:40| 26   4  67   1   0|5127M  197M  184M 2301M|4051B 1632B| 967k 1270k|62.5   174 |4492  5823 |0.51 1.14 0.98|1.0   0 1.0|   0     0 |           | 18  301    0   22    0
Feb 13 09:38:41 np0000000052 dstat.sh[59573]: 13-02 09:38:41|  3   0  94   0   0|5127M  196M  184M 2302M|4360B 1613B|   0   203k|   0  12.9 |1486  2029 |0.51 1.14 0.98|  0   0 1.0|   0     0 |           | 18  299    0   22    0
Feb 13 09:38:42 np0000000052 dstat.sh[59573]: 13-02 09:38:42| 23   5  68   2   0|5123M  200M  184M 2302M|5256B 1626B| 112k 6106k|7.03   535 |7484    11k|0.55 1.14 0.98|4.0   0   0|   0     0 |           | 18  302    0   22    0
Feb 13 09:38:43 np0000000052 dstat.sh[59573]: 13-02 09:38:43| 25   4  67   2   0|5119M  204M  184M 2302M|4743B 1621B|   0  4406k|   0   374 |7927    12k|0.55 1.14 0.98|1.0   0   0|   0     0 |           | 18  302    0   25    0
Feb 13 09:38:44 np0000000052 dstat.sh[59573]: 13-02 09:38:44| 11   3  82   1   0|5113M  210M  184M 2302M|5269B 1619B|  16k 6915k|1.00   817 |4597  6618 |0.55 1.14 0.98|  0   0   0|   0     0 |           | 18  301    0   26    0
Feb 13 09:38:45 np0000000052 dstat.sh[59573]: 13-02 09:38:45| 15   3  78   1   0|5109M  213M  184M 2303M|4056B 1455B|  48k 1613k|2.99   187 |5283  7424 |0.55 1.14 0.98|3.0   0   0|   0     0 |           | 18  307    0   26    0
Feb 13 09:38:46 np0000000052 dstat.sh[59573]: 13-02 09:38:46| 25   5  66   2   0|5110M  212M  184M 2303M|4209B 1623B|   0  3391k|   0   333 |7952    12k|0.55 1.14 0.98|2.0   0 1.0|   0     0 |           | 18  306    0   26    0
Feb 13 09:38:47 np0000000052 dstat.sh[59573]: 13-02 09:38:47| 15   4  78   1   0|5108M  214M  184M 2303M|4620B 1614B|   0  4388k|   0   332 |5445  8230 |0.58 1.13 0.98|3.0   0   0|   0     0 |           | 18  305    0   29    0
Feb 13 09:38:48 np0000000052 dstat.sh[59573]: 13-02 09:38:48| 12   3  82   2   0|5103M  219M  184M 2303M|4391B 1624B|   0  5807k|   0   403 |4495  6943 |0.58 1.13 0.98|2.0   0   0|   0     0 |           | 18  306    0   29    0
Feb 13 09:38:49 np0000000052 dstat.sh[59573]: 13-02 09:38:49| 25   6  67   2   0|5101M  221M  184M 2303M|4686B 1622B|   0  2732k|   0   291 |7563    11k|0.58 1.13 0.98|1.0   0   0|   0     0 |           | 18  306    0   29    0
Feb 13 09:38:50 np0000000052 dstat.sh[59573]: 13-02 09:38:50| 24   5  67   1   0|5100M  222M  184M 2304M|4361B 1613B|   0  1262k|   0   139 |7084  9840 |0.58 1.13 0.98|2.0   0   0|   0     0 |           | 18  306    0   29    0
Feb 13 09:38:51 np0000000052 dstat.sh[59573]: 13-02 09:38:51| 24   5  67   2   0|5098M  223M  184M 2304M|4261B 1620B|   0  2181k|   0   269 |7885    12k|0.58 1.13 0.98|1.0   0   0|   0     0 |           | 18  306    0   31    0
Feb 13 09:38:52 np0000000052 dstat.sh[59573]: 13-02 09:38:52| 14   3  80   0   0|5098M  223M  184M 2304M|4322B 1566B|   0   880k|   0  73.0 |4380  6155 |0.62 1.13 0.98|1.0   0 3.0|   0     0 |           | 18  309    0   31    0
Feb 13 09:38:53 np0000000052 dstat.sh[59573]: 13-02 09:38:53| 14   3  81   1   0|5097M  224M  184M 2304M|4049B 1511B|   0  1131k|   0   134 |4610  6588 |0.62 1.13 0.98|3.0   0   0|   0     0 |           | 18  309    0   31    0
Feb 13 09:38:54 np0000000052 dstat.sh[59573]: 13-02 09:38:54| 25   5  65   2   0|5096M  225M  184M 2304M|4324B 1622B|   0  3299k|   0   396 |8342    13k|0.62 1.13 0.98|2.0   0   0|   0     0 |           | 18  309    0   31    0
Feb 13 09:38:55 np0000000052 dstat.sh[59573]: 13-02 09:38:55| 25   5  67   2   0|5096M  224M  184M 2305M|4575B 1668B| 289k 3195k|17.1   296 |7651    11k|0.62 1.13 0.98|1.0   0   0|   0     0 |           | 18  309    0   31    0
Feb 13 09:38:56 np0000000052 dstat.sh[59573]: 13-02 09:38:56|  4   1  92   0   0|5096M  224M  184M 2305M|5014B 1612B|   0  2869k|   0   171 |1926  3012 |0.62 1.13 0.98|5.0   0 1.0|   0     0 |           | 18  308    0   32    0
Feb 13 09:38:57 np0000000052 dstat.sh[59573]: 13-02 09:38:57| 13   3  82   2   0|5098M  222M  184M 2305M|5618B 1626B| 100k 5476k|6.02   413 |4387  6553 |0.73 1.15 0.99|  0   0   0|   0     0 |           | 18  308    0   33    0
Feb 13 09:38:58 np0000000052 dstat.sh[59573]: 13-02 09:38:58| 13   2  83   1   0|5099M  220M  184M 2305M|6283B 1616B|   0  1133k|   0   144 |3639  4903 |0.73 1.15 0.99|  0   0   0|   0     0 |           | 18  308    0   34    0
Feb 13 09:38:59 np0000000052 dstat.sh[59573]: 13-02 09:38:59|  5   1  93   0   0|5096M  224M  184M 2305M|5179B 1722B|   0  5846k|   0   725 |2136  2338 |0.73 1.15 0.99|1.0   0 1.0|   0     0 |           | 18  309    0   34    0
Feb 13 09:39:00 np0000000052 dstat.sh[59573]: 13-02 09:39:00| 25   6  64   3   0|5096M  223M  184M 2305M|4488B 1459B|   0  4968k|   0   524 |8593    13k|0.73 1.15 0.99|2.0   0 2.0|   0     0 |           | 18  309    0   36    0
Feb 13 09:39:01 np0000000052 dstat.sh[59573]: 13-02 09:39:01| 25   5  66   2   0|5097M  222M  184M 2306M|4302B 1753B|   0  3446k|   0   342 |8166    12k|0.73 1.15 0.99|1.0   0   0|   0     0 |           | 18  309    0   32    0
Feb 13 09:39:02 np0000000052 dstat.sh[59573]: 13-02 09:39:02| 18   4  74   1   0|5097M  222M  184M 2306M|5001B 1621B|   0  3079k|   0   271 |5985  8862 |0.75 1.14 0.99|6.0 1.0   0|   0     0 |           | 18  308    0   32    0
Feb 13 09:39:03 np0000000052 dstat.sh[59573]: 13-02 09:39:03|  9   2  86   2   0|5097M  222M  184M 2306M|4632B 1624B|   0  5487k|   0   375 |3716  5664 |0.75 1.14 0.99|1.0 1.0   0|   0     0 |           | 18  309    0   33    0
Feb 13 09:39:04 np0000000052 dstat.sh[59573]: 13-02 09:39:04| 25   5  65   3   0|5098M  221M  184M 2306M|5919B 1619B|   0  3901k|   0   446 |8275    13k|0.75 1.14 0.99|1.0   0   0|   0     0 |           | 18  309    0   34    0
Feb 13 09:39:05 np0000000052 dstat.sh[59573]: 13-02 09:39:05| 26   5  65   1   0|5099M  220M  184M 2307M|4932B 1616B|   0  2525k|   0   274 |8174    12k|0.75 1.14 0.99|2.0   0   0|   0     0 |           | 18  309    0   34    0
Feb 13 09:39:06 np0000000052 dstat.sh[59573]: 13-02 09:39:06| 24   6  66   2   0|5100M  218M  184M 2307M|6136B 1624B|   0  3175k|   0   325 |7987    12k|0.75 1.14 0.99|4.0   0 1.0|   0     0 |           | 18  309    0   35    0
Feb 13 09:39:07 np0000000052 dstat.sh[59573]: 13-02 09:39:07| 25   5  65   3   0|5100M  218M  184M 2307M|5185B 1623B|  32k 5593k|1.00   555 |8920    14k|0.93 1.18 1.00|2.0 1.0   0|   0     0 |           | 18  309    0   35    0
Feb 13 09:39:08 np0000000052 dstat.sh[59573]: 13-02 09:39:08| 24   5  67   1   0|5101M  216M  184M 2307M|4781B 1613B|   0    12M|   0   577 |8181    12k|0.93 1.18 1.00|3.0   0   0|   0     0 |           | 18  309    0   35    0
Feb 13 09:39:09 np0000000052 dstat.sh[59573]: 13-02 09:39:09| 27   8  61   2   0|5127M  190M  184M 2310M|5381B 1464B|   0  3515k|   0   425 |8836    16k|0.93 1.18 1.00|6.0   0  34|   0     0 |           | 18  309    0   36    0
Feb 13 09:39:10 np0000000052 dstat.sh[59573]: 13-02 09:39:10| 25   5  66   1   0|5101M  216M  184M 2308M|5087B 1616B|   0  1951k|   0   215 |8516    15k|0.93 1.18 1.00|2.0   0 2.0|   0     0 |           | 18  309    0   37    0
Feb 13 09:39:11 np0000000052 dstat.sh[59573]: 13-02 09:39:11|  8   2  88   1   0|5101M  216M  184M 2308M|5750B 1617B|   0  1362k|   0   133 |3371  5105 |0.93 1.18 1.00|  0   0   0|   0     0 |           | 18  308    0   37    0
Feb 13 09:39:12 np0000000052 dstat.sh[59573]: 13-02 09:39:12|  8   2  87   1   0|5101M  216M  184M 2308M|5625B 1621B|   0  3021k|   0   260 |3549  5402 |0.86 1.16 0.99|1.0   0   0|   0     0 |           | 18  308    0   38    0
Feb 13 09:39:13 np0000000052 dstat.sh[59573]: 13-02 09:39:13| 13   2  83   2   0|5101M  216M  184M 2308M|5262B 1625B|   0  6331k|   0   430 |4119  6371 |0.86 1.16 0.99|1.0   0   0|   0     0 |           | 18  309    0   39    0
Feb 13 09:39:14 np0000000052 dstat.sh[59573]: 13-02 09:39:14| 25   6  66   2   0|5102M  215M  184M 2308M|5187B 1620B|   0  3744k|   0   466 |8992    14k|0.86 1.16 0.99|1.0   0   0|   0     0 |           | 18  309    0   39    0
Feb 13 09:39:15 np0000000052 dstat.sh[59573]: 13-02 09:39:15| 24   5  68   2   0|5099M  217M  184M 2309M|5367B 1620B|  32k 9081k|1.00  1118 |8537    12k|0.86 1.16 0.99|1.0   0   0|   0     0 |           | 18  309    0   40    0
Feb 13 09:39:16 np0000000052 dstat.sh[59573]: 13-02 09:39:16|  3   1  94   0   0|5099M  217M  184M 2309M|4986B 1614B|   0  1108k|   0  92.6 |2032  3156 |0.86 1.16 0.99|  0   0 1.0|   0     0 |           | 18  308    0   40    0
Feb 13 09:39:17 np0000000052 dstat.sh[59573]: 13-02 09:39:17| 24   5  67   2   0|5100M  216M  184M 2309M|5100B 1465B|   0  4607k|   0   486 |8470    13k|0.87 1.15 0.99|2.0 1.0   0|   0     0 |           | 18  309    0   42    0
Feb 13 09:39:18 np0000000052 dstat.sh[59573]: 13-02 09:39:18| 24   5  66   2   0|5101M  215M  184M 2309M|4618B 1619B|   0  6784k|   0   464 |8809    14k|0.87 1.15 0.99|2.0   0   0|   0     0 |           | 18  309    0   43    0
Feb 13 09:39:19 np0000000052 dstat.sh[59573]: 13-02 09:39:19| 12   2  83   1   0|5101M  214M  184M 2310M|4735B 1618B|  16k 5814k|1.00   398 |5037  8003 |0.87 1.15 0.99|  0   0   0|   0     0 |           | 18  308    0   43    0
Feb 13 09:39:20 np0000000052 dstat.sh[59573]: 13-02 09:39:20| 15   4  79   2   1|5102M  214M  184M 2310M|4688B 1665B|   0  2536k|   0   260 |5514  8561 |0.87 1.15 0.99|1.0   0   0|   0     0 |           | 18  309    0   44    0
Feb 13 09:39:21 np0000000052 dstat.sh[59573]: 13-02 09:39:21| 25   5  65   2   0|5101M  214M  184M 2310M|4319B 1619B|   0  4099k|   0   457 |9212    15k|0.87 1.15 0.99|1.0   0   0|   0     0 |           | 18  309    0   44    0
Feb 13 09:39:22 np0000000052 dstat.sh[59573]: 13-02 09:39:22| 22   5  69   2   0|5104M  211M  184M 2310M|4392B 1618B|  16k 3676k|1.00   367 |7825    12k|0.88 1.15 0.99|  0 2.0   0|   0     0 |           | 18  308    0   45    0
Feb 13 09:39:23 np0000000052 dstat.sh[59573]: 13-02 09:39:23|  6   2  91   1   0|5104M  211M  184M 2310M|4504B 1621B|   0  1906k|   0   148 |2508  3780 |0.88 1.15 0.99|1.0   0   0|   0     0 |           | 18  309    0   45    0
Feb 13 09:39:24 np0000000052 dstat.sh[59573]: 13-02 09:39:24| 24   6  64   3   0|5104M  210M  184M 2311M|4559B 1620B|   0  5079k|   0   570 |9418    15k|0.88 1.15 0.99|1.0 1.0   0|   0     0 |           | 18  309    0   46    0
Feb 13 09:39:25 np0000000052 dstat.sh[59573]: 13-02 09:39:25| 26   6  65   2   0|5106M  207M  184M 2311M|4290B 1459B|   0  8505k|   0   596 |8952    14k|0.88 1.15 0.99|1.0   0 6.0|   0     0 |           | 18  309    0   46    0
Feb 13 09:39:26 np0000000052 dstat.sh[59573]: 13-02 09:39:26| 24   4  67   2   0|5107M  207M  184M 2311M|4918B 1619B|  96k 2815k|5.00   277 |7615    11k|0.88 1.15 0.99|1.0   0 1.0|   0     0 |           | 18  309    0   50    0
Feb 13 09:39:27 np0000000052 dstat.sh[59573]: 13-02 09:39:27| 26   6  64   2   0|5107M  207M  184M 2312M|4624B 1615B|  32k 5142k|1.00   548 |9353    15k|0.89 1.15 0.99|2.0 1.0   0|   0     0 |           | 18  309    0   50    0
Feb 13 09:39:28 np0000000052 dstat.sh[59573]: 13-02 09:39:28| 27   6  64   2   0|5111M  202M  184M 2312M|4688B 1623B|   0  7368k|   0   538 |  11k   18k|0.89 1.15 0.99|2.0   0 1.0|   0     0 |           | 18  310    0   54    0
Feb 13 09:39:29 np0000000052 dstat.sh[59573]: 13-02 09:39:29|  9   2  85   1   0|5112M  201M  184M 2312M|4477B 1614B|   0  2017k|   0   212 |3640  5409 |0.89 1.15 0.99|  0   0   0|   0     0 |           | 18  308    0   56    0
Feb 13 09:39:30 np0000000052 dstat.sh[59573]: 13-02 09:39:30| 26   5  65   2   0|5111M  201M  184M 2313M|4903B 1626B| 161k   11M|10.0  1314 |9119    13k|0.89 1.15 0.99|3.0   0   0|   0     0 |           | 18  309    0   58    0
Feb 13 09:39:31 np0000000052 dstat.sh[59573]: 13-02 09:39:31| 26   6  64   3   0|5112M  200M  184M 2313M|5307B 1620B|   0  4296k|   0   423 |9153    14k|0.89 1.15 0.99|1.0 2.0 1.0|   0     0 |           | 18  309    0   59    0
Feb 13 09:39:32 np0000000052 dstat.sh[59573]: 13-02 09:39:32| 18   3  75   2   0|5113M  199M  184M 2314M|5555B 1618B|   0  3591k|   0   342 |6346  9792 |0.90 1.14 1.00|1.0 2.0   0|   0     0 |           | 18  308    0   61    0
Feb 13 09:39:33 np0000000052 dstat.sh[59573]: 13-02 09:39:33| 11   3  85   1   0|5113M  198M  184M 2314M|5642B 1462B|   0  5315k|   0   318 |3677  5636 |0.90 1.14 1.00|3.0   0   0|   0     0 |           | 18  309    0   49    0
Feb 13 09:39:34 np0000000052 dstat.sh[59573]: 13-02 09:39:34|  4   1  92   1   0|5113M  198M  184M 2314M|5605B 1612B|  32k 4017k|1.00   275 |2445  4044 |0.90 1.14 1.00|  0   0   0|   0     0 |           | 18  308    0   50    0
Feb 13 09:39:35 np0000000052 dstat.sh[59573]: 13-02 09:39:35| 24   5  67   2   0|5114M  197M  184M 2314M|5637B 1625B|   0  4710k|   0   438 |8180    13k|0.90 1.14 1.00|2.0   0   0|   0     0 |           | 18  309    0   50    0
Feb 13 09:39:36 np0000000052 dstat.sh[59573]: 13-02 09:39:36| 25   5  66   2   0|5114M  196M  184M 2314M|5637B 1619B|   0  4516k|   0   434 |8753    14k|0.90 1.14 1.00|2.0   0 1.0|   0     0 |           | 18  309    0   50    0
Feb 13 09:39:37 np0000000052 dstat.sh[59573]: 13-02 09:39:37| 25   5  66   2   0|5115M  196M  184M 2315M|5179B 1663B|   0  2745k|   0   300 |8630    13k|0.83 1.13 0.99|2.0   0   0|   0     0 |           | 18  309    0   52    0
Feb 13 09:39:38 np0000000052 dstat.sh[59573]: 13-02 09:39:38| 25   6  66   2   0|5115M  195M  184M 2315M|4628B 1623B|   0  3125k|   0   369 |8548    13k|0.83 1.13 0.99|1.0   0   0|   0     0 |           | 18  309    0   53    0
Feb 13 09:39:39 np0000000052 dstat.sh[59573]: 13-02 09:39:39| 13   3  81   1   0|5116M  194M  184M 2315M|4679B 1620B|  60k 3943k|3.00   241 |4826  7319 |0.83 1.13 0.99|  0 2.0   0|   0     0 |           | 18  309    0   54    0
Feb 13 09:39:40 np0000000052 dstat.sh[59573]: 13-02 09:39:40| 14   4  78   2   0|5116M  194M  184M 2315M|4361B 1613B|   0  6340k|   0   465 |5792  8953 |0.83 1.13 0.99|1.0   0   0|   0     0 |           | 18  309    0   54    0
Feb 13 09:39:41 np0000000052 dstat.sh[59573]: 13-02 09:39:41| 25   5  66   2   0|5116M  193M  184M 2316M|4902B 1507B|   0  3835k|   0   420 |8341    13k|0.83 1.13 0.99|1.0   0   0|   0     0 |           | 18  309    0   54    0
Feb 13 09:39:42 np0000000052 dstat.sh[59573]: 13-02 09:39:42| 25   4  69   1   0|5117M  192M  184M 2316M|5051B 1618B|   0  2361k|   0   245 |7333    11k|0.76 1.11 0.98|  0 1.0   0|   0     0 |           | 18  309    0   51    0
Feb 13 09:39:43 np0000000052 dstat.sh[59573]: 13-02 09:39:43| 24   5  66   2   0|5117M  191M  184M 2316M|5586B 1622B|   0  3981k|   0   440 |8788    14k|0.76 1.11 0.98|2.0 1.0   0|   0     0 |           | 18  309    0   51    0
Feb 13 09:39:44 np0000000052 dstat.sh[59573]: 13-02 09:39:44| 24   5  67   2   0|5118M  191M  184M 2316M|5377B 1616B|   0  3088k|   0   347 |8660    13k|0.76 1.11 0.98|1.0   0   0|   0     0 |           | 18  309    0   52    0
Feb 13 09:39:45 np0000000052 dstat.sh[59573]: 13-02 09:39:45| 25   5  67   2   0|5119M  190M  184M 2317M|4781B 1625B|   0  3583k|   0   318 |8119    12k|0.76 1.11 0.98|1.0 1.0   0|   0     0 |           | 18  310    0   54    0
Feb 13 09:39:46 np0000000052 dstat.sh[59573]: 13-02 09:39:46|  7   2  87   2   0|5120M  188M  184M 2317M|4837B 1612B|   0    15M|   0  1519 |3898  6415 |0.76 1.11 0.98|  0   0 1.0|   0     0 |           | 18  308    0   51    0
Feb 13 09:39:47 np0000000052 dstat.sh[59573]: 13-02 09:39:47| 10   3  85   1   0|5120M  188M  184M 2317M|4517B 1620B|   0  1500k|   0   186 |3532  5177 |0.70 1.09 0.98|1.0   0   0|   0     0 |           | 18  308    0   53    0
Feb 13 09:39:48 np0000000052 dstat.sh[59573]: 13-02 09:39:48| 12   2  84   2   0|5120M  188M  184M 2317M|4824B 1628B|   0  1672k|   0   212 |3948  6116 |0.70 1.09 0.98|1.0 1.0   0|   0     0 |           | 18  309    0   53    0
Feb 13 09:39:49 np0000000052 dstat.sh[59573]: 13-02 09:39:49| 23   6  66   2   0|5120M  187M  184M 2317M|4494B 1618B|   0  5960k|   0   547 |9207    15k|0.70 1.09 0.98|7.0   0   0|   0     0 |           | 18  309    0   53    0
Feb 13 09:39:50 np0000000052 dstat.sh[59573]: 13-02 09:39:50| 25   6  67   2   0|5121M  186M  184M 2318M|4525B 1460B|   0  4006k|   0   400 |9340    14k|0.70 1.09 0.98|1.0   0   0|   0     0 |           | 18  309    0   51    0
Feb 13 09:39:51 np0000000052 dstat.sh[59573]: 13-02 09:39:51| 18   3  75   1   0|5121M  186M  184M 2318M|4597B 1612B|   0  2746k|   0   268 |5776  8753 |0.70 1.09 0.98|1.0   0   0|   0     0 |           | 18  308    0   52    0
Feb 13 09:39:52 np0000000052 dstat.sh[59573]: 13-02 09:39:52|  9   3  85   2   0|5121M  186M  184M 2318M|4607B 1627B|   0  7621k|   0   517 |4285  7059 |0.64 1.07 0.97|1.0   0   0|   0     0 |           | 18  309    0   52    0
Feb 13 09:39:53 np0000000052 dstat.sh[59573]: 13-02 09:39:53| 25   5  65   3   0|5121M  186M  184M 2318M|4316B 1618B|   0  4496k|   0   499 |8715    14k|0.64 1.07 0.97|1.0   0   0|   0     0 |           | 18  309    0   53    0
Feb 13 09:39:54 np0000000052 dstat.sh[59573]: 13-02 09:39:54| 24   4  68   1   0|5122M  184M  184M 2318M|4612B 1617B|   0  1952k|   0   184 |7786    12k|0.64 1.07 0.97|1.0   0   0|   0     0 |           | 18  310    0   51    0
Feb 13 09:39:55 np0000000052 dstat.sh[59573]: 13-02 09:39:55| 10   3  85   1   0|5123M  184M  184M 2319M|4553B 1618B|   0  2121k|   0   219 |3828  5863 |0.64 1.07 0.97|1.0   0   0|   0     0 |           | 18  308    0   53    0
Feb 13 09:39:56 np0000000052 dstat.sh[59573]: 13-02 09:39:56| 16   4  77   1   0|5123M  183M  184M 2319M|5788B 1628B|   0  2866k|   0   267 |5444  8043 |0.64 1.07 0.97|1.0 1.0 1.0|   0     0 |           | 18  309    0   54    0
Feb 13 09:39:57 np0000000052 dstat.sh[59573]: 13-02 09:39:57| 25   5  65   2   0|5123M  183M  184M 2319M|6337B 1619B|   0  4380k|   0   501 |8561    13k|0.67 1.07 0.97|6.0   0   0|   0     0 |           | 18  309    0   54    0
Feb 13 09:39:58 np0000000052 dstat.sh[59573]: 13-02 09:39:58| 24   5  67   1   0|5124M  181M  184M 2319M|5669B 1454B|  16k 7517k|1.00   503 |8079    12k|0.67 1.07 0.97|1.0 1.0   0|   0     0 |           | 18  309    0   53    0
Feb 13 09:39:59 np0000000052 dstat.sh[59573]: 13-02 09:39:59|  6   1  90   1   0|5125M  181M  184M 2319M|5562B 1712B|   0  1786k|   0   167 |2528  4008 |0.67 1.07 0.97|  0   0   0|   0     0 |           | 18  308    0   54    0
Feb 13 09:40:00 np0000000052 dstat.sh[59573]: 13-02 09:40:00| 22   4  70   2   0|5125M  180M  184M 2319M|4530B 1624B|   0  2872k|   0   328 |6755    10k|0.67 1.07 0.97|1.0   0 2.0|   0     0 |           | 18  309    0   54    0
Feb 13 09:40:01 np0000000052 dstat.sh[59573]: 13-02 09:40:01| 26   5  65   2   0|5123M  182M  184M 2320M|4956B 1623B|   0    10M|   0  1300 |8640    13k|0.67 1.07 0.97|2.0 1.0   0|   0     0 |           | 18  309    0   56    0
Feb 13 09:40:02 np0000000052 dstat.sh[59573]: 13-02 09:40:02| 25   5  67   1   0|5124M  181M  184M 2320M|4991B 1618B|   0  3316k|   0   304 |7227    11k|0.70 1.07 0.97|  0   0   0|   0     0 |           | 18  308    0   55    0
Feb 13 09:40:03 np0000000052 dstat.sh[59573]: 13-02 09:40:03|  2   1  95   0   0|5124M  181M  184M 2320M|4666B 1615B|   0   957k|   0  52.8 |1400  2046 |0.70 1.07 0.97|2.0   0   0|   0     0 |           | 18  308    0   55    0
Feb 13 09:40:04 np0000000052 dstat.sh[59573]: 13-02 09:40:04| 25   6  64   2   0|5124M  180M  184M 2320M|4877B 1626B|   0  5262k|   0   528 |8606    14k|0.70 1.07 0.97|2.0 1.0   0|   0     0 |           | 18  309    0   56    0
Feb 13 09:40:05 np0000000052 dstat.sh[59573]: 13-02 09:40:05| 25   5  66   2   0|5125M  179M  184M 2321M|4262B 1621B|   0  7332k|   0   546 |8860    14k|0.70 1.07 0.97|1.0   0   0|   0     0 |           | 18  309    0   56    0
Feb 13 09:40:06 np0000000052 dstat.sh[59573]: 13-02 09:40:06| 25   5  66   1   0|5126M  178M  184M 2321M|4510B 1595B|   0  3091k|   0   342 |8747    13k|0.70 1.07 0.97|1.0   0 1.0|   0     0 |           | 18  309    0   53    0
Feb 13 09:40:07 np0000000052 dstat.sh[59573]: 13-02 09:40:07| 26   6  65   2   0|5127M  177M  184M 2321M|4878B 1620B|   0  3249k|   0   347 |8488    13k|0.72 1.07 0.97|3.0   0   0|   0     0 |           | 18  309    0   53    0
Feb 13 09:40:08 np0000000052 dstat.sh[59573]: 13-02 09:40:08| 18   6  71   1   0|5130M  167M  184M 2329M|4546B 1615B|  80k 7246k|11.0   883 |6327  9206 |0.72 1.07 0.97|  0 1.0 6.0|   0     0 |           | 18  308    0   54    0
Feb 13 09:40:09 np0000000052 dstat.sh[59573]: 13-02 09:40:09| 10   3  85   2   0|5130M  166M  184M 2329M|4880B 1623B|   0  3852k|   0   330 |4010  6180 |0.72 1.07 0.97|3.0   0   0|   0     0 |           | 18  309    0   54    0
Feb 13 09:40:10 np0000000052 dstat.sh[59573]: 13-02 09:40:10| 30   9  57   3   0|5144M  152M  184M 2329M|5233B 1624B|   0    10M|   0   798 |  10k   22k|0.72 1.07 0.97|1.0   0  36|   0     0 |           | 18  309    0   54    0
Feb 13 09:40:11 np0000000052 dstat.sh[59573]: 13-02 09:40:11| 24   5  67   1   0|5145M  150M  184M 2329M|4679B 1620B|   0  2048k|   0   191 |7926    12k|0.72 1.07 0.97|2.0   0   0|   0     0 |           | 18  309    0   54    0
Feb 13 09:40:12 np0000000052 dstat.sh[59573]: 13-02 09:40:12| 19   4  73   2   0|5145M  150M  184M 2330M|4860B 1614B|  16k 2802k|1.00   296 |6144  9229 |0.74 1.06 0.98|  0   0   0|   0     0 |           | 18  308    0   56    0
Feb 13 09:40:13 np0000000052 dstat.sh[59573]: 13-02 09:40:13|  8   2  88   0   0|5145M  151M  184M 2330M|4916B 1619B|   0  1555k|   0   137 |2463  3603 |0.74 1.06 0.98|2.0   0   0|   0     0 |           | 18  309    0   56    0
Feb 13 09:40:14 np0000000052 dstat.sh[59573]: 13-02 09:40:14| 24   5  66   2   0|5143M  152M  184M 2330M|4712B 1465B|   0  3785k|   0   439 |8540    13k|0.74 1.06 0.98|3.0 1.0   0|   0     0 |           | 18  309    0   54    0
Feb 13 09:40:15 np0000000052 dstat.sh[59573]: 13-02 09:40:15| 26   6  63   3   0|5142M  153M  184M 2330M|4642B 1619B|   0    10M|   0   889 |  10k   17k|0.74 1.06 0.98|3.0   0   0|   0     0 |           | 18  309    0   54    0
Feb 13 09:40:16 np0000000052 dstat.sh[59573]: 13-02 09:40:16| 24   5  68   1   0|5142M  153M  184M 2331M|5055B 1621B|  32k 2174k|1.00   199 |7812    11k|0.74 1.06 0.98|1.0   0 1.0|   0     0 |           | 18  309    0   55    0
Feb 13 09:40:17 np0000000052 dstat.sh[59573]: 13-02 09:40:17|  6   2  89   1   0|5140M  154M  184M 2331M|4615B 1612B|   0  1955k|   0   209 |2783  4435 |0.92 1.10 0.99|1.0   0   0|   0     0 |           | 18  308    0   56    0
Feb 13 09:40:18 np0000000052 dstat.sh[59573]: 13-02 09:40:18| 22   4  72   2   0|5140M  154M  184M 2331M|5120B 1626B|   0  2771k|   0   272 |5937  8062 |0.92 1.10 0.99|1.0 1.0   0|   0     0 |           | 18  309    0   58    0
Feb 13 09:40:19 np0000000052 dstat.sh[59573]: 13-02 09:40:19| 25   6  64   3   0|5140M  153M  184M 2331M|4743B 1621B|   0  8161k|   0   721 |9398    15k|0.92 1.10 0.99|2.0 1.0   0|   0     0 |           | 18  309    0   54    0
