Feb 12 15:21:49 np0000000046 systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 12 15:21:50 np0000000046 dstat.sh[58901]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 12 15:21:50 np0000000046 dstat.sh[58901]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 12 15:32:37 np0000000046 dstat.sh[58901]: 12-02 15:32:37| 20   8  70   0   0|5050M  247M  187M 2331M|  17k 2567B|  56k  224k|2.00  11.0 |3333  3070 |0.53 1.04 0.90|1.0   0  65|   0     0 |           | 18  294    0   30    0
Feb 12 15:32:38 np0000000046 dstat.sh[58901]: 12-02 15:32:38| 23   5  72   0   0|5088M  208M  187M 2331M|4480B 1462B|  20k  586k|2.01  12.0 |2254  1851 |0.53 1.04 0.90|1.0   0 2.0|   0     0 |           | 18  294    0   30    0
Feb 12 15:32:39 np0000000046 dstat.sh[58901]: 12-02 15:32:39| 23   4  72   0   0|5118M  174M  187M 2335M|5040B 1620B|  36k  520k|6.00  9.00 |2326  1984 |0.56 1.04 0.90|1.0   0 4.0|   0     0 |           | 18  294    0   21    0
Feb 12 15:32:40 np0000000046 dstat.sh[58901]: 12-02 15:32:40| 24   5  71   1   0|5167M  125M  187M 2335M|5462B 1621B|  16k 1737k|1.00  69.0 |3336  4197 |0.56 1.04 0.90|1.0   0   0|   0     0 |           | 18  295    0   21    0
Feb 12 15:32:41 np0000000046 dstat.sh[58901]: 12-02 15:32:41| 25   4  69   1   0|5160M  131M  187M 2335M|5702B 1621B| 228k 1557k|30.0   124 |6283  8991 |0.56 1.04 0.90|4.0   0   0|   0     0 |           | 18  298    0   22    0
Feb 12 15:32:42 np0000000046 dstat.sh[58901]: 12-02 15:32:42| 27   4  67   1   0|5152M  138M  187M 2337M|4993B 1619B| 943k 1303k|60.0   183 |4902  6511 |0.56 1.04 0.90|1.0   0 1.0|   0     0 |           | 18  303    0   24    0
Feb 12 15:32:43 np0000000046 dstat.sh[58901]: 12-02 15:32:43|  3   1  95   0   0|5145M  144M  187M 2337M|4143B 1621B|   0   288k|   0  21.0 |1397  1886 |0.56 1.04 0.90|2.0   0 1.0|   0     0 |           | 18  304    0   22    0
Feb 12 15:32:44 np0000000046 dstat.sh[58901]: 12-02 15:32:44| 25   5  66   2   0|5138M  151M  187M 2337M|4499B 1620B| 112k 2844k|7.00   397 |8894    14k|0.76 1.07 0.91|1.0   0 1.0|   0     0 |           | 18  306    0   24    0
Feb 12 15:32:45 np0000000046 dstat.sh[58901]: 12-02 15:32:45| 23   5  67   2   0|5134M  155M  187M 2338M|4372B 1617B|  16k 8274k|1.00   613 |8124    13k|0.76 1.07 0.91|  0   0   0|   0     0 |           | 18  305    0   26    0
Feb 12 15:32:46 np0000000046 dstat.sh[58901]: 12-02 15:32:46|  5   2  92   1   0|5130M  159M  187M 2338M|4585B 1460B|   0  2279k|   0   146 |1917  2778 |0.76 1.07 0.91|1.0   0   0|   0     0 |           | 18  305    0   26    0
Feb 12 15:32:47 np0000000046 dstat.sh[58901]: 12-02 15:32:47| 26   5  65   2   0|5126M  163M  187M 2338M|4817B 1620B|  16k 2556k|1.00   346 |8003    12k|0.76 1.07 0.91|1.0   0   0|   0     0 |           | 18  306    0   27    0
Feb 12 15:32:48 np0000000046 dstat.sh[58901]: 12-02 15:32:48| 23   6  67   2   0|5127M  161M  187M 2338M|4678B 1619B|   0  8908k|   0   920 |8181    11k|0.76 1.07 0.91|1.0   0 2.0|   0     0 |           | 18  306    0   28    0
Feb 12 15:32:49 np0000000046 dstat.sh[58901]: 12-02 15:32:49|  5   1  91   0   0|5124M  164M  187M 2338M|4127B 1615B|   0  3082k|   0   241 |2493  4165 |0.70 1.06 0.90|1.0   0   0|   0     0 |           | 18  305    0   29    0
Feb 12 15:32:50 np0000000046 dstat.sh[58901]: 12-02 15:32:50| 21   6  70   2   0|5122M  166M  187M 2338M|4655B 1623B|   0  1767k|   0   271 |6601  9633 |0.70 1.06 0.90|3.0   0   0|   0     0 |           | 18  308    0   30    0
Feb 12 15:32:51 np0000000046 dstat.sh[58901]: 12-02 15:32:51| 25   5  66   2   0|5121M  166M  187M 2339M|4654B 1623B|   0  6792k|   0   495 |7827    12k|0.70 1.06 0.90|4.0   0   0|   0     0 |           | 18  308    0   31    0
Feb 12 15:32:52 np0000000046 dstat.sh[58901]: 12-02 15:32:52| 25   5  65   1   0|5119M  168M  187M 2339M|4542B 1760B|   0  3023k|   0   287 |7748    11k|0.70 1.06 0.90|1.0   0   0|   0     0 |           | 18  308    0   33    0
Feb 12 15:32:53 np0000000046 dstat.sh[58901]: 12-02 15:32:53| 25   5  67   1   0|5118M  169M  187M 2339M|4438B 1619B|   0  2231k|   0   240 |8279    12k|0.70 1.06 0.90|1.0   0   0|   0     0 |           | 18  308    0   33    0
Feb 12 15:32:54 np0000000046 dstat.sh[58901]: 12-02 15:32:54|  7   2  90   1   0|5118M  169M  187M 2339M|4579B 1458B|   0   880k|   0  56.0 |2730  3854 |0.64 1.04 0.90|  0   0 4.0|   0     0 |           | 18  311    0   33    0
Feb 12 15:32:55 np0000000046 dstat.sh[58901]: 12-02 15:32:55| 21   4  71   2   0|5116M  171M  187M 2339M|4971B 1617B|   0  2571k|   0   283 |6644    10k|0.64 1.04 0.90|2.0   0   0|   0     0 |           | 18  311    0   33    0
Feb 12 15:32:56 np0000000046 dstat.sh[58901]: 12-02 15:32:56| 26   5  66   1   0|5116M  170M  187M 2340M|5110B 1623B|   0  2393k|   0   296 |8188    12k|0.64 1.04 0.90|1.0   0   0|   0     0 |           | 18  310    0   34    0
Feb 12 15:32:57 np0000000046 dstat.sh[58901]: 12-02 15:32:57| 16   4  77   1   0|5116M  170M  187M 2340M|5829B 1618B| 240k 2049k|15.0   192 |5609  8380 |0.64 1.04 0.90|1.0   0   0|   0     0 |           | 18  310    0   34    0
Feb 12 15:32:58 np0000000046 dstat.sh[58901]: 12-02 15:32:58| 11   3  84   1   0|5118M  168M  187M 2340M|4750B 1623B| 100k 4602k|6.01   409 |3604  5353 |0.64 1.04 0.90|1.0   0   0|   0     0 |           | 18  311    0   34    0
Feb 12 15:32:59 np0000000046 dstat.sh[58901]: 12-02 15:32:59|  3   1  93   1   0|5117M  169M  187M 2340M|5153B 1618B|   0  5364k|   0   327 |2331  3718 |0.59 1.02 0.89|  0   0   0|   0     0 |           | 18  310    0   32    0
Feb 12 15:33:00 np0000000046 dstat.sh[58901]: 12-02 15:33:00| 14   2  80   1   0|5118M  167M  187M 2341M|4982B 1621B|   0  1036k|   0   152 |4074  5609 |0.59 1.02 0.89|  0   0   0|   0     0 |           | 18  310    0   32    0
Feb 12 15:33:01 np0000000046 dstat.sh[58901]: 12-02 15:33:01| 12   3  83   1   0|5119M  167M  187M 2341M|4695B 1454B|   0  1468k|   0   155 |4328  6415 |0.59 1.02 0.89|1.0   0 2.0|   0     0 |           | 18  311    0   34    0
Feb 12 15:33:02 np0000000046 dstat.sh[58901]: 12-02 15:33:02| 27   5  63   2   0|5119M  166M  187M 2341M|5014B 1626B|  48k 3725k|2.01   437 |8721    14k|0.59 1.02 0.89|2.0   0   0|   0     0 |           | 18  311    0   34    0
Feb 12 15:33:03 np0000000046 dstat.sh[58901]: 12-02 15:33:03| 25   5  67   1   0|5120M  165M  187M 2341M|4676B 1619B|   0  3773k|   0   303 |8002    12k|0.59 1.02 0.89|2.0   0   0|   0     0 |           | 18  312    0   32    0
Feb 12 15:33:04 np0000000046 dstat.sh[58901]: 12-02 15:33:04|  6   2  90   1   0|5119M  166M  187M 2341M|4318B 1619B|   0    13M|   0  1280 |3482  5447 |0.54 1.00 0.89|  0   0 1.0|   0     0 |           | 18  310    0   32    0
Feb 12 15:33:05 np0000000046 dstat.sh[58901]: 12-02 15:33:05| 22   5  70   2   0|5119M  166M  187M 2342M|4405B 1619B|   0  2119k|   0   272 |6852    10k|0.54 1.00 0.89|1.0   0   0|   0     0 |           | 18  311    0   32    0
Feb 12 15:33:06 np0000000046 dstat.sh[58901]: 12-02 15:33:06| 25   5  65   2   0|5120M  164M  187M 2342M|4414B 1622B|   0  5143k|   0   484 |8765    14k|0.54 1.00 0.89|2.0 1.0   0|   0     0 |           | 18  311    0   34    0
Feb 12 15:33:07 np0000000046 dstat.sh[58901]: 12-02 15:33:07| 25   5  66   1   0|5121M  163M  187M 2342M|4704B 1613B|   0  2275k|   0   241 |7939    12k|0.54 1.00 0.89|1.0   0   0|   0     0 |           | 18  311    0   36    0
Feb 12 15:33:08 np0000000046 dstat.sh[58901]: 12-02 15:33:08| 27   6  64   3   0|5121M  163M  187M 2342M|3793B 1626B|   0  4797k|   0   531 |8788    14k|0.54 1.00 0.89|1.0   0   0|   0     0 |           | 18  311    0   37    0
Feb 12 15:33:09 np0000000046 dstat.sh[58901]: 12-02 15:33:09| 24   5  66   1   0|5122M  162M  187M 2343M|4695B 1457B|  32k 8022k|1.00   545 |8701    13k|0.74 1.04 0.90|3.0   0   0|   0     0 |           | 18  312    0   37    0
Feb 12 15:33:10 np0000000046 dstat.sh[58901]: 12-02 15:33:10| 25   5  65   2   0|5123M  161M  187M 2343M|4440B 1620B|   0  3056k|   0   377 |8423    13k|0.74 1.04 0.90|2.0   0   0|   0     0 |           | 18  311    0   38    0
Feb 12 15:33:11 np0000000046 dstat.sh[58901]: 12-02 15:33:11| 28   7  61   1   0|5126M  157M  187M 2343M|4682B 1621B|   0  4590k|   0   347 |  10k   16k|0.74 1.04 0.90|1.0   0 1.0|   0     0 |           | 18  311    0   39    0
Feb 12 15:33:12 np0000000046 dstat.sh[58901]: 12-02 15:33:12| 20   3  73   1   0|5126M  157M  187M 2344M|4761B 1621B|  48k 1765k|2.00   175 |6478  9589 |0.74 1.04 0.90|1.0   0   0|   0     0 |           | 18  312    0   41    0
Feb 12 15:33:13 np0000000046 dstat.sh[58901]: 12-02 15:33:13| 17   4  76   1   0|5126M  156M  187M 2344M|4610B 1659B| 128k 8610k|7.98   308 |4942  6862 |0.74 1.04 0.90|  0   0 1.0|   0     0 |           | 18  310    0   44    0
Feb 12 15:33:14 np0000000046 dstat.sh[58901]: 12-02 15:33:14|  4   1  92   2   0|5126M  156M  187M 2344M|4571B 1624B|   0  5096k|   0   322 |2238  3509 |0.68 1.02 0.90|1.0   0 1.0|   0     0 |           | 18  311    0   44    0
Feb 12 15:33:15 np0000000046 dstat.sh[58901]: 12-02 15:33:15| 25   4  67   1   0|5126M  156M  187M 2344M|4429B 1616B|   0  2051k|   0   271 |6774    10k|0.68 1.02 0.90|1.0   0   0|   0     0 |           | 18  311    0   44    0
Feb 12 15:33:16 np0000000046 dstat.sh[58901]: 12-02 15:33:16| 25   6  65   2   0|5126M  156M  187M 2344M|4869B 1623B|   0  4592k|   0   429 |8625    13k|0.68 1.02 0.90|3.0   0   0|   0     0 |           | 18  311    0   45    0
Feb 12 15:33:17 np0000000046 dstat.sh[58901]: 12-02 15:33:17| 18   4  74   1   0|5126M  155M  187M 2345M|4569B 1455B|  16k 1957k|1.00   206 |6435  9941 |0.68 1.02 0.90|  0   0   0|   0     0 |           | 18  310    0   45    0
Feb 12 15:33:18 np0000000046 dstat.sh[58901]: 12-02 15:33:18| 10   2  86   1   0|5126M  155M  187M 2345M|4231B 1625B|   0  2556k|   0   209 |3803  5801 |0.68 1.02 0.90|2.0   0   0|   0     0 |           | 18  311    0   45    0
Feb 12 15:33:19 np0000000046 dstat.sh[58901]: 12-02 15:33:19| 25   5  65   2   0|5126M  155M  187M 2345M|4366B 1657B|   0  4370k|   0   511 |9116    15k|0.71 1.02 0.90|2.0   0   0|   0     0 |           | 18  311    0   47    0
Feb 12 15:33:20 np0000000046 dstat.sh[58901]: 12-02 15:33:20| 24   5  67   2   0|5127M  154M  187M 2345M|4835B 1623B|   0    14M|   0  1431 |8869    13k|0.71 1.02 0.90|1.0   0   0|   0     0 |           | 18  312    0   50    0
Feb 12 15:33:21 np0000000046 dstat.sh[58901]: 12-02 15:33:21|  4   1  92   1   0|5128M  153M  187M 2345M|4588B 1713B|   0  3251k|   0   183 |2443  3732 |0.71 1.02 0.90|  0   0   0|   0     0 |           | 18  310    0   50    0
Feb 12 15:33:22 np0000000046 dstat.sh[58901]: 12-02 15:33:22| 23   5  68   2   0|5128M  153M  187M 2346M|5028B 1622B|   0  2290k|   0   293 |7003    11k|0.71 1.02 0.90|2.0   0   0|   0     0 |           | 18  311    0   52    0
Feb 12 15:33:23 np0000000046 dstat.sh[58901]: 12-02 15:33:23| 26   5  64   2   0|5128M  153M  187M 2346M|4502B 1621B|   0  5142k|   0   483 |8901    14k|0.71 1.02 0.90|3.0   0   0|   0     0 |           | 18  311    0   52    0
Feb 12 15:33:24 np0000000046 dstat.sh[58901]: 12-02 15:33:24| 23   6  67   2   0|5128M  152M  187M 2346M|4320B 1620B|   0  2904k|   0   311 |7689    11k|0.73 1.02 0.90|1.0   0 1.0|   0     0 |           | 18  308    0   54    0
Feb 12 15:33:25 np0000000046 dstat.sh[58901]: 12-02 15:33:25|  2   0  95   1   0|5128M  152M  187M 2346M|4156B 1457B|   0  1332k|   0  76.0 |1345  2182 |0.73 1.02 0.90|1.0   0   0|   0     0 |           | 18  309    0   54    0
Feb 12 15:33:26 np0000000046 dstat.sh[58901]: 12-02 15:33:26| 25   6  64   3   0|5128M  152M  187M 2347M|4380B 1620B|  32k 7304k|1.00   626 |8850    14k|0.73 1.02 0.90|1.0   0   0|   0     0 |           | 18  309    0   55    0
Feb 12 15:33:27 np0000000046 dstat.sh[58901]: 12-02 15:33:27| 29   7  58   2   0|5134M  145M  187M 2347M|4756B 1620B|   0  4407k|   0   403 |9126    21k|0.73 1.02 0.90|2.0   0  36|   0     0 |           | 18  309    0   56    0
Feb 12 15:33:28 np0000000046 dstat.sh[58901]: 12-02 15:33:28| 24   4  69   2   0|5135M  144M  187M 2347M|4683B 1621B|  96k 2726k|5.00   249 |7014    10k|0.73 1.02 0.90|1.0   0   0|   0     0 |           | 18  309    0   56    0
Feb 12 15:33:29 np0000000046 dstat.sh[58901]: 12-02 15:33:29| 25   5  65   2   0|5134M  144M  187M 2348M|4793B 1618B|   0  4050k|   0   373 |7719    11k|0.75 1.02 0.90|2.0   0   0|   0     0 |           | 18  310    0   61    0
Feb 12 15:33:30 np0000000046 dstat.sh[58901]: 12-02 15:33:30| 26   5  64   3   0|5135M  144M  187M 2348M|4624B 1621B|   0  7946k|   0   711 |8848    14k|0.75 1.02 0.90|1.0   0   0|   0     0 |           | 18  309    0   61    0
Feb 12 15:33:31 np0000000046 dstat.sh[58901]: 12-02 15:33:31| 24   5  68   1   0|5135M  143M  187M 2348M|5305B 1620B|   0  2356k|   0   184 |7506    11k|0.75 1.02 0.90|1.0   0   0|   0     0 |           | 18  309    0   62    0
Feb 12 15:33:32 np0000000046 dstat.sh[58901]: 12-02 15:33:32|  8   3  86   1   0|5137M  141M  187M 2348M|5380B 1619B|   0  2235k|   0   194 |3382  5050 |0.75 1.02 0.90|  0   0 6.0|   0     0 |           | 18  308    0   61    0
Feb 12 15:33:33 np0000000046 dstat.sh[58901]: 12-02 15:33:33| 23   4  69   1   0|5136M  141M  187M 2349M|5845B 1620B|   0  2923k|   0   311 |7125    10k|0.75 1.02 0.90|1.0   0   0|   0     0 |           | 18  309    0   61    0
Feb 12 15:33:34 np0000000046 dstat.sh[58901]: 12-02 15:33:34| 25   5  65   2   0|5136M  141M  187M 2349M|5066B 1460B|   0  5068k|   0   488 |8990    13k|0.77 1.02 0.90|1.0   0 2.0|   0     0 |           | 18  309    0   62    0
Feb 12 15:33:35 np0000000046 dstat.sh[58901]: 12-02 15:33:35| 22   5  67   2   0|5134M  143M  187M 2349M|5534B 1617B|   0    10M|   0  1271 |7837    11k|0.77 1.02 0.90|  0   0   0|   0     0 |           | 18  308    0   65    0
Feb 12 15:33:36 np0000000046 dstat.sh[58901]: 12-02 15:33:36|  5   2  89   2   0|5134M  143M  187M 2349M|5374B 1622B|   0  7139k|   0   434 |2570  4148 |0.77 1.02 0.90|2.0   0   0|   0     0 |           | 18  309    0   54    0
Feb 12 15:33:37 np0000000046 dstat.sh[58901]: 12-02 15:33:37| 14   2  80   1   0|5134M  142M  187M 2350M|5116B 1618B|   0  3172k|   0   242 |4723  7064 |0.77 1.02 0.90|  0   0   0|   0     0 |           | 18  308    0   55    0
Feb 12 15:33:38 np0000000046 dstat.sh[58901]: 12-02 15:33:38| 15   3  80   1   0|5134M  142M  187M 2350M|4629B 1623B|   0  1735k|   0   174 |4640  6593 |0.77 1.02 0.90|1.0   0   0|   0     0 |           | 18  309    0   57    0
Feb 12 15:33:39 np0000000046 dstat.sh[58901]: 12-02 15:33:39| 25   5  65   2   0|5134M  142M  187M 2350M|4560B 1620B|   0  3792k|   0   437 |8343    12k|0.71 1.00 0.89|1.0 1.0   0|   0     0 |           | 18  309    0   58    0
Feb 12 15:33:40 np0000000046 dstat.sh[58901]: 12-02 15:33:40| 24   5  67   1   0|5136M  140M  187M 2350M|5675B 1613B|   0  3098k|   0   245 |7448    11k|0.71 1.00 0.89|1.0   0   0|   0     0 |           | 18  309    0   60    0
Feb 12 15:33:41 np0000000046 dstat.sh[58901]: 12-02 15:33:41| 25   6  66   2   0|5136M  140M  187M 2350M|5441B 1464B|   0  2446k|   0   279 |7220    10k|0.71 1.00 0.89|1.0   0   0|   0     0 |           | 18  309    0   60    0
Feb 12 15:33:42 np0000000046 dstat.sh[58901]: 12-02 15:33:42| 26   5  65   2   0|5137M  138M  187M 2351M|5687B 1612B|   0  6975k|   0   546 |8580    13k|0.71 1.00 0.89|2.0   0   0|   0     0 |           | 18  309    0   62    0
Feb 12 15:33:43 np0000000046 dstat.sh[58901]: 12-02 15:33:43| 16   4  78   1   0|5137M  138M  187M 2351M|4265B 1621B|   0  2210k|   0   147 |5124  7420 |0.71 1.00 0.89|  0   0   0|   0     0 |           | 18  309    0   62    0
Feb 12 15:33:44 np0000000046 dstat.sh[58901]: 12-02 15:33:44| 12   3  83   1   0|5137M  138M  187M 2351M|4261B 1620B|  60k 1925k|3.00   103 |3581  5135 |0.65 0.98 0.89|1.0   0 1.0|   0     0 |           | 18  310    0   57    0
Feb 12 15:33:45 np0000000046 dstat.sh[58901]: 12-02 15:33:45| 24   6  64   3   0|5137M  138M  187M 2351M|4325B 1622B|   0  3187k|   0   424 |8237    13k|0.65 0.98 0.89|1.0   0   0|   0     0 |           | 18  309    0   57    0
Feb 12 15:33:46 np0000000046 dstat.sh[58901]: 12-02 15:33:46| 25   5  68   1   0|5139M  136M  187M 2351M|4569B 1623B|   0  1839k|   0   162 |7485    11k|0.65 0.98 0.89|1.0   0   0|   0     0 |           | 18  309    0   57    0
Feb 12 15:33:47 np0000000046 dstat.sh[58901]: 12-02 15:33:47| 25   5  66   2   0|5139M  136M  187M 2352M|4752B 1618B|   0  2809k|   0   351 |8148    12k|0.65 0.98 0.89|1.0   0   0|   0     0 |           | 18  309    0   58    0
Feb 12 15:33:48 np0000000046 dstat.sh[58901]: 12-02 15:33:48| 27   6  61   3   0|5139M  135M  187M 2352M|4565B 1762B|   0  9374k|   0   798 |8946    15k|0.65 0.98 0.89|1.0   0   0|   0     0 |           | 18  309    0   55    0
Feb 12 15:33:49 np0000000046 dstat.sh[58901]: 12-02 15:33:49| 24   4  68   1   0|5141M  134M  187M 2352M|4031B 1456B|   0  2176k|   0   178 |7415    10k|0.68 0.98 0.89|1.0   0   0|   0     0 |           | 18  309    0   58    0
Feb 12 15:33:50 np0000000046 dstat.sh[58901]: 12-02 15:33:50| 24   6  68   1   0|5141M  133M  187M 2352M|4840B 1667B|   0  1909k|   0   226 |6675  9309 |0.68 0.98 0.89|2.0 1.0   0|   0     0 |           | 18  309    0   60    0
Feb 12 15:33:51 np0000000046 dstat.sh[58901]: 12-02 15:33:51|  5   1  91   1   0|5139M  135M  187M 2353M|4580B 1618B|   0  8860k|   0  1075 |3004  3940 |0.68 0.98 0.89|1.0   0   0|   0     0 |           | 18  308    0   62    0
Feb 12 15:33:52 np0000000046 dstat.sh[58901]: 12-02 15:33:52| 13   3  81   1   0|5140M  134M  187M 2353M|5018B 1618B|   0  2230k|   0   246 |4031  6300 |0.68 0.98 0.89|  0   0   0|   0     0 |           | 18  308    0   63    0
Feb 12 15:33:53 np0000000046 dstat.sh[58901]: 12-02 15:33:53| 13   3  80   2   0|5140M  134M  187M 2353M|4736B 1618B|   0  6456k|   0   488 |4704  7129 |0.68 0.98 0.89|1.0   0   0|   0     0 |           | 18  309    0   58    0
Feb 12 15:33:54 np0000000046 dstat.sh[58901]: 12-02 15:33:54| 25   6  65   3   0|5141M  132M  187M 2353M|5236B 1625B|   0  4979k|   0   547 |9648    15k|0.71 0.98 0.89|4.0   0 1.0|   0     0 |           | 18  309    0   58    0
Feb 12 15:33:55 np0000000046 dstat.sh[58901]: 12-02 15:33:55| 24   5  66   2   0|5142M  131M  187M 2353M|6059B 1620B|  32k 4803k|1.00   461 |8838    14k|0.71 0.98 0.89|1.0   0   0|   0     0 |           | 18  309    0   58    0
Feb 12 15:33:56 np0000000046 dstat.sh[58901]: 12-02 15:33:56| 20   4  72   1   0|5142M  130M  187M 2354M|5742B 1615B|   0  2408k|   0   269 |6732    10k|0.71 0.98 0.89|  0   0   0|   0     0 |           | 18  308    0   59    0
Feb 12 15:33:57 np0000000046 dstat.sh[58901]: 12-02 15:33:57|  8   2  87   2   0|5142M  130M  187M 2354M|5160B 1462B|   0  6427k|   0   418 |3550  5709 |0.71 0.98 0.89|1.0   0   0|   0     0 |           | 18  309    0   58    0
Feb 12 15:33:58 np0000000046 dstat.sh[58901]: 12-02 15:33:58| 26   5  64   2   0|5142M  130M  187M 2354M|4614B 1618B|   0  5026k|   0   548 |9758    15k|0.71 0.98 0.89|8.0   0   0|   0     0 |           | 18  309    0   58    0
Feb 12 15:33:59 np0000000046 dstat.sh[58901]: 12-02 15:33:59| 23   5  68   2   0|5144M  128M  187M 2354M|4691B 1624B|   0  3380k|   0   316 |8615    13k|0.73 0.99 0.89|1.0   0   0|   0     0 |           | 18  309    0   59    0
Feb 12 15:34:00 np0000000046 dstat.sh[58901]: 12-02 15:34:00|  8   2  86   1   0|5144M  128M  187M 2354M|4970B 1617B|   0  2016k|   0   216 |3589  5478 |0.73 0.99 0.89|  0   0   0|   0     0 |           | 18  308    0   61    0
Feb 12 15:34:01 np0000000046 dstat.sh[58901]: 12-02 15:34:01| 19   4  73   2   0|5144M  128M  187M 2355M|4628B 1623B|   0  2821k|   0   328 |6710    10k|0.73 0.99 0.89|1.0   0 2.0|   0     0 |           | 18  309    0   63    0
Feb 12 15:34:02 np0000000046 dstat.sh[58901]: 12-02 15:34:02| 26   5  64   3   0|5145M  126M  187M 2355M|4939B 1621B|   0    10M|   0   814 |9718    16k|0.73 0.99 0.89|2.0   0   0|   0     0 |           | 18  308    0   63    0
Feb 12 15:34:03 np0000000046 dstat.sh[58901]: 12-02 15:34:03| 21   4  71   2   0|5145M  126M  187M 2355M|5038B 1661B|  16k 6885k|1.00   422 |7532    12k|0.73 0.99 0.89|  0   0   0|   0     0 |           | 18  308    0   64    0
Feb 12 15:34:04 np0000000046 dstat.sh[58901]: 12-02 15:34:04|  6   1  90   1   0|5145M  126M  187M 2355M|4612B 1617B|   0  1685k|   0   121 |2377  3323 |0.67 0.97 0.89|2.0 1.0 1.0|   0     0 |           | 18  309    0   65    0
Feb 12 15:34:05 np0000000046 dstat.sh[58901]: 12-02 15:34:05| 25   5  67   1   0|5145M  125M  187M 2356M|4011B 1461B|   0  2545k|   0   300 |6922    10k|0.67 0.97 0.89|1.0   0   0|   0     0 |           | 18  309    0   64    0
Feb 12 15:34:06 np0000000046 dstat.sh[58901]: 12-02 15:34:06| 26   5  65   2   0|5145M  125M  187M 2356M|5006B 1620B|   0    10M|   0  1326 |8678    13k|0.67 0.97 0.89|1.0   0   0|   0     0 |           | 18  309    0   64    0
Feb 12 15:34:07 np0000000046 dstat.sh[58901]: 12-02 15:34:07| 26   6  64   3   0|5146M  124M  187M 2356M|4647B 1615B|   0  8041k|   0   600 |8112    13k|0.67 0.97 0.89|1.0   0   0|   0     0 |           | 18  308    0   67    0
Feb 12 15:34:08 np0000000046 dstat.sh[58901]: 12-02 15:34:08|  3   1  95   0   0|5146M  124M  187M 2356M|4450B 1624B|   0  2201k|   0   125 |1595  2444 |0.67 0.97 0.89|1.0   0   0|   0     0 |           | 18  309    0   67    0
Feb 12 15:34:09 np0000000046 dstat.sh[58901]: 12-02 15:34:09| 25   5  65   2   0|5146M  124M  187M 2356M|4858B 1619B|   0  2807k|   0   373 |8136    13k|0.70 0.97 0.89|3.0   0   0|   0     0 |           | 18  309    0   62    0
Feb 12 15:34:10 np0000000046 dstat.sh[58901]: 12-02 15:34:10| 25   5  66   2   0|5147M  122M  187M 2357M|5007B 1622B|   0  2744k|   0   302 |8455    13k|0.70 0.97 0.89|1.0   0   0|   0     0 |           | 18  309    0   65    0
Feb 12 15:34:11 np0000000046 dstat.sh[58901]: 12-02 15:34:11| 25   5  67   1   0|5148M  121M  187M 2357M|4763B 1619B|   0  2754k|   0   301 |8104    12k|0.70 0.97 0.89|1.0   0   0|   0     0 |           | 18  309    0   67    0
Feb 12 15:34:12 np0000000046 dstat.sh[58901]: 12-02 15:34:12| 28   8  60   2   0|5146M  116M  187M 2364M|5612B 1621B|4100B 7839k|1.00   969 |9354    13k|0.70 0.97 0.89|1.0   0 2.0|   0     0 |           | 18  309    0   67    0
Feb 12 15:34:13 np0000000046 dstat.sh[58901]: 12-02 15:34:13| 26   7  62   1   0|5151M  111M  187M 2365M|4874B 1457B|   0  3034k|   0   279 |9031    14k|0.70 0.97 0.89|  0 1.0 1.0|   0     0 |           | 18  309    0   64    0
Feb 12 15:34:14 np0000000046 dstat.sh[58901]: 12-02 15:34:14|  8   2  85   2   0|5151M  111M  187M 2365M|4974B 1618B|   0  7670k|   0   488 |3609  5475 |0.64 0.95 0.88|  0   0 1.0|   0     0 |           | 18  308    0   67    0
Feb 12 15:34:15 np0000000046 dstat.sh[58901]: 12-02 15:34:15| 24   5  67   2   0|5151M  110M  187M 2365M|4449B 1623B|   0  3535k|   0   359 |7232    11k|0.64 0.95 0.88|1.0   0   0|   0     0 |           | 18  309    0   67    0
Feb 12 15:34:16 np0000000046 dstat.sh[58901]: 12-02 15:34:16| 26   6  64   2   0|5151M  110M  187M 2365M|4500B 1620B|   0  4448k|   0   454 |8258    12k|0.64 0.95 0.88|1.0   0   0|   0     0 |           | 18  309    0   68    0
Feb 12 15:34:17 np0000000046 dstat.sh[58901]: 12-02 15:34:17| 26   5  66   1   0|5152M  109M  187M 2366M|4269B 1617B|  16k 2016k|1.00   181 |7873    11k|0.64 0.95 0.88|1.0   0   0|   0     0 |           | 18  309    0   66    0
Feb 12 15:34:18 np0000000046 dstat.sh[58901]: 12-02 15:34:18| 15   3  78   1   0|5151M  109M  187M 2366M|4500B 1620B|  16k 2512k|1.00   253 |4908  7147 |0.64 0.95 0.88|1.0   0   0|   0     0 |           | 18  308    0   68    0
Feb 12 15:34:19 np0000000046 dstat.sh[58901]: 12-02 15:34:19| 13   3  79   2   0|5143M  139M  187M 2344M|4496B 1619B|  32k 4376k|1.00   290 |4360  6112 |0.75 0.97 0.89|2.0   0   0|   0     0 |           | 18  309    0   68    0
