Feb 16 18:11:12 np0000000000 systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 16 18:11:12 np0000000000 dstat.sh[59187]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 16 18:11:12 np0000000000 dstat.sh[59187]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 16 18:21:16 np0000000000 dstat.sh[59187]: 16-02 18:21:16| 26   4  66   1   0|5141M  162M  189M 2317M|5100B 1620B|  16k 2160k|1.00   164 |7749    11k|0.38 1.16 0.98|5.0   0   0|   0     0 |           | 18  294    0   25    0
Feb 16 18:21:17 np0000000000 dstat.sh[59187]: 16-02 18:21:17| 27   3  66   1   0|5134M  168M  189M 2318M|4428B 1616B| 941k 4563k|60.8   648 |5031  6193 |0.38 1.16 0.98|2.0   0 1.0|   0     0 |           | 18  300    0   27    0
Feb 16 18:21:18 np0000000000 dstat.sh[59187]: 16-02 18:21:18|  5   1  92   0   0|5126M  176M  189M 2318M|4637B 1620B|   0   624k|   0  25.0 |2064  2659 |0.38 1.16 0.98|2.0   0   0|   0     0 |           | 18  299    0   27    0
Feb 16 18:21:19 np0000000000 dstat.sh[59187]: 16-02 18:21:19| 23   5  69   1   0|5119M  183M  189M 2319M|4620B 1620B| 112k 1952k|7.00   284 |6854    10k|0.38 1.16 0.98|1.0   0 7.0|   0     0 |           | 18  302    0   26    0
Feb 16 18:21:20 np0000000000 dstat.sh[59187]: 16-02 18:21:20| 24   5  66   2   0|5112M  189M  189M 2319M|4782B 1614B|   0  4072k|   0   357 |7839    12k|0.38 1.16 0.98|4.0   0   0|   0     0 |           | 18  303    0   28    0
Feb 16 18:21:21 np0000000000 dstat.sh[59187]: 16-02 18:21:21| 12   5  80   2   0|5106M  196M  189M 2319M|4600B 1465B|  16k 6475k|1.00   478 |6168    10k|0.35 1.14 0.98|1.0   0 1.0|   0     0 |           | 18  301    0   30    0
Feb 16 18:21:22 np0000000000 dstat.sh[59187]: 16-02 18:21:22| 20   4  72   1   0|5101M  200M  189M 2319M|4983B 1621B|  16k 1845k|1.00   231 |6082  8780 |0.35 1.14 0.98|4.0   0   0|   0     0 |           | 18  302    0   30    0
Feb 16 18:21:23 np0000000000 dstat.sh[59187]: 16-02 18:21:23| 25   5  66   2   0|5097M  204M  189M 2320M|5110B 1618B|   0  4470k|   0   373 |8557    13k|0.35 1.14 0.98|2.0   0 1.0|   0     0 |           | 18  303    0   31    0
Feb 16 18:21:24 np0000000000 dstat.sh[59187]: 16-02 18:21:24|  9   3  86   1   0|5098M  203M  189M 2320M|4981B 1620B|   0  1748k|   0   194 |3496  5144 |0.35 1.14 0.98|1.0   0   0|   0     0 |           | 18  301    0   32    0
Feb 16 18:21:25 np0000000000 dstat.sh[59187]: 16-02 18:21:25| 17   4  74   2   0|5094M  206M  189M 2320M|4407B 1620B|   0  2232k|   0   274 |5904  9001 |0.35 1.14 0.98|4.0   0   0|   0     0 |           | 18  302    0   32    0
Feb 16 18:21:26 np0000000000 dstat.sh[59187]: 16-02 18:21:26| 24   5  66   2   0|5092M  208M  189M 2320M|4335B 1616B|   0  8000k|   0   601 |9154    14k|0.57 1.17 0.99|2.0   0   0|   0     0 |           | 18  303    0   33    0
Feb 16 18:21:27 np0000000000 dstat.sh[59187]: 16-02 18:21:27| 26   6  66   1   0|5091M  209M  189M 2320M|4898B 1624B|   0  2262k|   0   297 |8139    12k|0.57 1.17 0.99|3.0   0   0|   0     0 |           | 18  302    0   32    0
Feb 16 18:21:28 np0000000000 dstat.sh[59187]: 16-02 18:21:28| 21   4  72   1   0|5089M  211M  189M 2321M|4760B 1453B|   0  2915k|   0   180 |7296    11k|0.57 1.17 0.99|2.0   0 1.0|   0     0 |           | 18  303    0   33    0
Feb 16 18:21:29 np0000000000 dstat.sh[59187]: 16-02 18:21:29|  5   1  91   1   0|5088M  212M  189M 2321M|4641B 1768B|   0   663k|   0  61.3 |2111  3253 |0.57 1.17 0.99|1.0   0 2.0|   0     0 |           | 18  305    0   33    0
Feb 16 18:21:30 np0000000000 dstat.sh[59187]: 16-02 18:21:30| 25   4  65   2   0|5087M  213M  189M 2321M|4416B 1618B|   0  3273k|   0   445 |8689    14k|0.57 1.17 0.99|4.0   0   0|   0     0 |           | 18  305    0   33    0
Feb 16 18:21:31 np0000000000 dstat.sh[59187]: 16-02 18:21:31| 24   5  68   1   0|5087M  212M  189M 2321M|5518B 1619B|   0  1847k|   0   183 |7855    11k|0.60 1.17 0.99|3.0   0   0|   0     0 |           | 18  305    0   34    0
Feb 16 18:21:32 np0000000000 dstat.sh[59187]: 16-02 18:21:32|  8   2  86   2   0|5086M  213M  189M 2322M|4910B 1617B| 287k 8308k|16.0   572 |3890  6734 |0.60 1.17 0.99|3.0   0   0|   0     0 |           | 18  304    0   34    0
Feb 16 18:21:33 np0000000000 dstat.sh[59187]: 16-02 18:21:33| 13   3  81   1   0|5080M  219M  189M 2322M|5534B 1619B| 100k 7544k|6.00   958 |4175  5798 |0.60 1.17 0.99|1.0   0 1.0|   0     0 |           | 18  304    0   36    0
Feb 16 18:21:34 np0000000000 dstat.sh[59187]: 16-02 18:21:34|  9   1  88   0   0|5080M  218M  189M 2322M|4899B 1613B|   0   844k|   0  90.6 |2506  3450 |0.60 1.17 0.99|3.0   0   0|   0     0 |           | 18  305    0   37    0
Feb 16 18:21:35 np0000000000 dstat.sh[59187]: 16-02 18:21:35|  4   1  93   1   0|5080M  218M  189M 2322M|5521B 1620B|   0  1840k|   0   217 |2049  2971 |0.60 1.17 0.99|1.0   0   0|   0     0 |           | 18  304    0   35    0
Feb 16 18:21:36 np0000000000 dstat.sh[59187]: 16-02 18:21:36| 27   7  62   1   0|5093M  205M  189M 2322M|5314B 1462B|   0  2154k|   0   302 |8009    20k|0.87 1.21 1.00|2.0   0  36|   0     0 |           | 18  305    0   36    0
Feb 16 18:21:37 np0000000000 dstat.sh[59187]: 16-02 18:21:37| 25   5  65   2   0|5093M  205M  189M 2323M|4705B 1629B|  32k 4250k|2.01   457 |8317    13k|0.87 1.21 1.00|1.0   0 2.0|   0     0 |           | 18  309    0   37    0
Feb 16 18:21:38 np0000000000 dstat.sh[59187]: 16-02 18:21:38| 23   5  68   1   0|5093M  205M  189M 2323M|5336B 1614B|   0  3323k|   0   283 |7522    11k|0.87 1.21 1.00|2.0   0   0|   0     0 |           | 18  309    0   37    0
Feb 16 18:21:39 np0000000000 dstat.sh[59187]: 16-02 18:21:39|  4   2  91   2   0|5092M  206M  189M 2323M|4411B 1622B|   0  6684k|   0   373 |2459  3958 |0.87 1.21 1.00|2.0   0   0|   0     0 |           | 18  308    0   34    0
Feb 16 18:21:40 np0000000000 dstat.sh[59187]: 16-02 18:21:40| 23   4  67   2   0|5091M  207M  189M 2323M|4577B 1617B|   0  2659k|   0   326 |7708    11k|0.87 1.21 1.00|3.0   0   0|   0     0 |           | 18  309    0   35    0
Feb 16 18:21:41 np0000000000 dstat.sh[59187]: 16-02 18:21:41| 24   6  65   2   0|5090M  207M  189M 2323M|4526B 1620B|   0  4180k|   0   414 |8275    12k|0.88 1.21 1.00|5.0   0   0|   0     0 |           | 18  309    0   37    0
Feb 16 18:21:42 np0000000000 dstat.sh[59187]: 16-02 18:21:42| 24   5  67   2   0|5090M  206M  189M 2324M|4691B 1624B|   0  2486k|   0   247 |7287    11k|0.88 1.21 1.00| 10   0   0|   0     0 |           | 18  309    0   40    0
Feb 16 18:21:43 np0000000000 dstat.sh[59187]: 16-02 18:21:43| 25   6  65   2   0|5091M  206M  189M 2324M|4718B 1459B|   0  3314k|   0   417 |8430    13k|0.88 1.21 1.00|4.0   0 1.0|   0     0 |           | 18  309    0   41    0
Feb 16 18:21:44 np0000000000 dstat.sh[59187]: 16-02 18:21:44| 24   6  66   2   0|5091M  205M  189M 2324M|4372B 1617B|   0  7406k|   0   519 |8218    12k|0.88 1.21 1.00|1.0 1.0   0|   0     0 |           | 18  309    0   42    0
Feb 16 18:21:45 np0000000000 dstat.sh[59187]: 16-02 18:21:45| 25   5  66   1   0|5092M  204M  189M 2324M|4449B 1623B|   0  6811k|   0   274 |7558    11k|0.88 1.21 1.00| 13   0   0|   0     0 |           | 18  309    0   42    0
Feb 16 18:21:46 np0000000000 dstat.sh[59187]: 16-02 18:21:46| 26   4  64   2   0|5092M  204M  189M 2324M|4729B 1616B|   0  3165k|   0   404 |7777    12k|1.05 1.24 1.01|4.0   0   0|   0     0 |           | 18  309    0   42    0
Feb 16 18:21:47 np0000000000 dstat.sh[59187]: 16-02 18:21:47| 25   5  68   1   0|5092M  203M  189M 2325M|4700B 1627B|   0  2085k|   0   190 |7278    11k|1.05 1.24 1.01|2.0   0   0|   0     0 |           | 18  309    0   42    0
Feb 16 18:21:48 np0000000000 dstat.sh[59187]: 16-02 18:21:48|  3   2  91   1   0|5093M  203M  189M 2325M|4497B 1613B|  32k 8120k|1.00   967 |2594  3835 |1.05 1.24 1.01|2.0   0   0|   0     0 |           | 18  308    0   42    0
Feb 16 18:21:49 np0000000000 dstat.sh[59187]: 16-02 18:21:49| 10   2  84   2   0|5093M  202M  189M 2325M|4255B 1618B|   0  7147k|   0   502 |4119  6449 |1.05 1.24 1.01|2.0   0   0|   0     0 |           | 18  308    0   42    0
Feb 16 18:21:50 np0000000000 dstat.sh[59187]: 16-02 18:21:50| 15   3  80   1   0|5093M  202M  189M 2325M|5585B 1756B|   0  1792k|   0   167 |4367  6187 |1.05 1.24 1.01|2.0   0   0|   0     0 |           | 18  309    0   42    0
Feb 16 18:21:51 np0000000000 dstat.sh[59187]: 16-02 18:21:51| 25   6  65   3   0|5093M  202M  189M 2325M|4822B 1459B|   0  3852k|   0   422 |8563    13k|1.13 1.25 1.02|2.0   0   0|   0     0 |           | 18  309    0   42    0
Feb 16 18:21:52 np0000000000 dstat.sh[59187]: 16-02 18:21:52| 25   5  68   1   0|5094M  201M  189M 2325M|5227B 1622B|  48k 2143k|2.00   215 |7938    11k|1.13 1.25 1.02|3.0   0   0|   0     0 |           | 18  309    0   44    0
Feb 16 18:21:53 np0000000000 dstat.sh[59187]: 16-02 18:21:53|  3   1  94   1   0|5094M  201M  189M 2326M|4936B 1620B|   0  1392k|   0   116 |2007  3163 |1.13 1.25 1.02|2.0   0 1.0|   0     0 |           | 18  308    0   44    0
Feb 16 18:21:54 np0000000000 dstat.sh[59187]: 16-02 18:21:54| 23   5  68   2   0|5094M  201M  189M 2326M|4625B 1622B|   0  3079k|   0   359 |7705    12k|1.13 1.25 1.02|2.0   0   0|   0     0 |           | 18  309    0   44    0
Feb 16 18:21:55 np0000000000 dstat.sh[59187]: 16-02 18:21:55| 25   5  66   2   0|5095M  200M  189M 2326M|5939B 1620B|   0  9138k|   0   669 |9306    14k|1.13 1.25 1.02|2.0   0   0|   0     0 |           | 18  309    0   46    0
Feb 16 18:21:56 np0000000000 dstat.sh[59187]: 16-02 18:21:56| 12   3  82   1   0|5095M  199M  189M 2326M|5025B 1615B|   0  2042k|   0   187 |4687  6978 |1.12 1.25 1.02|1.0   0   0|   0     0 |           | 18  308    0   47    0
Feb 16 18:21:57 np0000000000 dstat.sh[59187]: 16-02 18:21:57| 15   3  80   1   0|5095M  199M  189M 2326M|4924B 1621B|   0  2062k|   0   223 |5209  8198 |1.12 1.25 1.02|3.0   0   0|   0     0 |           | 18  309    0   50    0
Feb 16 18:21:58 np0000000000 dstat.sh[59187]: 16-02 18:21:58| 25   5  65   2   0|5095M  198M  189M 2327M|4831B 1457B|   0  3485k|   0   417 |8206    13k|1.12 1.25 1.02|1.0   0   0|   0     0 |           | 18  309    0   50    0
Feb 16 18:21:59 np0000000000 dstat.sh[59187]: 16-02 18:21:59| 24   5  68   1   0|5097M  196M  189M 2327M|4512B 1624B|   0  2563k|   0   246 |7581    11k|1.12 1.25 1.02|2.0   0   0|   0     0 |           | 18  309    0   51    0
Feb 16 18:22:00 np0000000000 dstat.sh[59187]: 16-02 18:22:00|  5   2  90   2   0|5098M  196M  189M 2327M|4748B 1623B|  16k 8057k|1.00   562 |3202  5588 |1.12 1.25 1.02|1.0   0   0|   0     0 |           | 18  308    0   53    0
Feb 16 18:22:01 np0000000000 dstat.sh[59187]: 16-02 18:22:01| 22   5  70   2   0|5098M  195M  189M 2327M|4729B 1616B|   0  3145k|   0   422 |8115    13k|1.11 1.24 1.02|2.0   0   0|   0     0 |           | 18  309    0   53    0
Feb 16 18:22:02 np0000000000 dstat.sh[59187]: 16-02 18:22:02| 24   5  66   2   0|5098M  195M  189M 2328M|5033B 1618B|   0  4086k|   0   375 |8082    12k|1.11 1.24 1.02|1.0   0   0|   0     0 |           | 18  309    0   54    0
Feb 16 18:22:03 np0000000000 dstat.sh[59187]: 16-02 18:22:03| 24   4  67   1   0|5099M  194M  189M 2328M|4936B 1620B|  96k 2332k|4.00   240 |6658  9576 |1.11 1.24 1.02|2.0   0 1.0|   0     0 |           | 18  309    0   55    0
Feb 16 18:22:04 np0000000000 dstat.sh[59187]: 16-02 18:22:04| 26   6  65   2   0|5099M  193M  189M 2328M|4804B 1621B|  32k 9872k|1.00  1221 |9000    13k|1.11 1.24 1.02|2.0   0   0|   0     0 |           | 18  309    0   57    0
Feb 16 18:22:05 np0000000000 dstat.sh[59187]: 16-02 18:22:05| 26   5  64   2   0|5100M  192M  189M 2329M|5919B 1614B|   0  9685k|   0   778 |9493    15k|1.11 1.24 1.02|1.0   0   0|   0     0 |           | 18  309    0   57    0
Feb 16 18:22:06 np0000000000 dstat.sh[59187]: 16-02 18:22:06| 22   5  69   2   0|5102M  190M  189M 2329M|5320B 1464B|   0  2707k|   0   314 |7163    10k|1.10 1.24 1.02|1.0   0   0|   0     0 |           | 18  308    0   61    0
Feb 16 18:22:07 np0000000000 dstat.sh[59187]: 16-02 18:22:07|  5   1  93   1   0|5102M  190M  189M 2329M|6923B 1625B|   0   959k|   0  48.2 |1604  2136 |1.10 1.24 1.02|3.0   0   0|   0     0 |           | 18  309    0   61    0
Feb 16 18:22:08 np0000000000 dstat.sh[59187]: 16-02 18:22:08| 25   6  65   2   0|5101M  190M  189M 2329M|4684B 1615B|   0  4196k|   0   502 |8913    14k|1.10 1.24 1.02|2.0   0   0|   0     0 |           | 18  309    0   61    0
Feb 16 18:22:09 np0000000000 dstat.sh[59187]: 16-02 18:22:09| 26   5  64   2   0|5102M  188M  189M 2330M|4502B 1621B|   0  7855k|   0   579 |9432    15k|1.10 1.24 1.02|4.0   0 1.0|   0     0 |           | 18  310    0   63    0
Feb 16 18:22:10 np0000000000 dstat.sh[59187]: 16-02 18:22:10|  8   3  86   1   0|5102M  188M  189M 2330M|4672B 1617B|   0  3494k|   0   227 |3702  5890 |1.10 1.24 1.02|1.0   0   0|   0     0 |           | 18  308    0   65    0
Feb 16 18:22:11 np0000000000 dstat.sh[59187]: 16-02 18:22:11| 16   3  77   1   0|5103M  187M  189M 2330M|4735B 1618B|  32k 2022k|1.00   255 |4676  6694 |1.17 1.25 1.02|3.0   0   0|   0     0 |           | 18  308    0   68    0
Feb 16 18:22:12 np0000000000 dstat.sh[59187]: 16-02 18:22:12|  6   1  92   0   0|5103M  187M  189M 2330M|4748B 1623B|   0  1607k|   0  92.2 |1976  2669 |1.17 1.25 1.02|2.0   0   0|   0     0 |           | 18  308    0   56    0
Feb 16 18:22:13 np0000000000 dstat.sh[59187]: 16-02 18:22:13| 26   5  66   2   0|5103M  187M  189M 2331M|4731B 1463B|   0  3395k|   0   442 |8768    14k|1.17 1.25 1.02|2.0   0 1.0|   0     0 |           | 18  309    0   56    0
Feb 16 18:22:14 np0000000000 dstat.sh[59187]: 16-02 18:22:14| 25   4  66   2   0|5104M  186M  189M 2331M|4680B 1620B|   0  4292k|   0   394 |8955    14k|1.17 1.25 1.02|2.0   0   0|   0     0 |           | 18  309    0   57    0
Feb 16 18:22:15 np0000000000 dstat.sh[59187]: 16-02 18:22:15| 25   5  65   2   0|5104M  185M  189M 2331M|5024B 1615B|   0  8505k|   0   695 |9454    15k|1.17 1.25 1.02|4.0   0   0|   0     0 |           | 18  309    0   57    0
Feb 16 18:22:16 np0000000000 dstat.sh[59187]: 16-02 18:22:16| 25   5  65   1   0|5106M  183M  189M 2331M|5139B 1613B|   0  4171k|   0   342 |8540    13k|1.16 1.25 1.02|4.0   0   0|   0     0 |           | 18  309    0   56    0
Feb 16 18:22:17 np0000000000 dstat.sh[59187]: 16-02 18:22:17| 11   3  85   1   0|5106M  183M  189M 2332M|4877B 1625B|  60k 1091k|3.01  73.2 |3549  4842 |1.16 1.25 1.02|2.0   0   0|   0     0 |           | 18  309    0   56    0
Feb 16 18:22:18 np0000000000 dstat.sh[59187]: 16-02 18:22:18| 17   4  76   1   0|5106M  183M  189M 2332M|4799B 1614B|   0  1845k|   0   239 |5731  8630 |1.16 1.25 1.02|5.0   0   0|   0     0 |           | 18  309    0   56    0
Feb 16 18:22:19 np0000000000 dstat.sh[59187]: 16-02 18:22:19| 25   6  63   2   0|5106M  182M  189M 2332M|4836B 1632B|   0  9999k|   0  1300 |8761    13k|1.16 1.25 1.02|1.0   0 6.0|   0     0 |           | 18  309    0   56    0
Feb 16 18:22:20 np0000000000 dstat.sh[59187]: 16-02 18:22:20| 24   5  67   2   0|5107M  181M  189M 2332M|4780B 1613B|   0  2390k|   0   258 |7834    11k|1.16 1.25 1.02|4.0   0   0|   0     0 |           | 18  309    0   52    0
Feb 16 18:22:21 np0000000000 dstat.sh[59187]: 16-02 18:22:21| 25   5  64   2   0|5107M  181M  189M 2332M|4914B 1451B|   0  9031k|   0   739 |8742    14k|1.15 1.24 1.02|5.0   0   0|   0     0 |           | 18  309    0   52    0
Feb 16 18:22:22 np0000000000 dstat.sh[59187]: 16-02 18:22:22| 25   5  66   2   0|5107M  180M  189M 2333M|4172B 1633B|   0  4285k|   0   383 |8200    12k|1.15 1.24 1.02|6.0   0   0|   0     0 |           | 18  309    0   53    0
Feb 16 18:22:23 np0000000000 dstat.sh[59187]: 16-02 18:22:23| 27   6  64   1   0|5111M  176M  189M 2333M|4985B 1616B|   0  1740k|   0   162 |8950    14k|1.15 1.24 1.02|3.0   0 2.0|   0     0 |           | 18  309    0   54    0
Feb 16 18:22:24 np0000000000 dstat.sh[59187]: 16-02 18:22:24| 21   4  72   1   0|5112M  175M  189M 2333M|4627B 1622B|  64k 2295k|4.01   260 |5857  8003 |1.15 1.24 1.02|2.0   0   0|   0     0 |           | 18  309    0   52    0
Feb 16 18:22:25 np0000000000 dstat.sh[59187]: 16-02 18:22:25| 13   3  79   2   0|5111M  176M  189M 2333M|4379B 1619B|   0  6738k|   0   790 |4821  6485 |1.15 1.24 1.02|1.0   0 2.0|   0     0 |           | 18  308    0   53    0
Feb 16 18:22:26 np0000000000 dstat.sh[59187]: 16-02 18:22:26|  6   2  90   0   0|5110M  176M  189M 2334M|4509B 1623B|   0  2441k|   0   106 |2255  3010 |1.05 1.22 1.02|4.0   0   0|   0     0 |           | 18  308    0   53    0
Feb 16 18:22:27 np0000000000 dstat.sh[59187]: 16-02 18:22:27| 24   5  65   3   0|5111M  176M  189M 2334M|4546B 1615B|   0  8945k|   0   733 |8910    14k|1.05 1.22 1.02|9.0   0   0|   0     0 |           | 18  309    0   53    0
Feb 16 18:22:28 np0000000000 dstat.sh[59187]: 16-02 18:22:28| 25   6  63   4   0|5111M  175M  189M 2334M|4607B 1602B|   0  5803k|   0   616 |9337    15k|1.05 1.22 1.02|1.0   0   0|   0     0 |           | 18  309    0   52    0
Feb 16 18:22:29 np0000000000 dstat.sh[59187]: 16-02 18:22:29| 24   4  68   1   0|5112M  175M  189M 2334M|4263B 1663B|   0  1877k|   0   174 |7011    10k|1.05 1.22 1.02|1.0   0   0|   0     0 |           | 18  310    0   53    0
Feb 16 18:22:30 np0000000000 dstat.sh[59187]: 16-02 18:22:30| 10   2  86   1   0|5112M  174M  189M 2334M|4342B 1613B|   0  2091k|   0   210 |3631  5577 |1.05 1.22 1.02|1.0   0   0|   0     0 |           | 18  308    0   55    0
Feb 16 18:22:31 np0000000000 dstat.sh[59187]: 16-02 18:22:31| 16   3  76   1   0|5112M  174M  189M 2335M|5184B 1627B|   0  2467k|   0   290 |5934  9029 |1.05 1.22 1.02|4.0   0   0|   0     0 |           | 18  309    0   56    0
Feb 16 18:22:32 np0000000000 dstat.sh[59187]: 16-02 18:22:32| 26   6  63   3   0|5112M  174M  189M 2335M|4859B 1620B|   0    11M|   0   902 |9402    15k|1.05 1.22 1.02|1.0   0   0|   0     0 |           | 18  309    0   57    0
Feb 16 18:22:33 np0000000000 dstat.sh[59187]: 16-02 18:22:33| 23   5  67   1   0|5113M  172M  189M 2335M|5401B 1615B|   0  2528k|   0   288 |8085    12k|1.05 1.22 1.02|1.0   0 1.0|   0     0 |           | 18  308    0   59    0
Feb 16 18:22:34 np0000000000 dstat.sh[59187]: 16-02 18:22:34|  3   1  94   0   0|5113M  172M  189M 2335M|5037B 1619B|   0  1215k|   0  71.0 |1539  2245 |1.05 1.22 1.02|5.0   0   0|   0     0 |           | 18  309    0   59    0
Feb 16 18:22:35 np0000000000 dstat.sh[59187]: 16-02 18:22:35| 25   6  64   2   0|5113M  172M  189M 2335M|5591B 1623B|   0  3491k|   0   435 |8591    13k|1.05 1.22 1.02|2.0   0   0|   0     0 |           | 18  309    0   60    0
Feb 16 18:22:36 np0000000000 dstat.sh[59187]: 16-02 18:22:36| 29   8  58   2   0|5115M  169M  189M 2336M|5468B 1455B|   0  4141k|   0   414 |9709    21k|1.21 1.25 1.03|2.0   0  36|   0     0 |           | 18  309    0   63    0
Feb 16 18:22:37 np0000000000 dstat.sh[59187]: 16-02 18:22:37| 14   3  79   1   0|5115M  169M  189M 2336M|4967B 1616B|  16k 3989k|1.00   345 |5272  8181 |1.21 1.25 1.03|1.0   0 2.0|   0     0 |           | 18  308    0   61    0
Feb 16 18:22:38 np0000000000 dstat.sh[59187]: 16-02 18:22:38| 12   3  79   3   0|5116M  169M  189M 2336M|5019B 1627B|   0  8380k|   0   569 |5305  8316 |1.21 1.25 1.03|3.0   0   0|   0     0 |           | 18  309    0   61    0
Feb 16 18:22:39 np0000000000 dstat.sh[59187]: 16-02 18:22:39| 26   6  64   2   0|5116M  168M  189M 2336M|4618B 1619B|   0  4958k|   0   494 |8594    13k|1.21 1.25 1.03|4.0   0   0|   0     0 |           | 18  309    0   61    0
Feb 16 18:22:40 np0000000000 dstat.sh[59187]: 16-02 18:22:40| 24   5  67   1   0|5114M  170M  189M 2336M|4678B 1619B|   0  8457k|   0  1049 |7605    11k|1.21 1.25 1.03|3.0   0   0|   0     0 |           | 18  310    0   61    0
Feb 16 18:22:41 np0000000000 dstat.sh[59187]: 16-02 18:22:41| 11   2  85   1   0|5114M  170M  189M 2337M|4560B 1620B|   0  2112k|   0   192 |3742  5565 |1.11 1.23 1.02|1.0   0   0|   0     0 |           | 18  308    0   60    0
Feb 16 18:22:42 np0000000000 dstat.sh[59187]: 16-02 18:22:42| 17   4  75   2   0|5114M  170M  189M 2337M|4575B 1667B|  16k 2400k|1.00   262 |5856  8625 |1.11 1.23 1.02|2.0   0   0|   0     0 |           | 18  309    0   60    0
Feb 16 18:22:43 np0000000000 dstat.sh[59187]: 16-02 18:22:43| 24   6  63   3   0|5115M  168M  189M 2337M|4456B 1452B|   0    10M|   0   823 |8858    14k|1.11 1.23 1.02|3.0   0 1.0|   0     0 |           | 18  309    0   61    0
Feb 16 18:22:44 np0000000000 dstat.sh[59187]: 16-02 18:22:44| 25   5  68   1   0|5116M  167M  189M 2337M|4096B 1626B|   0  2393k|   0   203 |7622    11k|1.11 1.23 1.02|4.0   0   0|   0     0 |           | 18  309    0   61    0
Feb 16 18:22:45 np0000000000 dstat.sh[59187]: 16-02 18:22:45| 25   5  65   2   0|5116M  167M  189M 2338M|4738B 1619B|   0  3027k|   0   407 |8313    13k|1.11 1.23 1.02|2.0   0   0|   0     0 |           | 18  309    0   55    0
Feb 16 18:22:46 np0000000000 dstat.sh[59187]: 16-02 18:22:46| 24   5  67   1   0|5118M  165M  189M 2338M|4355B 1611B|   0  2219k|   0   224 |8315    12k|1.10 1.22 1.02|2.0   0   0|   0     0 |           | 18  310    0   56    0
Feb 16 18:22:47 np0000000000 dstat.sh[59187]: 16-02 18:22:47| 12   6  80   2   0|5117M  158M  189M 2345M|4621B 1620B|8194B 8770k|2.00   897 |4639  6394 |1.10 1.22 1.02|2.0   0 2.0|   0     0 |           | 18  308    0   58    0
Feb 16 18:22:48 np0000000000 dstat.sh[59187]: 16-02 18:22:48| 16   3  78   1   0|5117M  158M  189M 2345M|4601B 1628B|   0  2348k|   0   271 |5521  8424 |1.10 1.22 1.02|2.0   0   0|   0     0 |           | 18  309    0   59    0
Feb 16 18:22:49 np0000000000 dstat.sh[59187]: 16-02 18:22:49| 26   5  64   3   0|5117M  158M  189M 2346M|4670B 1617B|   0    10M|   0   844 |9543    15k|1.10 1.22 1.02|4.0   0   0|   0     0 |           | 18  309    0   59    0
Feb 16 18:22:50 np0000000000 dstat.sh[59187]: 16-02 18:22:50| 24   5  68   1   0|5118M  157M  189M 2346M|4802B 1713B|   0  1667k|   0   167 |7731    11k|1.10 1.22 1.02|4.0   0   0|   0     0 |           | 18  309    0   60    0
Feb 16 18:22:51 np0000000000 dstat.sh[59187]: 16-02 18:22:51| 14   3  80   1   0|5119M  155M  189M 2346M|4928B 1455B|  16k 1856k|1.00   225 |4935  7315 |1.01 1.20 1.02|1.0   0   0|   0     0 |           | 18  308    0   62    0
Feb 16 18:22:52 np0000000000 dstat.sh[59187]: 16-02 18:22:52| 13   3  82   1   0|5120M  154M  189M 2346M|4800B 1620B|  32k 2036k|1.00   201 |4162  5965 |1.01 1.20 1.02|4.0   0   0|   0     0 |           | 18  309    0   64    0
Feb 16 18:22:53 np0000000000 dstat.sh[59187]: 16-02 18:22:53| 24   6  65   3   0|5120M  154M  189M 2347M|4817B 1620B|   0  4044k|   0   482 |8966    14k|1.01 1.20 1.02|1.0   0 1.0|   0     0 |           | 18  309    0   62    0
Feb 16 18:22:54 np0000000000 dstat.sh[59187]: 16-02 18:22:54| 25   5  66   2   0|5120M  153M  189M 2347M|4034B 1625B|   0  8324k|   0   661 |8753    14k|1.01 1.20 1.02|3.0   0   0|   0     0 |           | 18  309    0   65    0
Feb 16 18:22:55 np0000000000 dstat.sh[59187]: 16-02 18:22:55| 23   4  69   1   0|5121M  152M  189M 2347M|4975B 1619B|   0  4648k|   0   423 |7490    12k|1.01 1.20 1.02|1.0   0   0|   0     0 |           | 18  308    0   68    0
Feb 16 18:22:56 np0000000000 dstat.sh[59187]: 16-02 18:22:56|  5   1  91   1   0|5121M  152M  189M 2347M|4791B 1617B|   0  1154k|   0  73.9 |1918  2605 |0.93 1.18 1.01|2.0   0   0|   0     0 |           | 18  309    0   68    0
Feb 16 18:22:57 np0000000000 dstat.sh[59187]: 16-02 18:22:57| 24   5  68   2   0|5123M  150M  189M 2348M|4937B 1625B|   0  3841k|   0   330 |7411    11k|0.93 1.18 1.01|1.0   0   0|   0     0 |           | 18  309    0   68    0
Feb 16 18:22:58 np0000000000 dstat.sh[59187]: 16-02 18:22:58| 26   5  65   2   0|5123M  149M  189M 2348M|5008B 1453B|   0  3963k|   0   482 |8530    13k|0.93 1.18 1.01|3.0   0   0|   0     0 |           | 18  309    0   68    0
